"Student Counts by School and Grade"
"All Districts, All Schools"
"Trend"

"",,,,"Grade",,,,,,,,,,,,,,
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""",0,0,0,0,0,0,0,3440,3433,3466,0,0,0,0,10339
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""",0,0,0,0,3214,3374,3442,0,0,0,0,0,0,0,10030
"Wilton School District","=""1610011""","Wilton High School","=""1616111""",0,0,0,0,0,0,0,0,0,0,3354,3284,3218,3201,13057
"Wilton School District","=""1610011""","Wilton-Westport Evening School","=""1610111""",0,0,0,0,0,0,0,0,0,0,0,"*","*",6,10
"Winchester School District","=""1620011""","Batcheller - Bridges 1","=""1629211""","*","*",0,0,0,0,0,0,0,0,0,0,0,0,"*"
"Winchester School District","=""1620011""","Batcheller Early Education Center","=""1620411""",202,760,614,169,"*",95,99,0,0,0,0,0,"*",0,2034
"Winchester School District","=""1620011""","ABLE","=""1629011""",0,"*","*",0,"*","*","*",0,0,0,0,0,0,0,7
"Winchester School District","=""1620011""","Mary P. Hinsdale School","=""1620211""",0,"*",318,728,735,751,139,"*",0,0,0,0,0,0,2773
"Winchester School District","=""1620011""","Bridges 2","=""1629111""",0,0,"*",0,0,"*","*",0,0,0,0,0,0,0,"*"
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""",0,0,0,0,75,90,611,874,441,448,"*","*",0,"*",2545
"Winchester School District","=""1620011""","Pearson Academy","=""1620511""",0,0,0,0,0,0,109,118,0,0,0,0,0,0,227
"Winchester School District","=""1620011""","Joy D. Rice School","=""1626111""",0,0,0,0,0,0,0,0,0,0,"*","*","*","*",11
"Winchester School District","=""1620011""","WISE Academy","=""1620111""",0,0,0,0,0,0,0,0,0,0,6,9,6,6,27
"Windham School District","=""1630011""","Early Headstart","=""1638011""",347,0,0,0,0,0,0,0,0,0,0,0,0,0,347
"Windham School District","=""1630011""","Early Headstart-Commerce Dr.","=""1638011""",347,0,0,0,0,0,0,0,0,0,0,0,0,0,347
"Windham School District","=""1630011""","Windham Early Childhood Prospect Street","=""1638311""",2039,0,0,0,0,0,0,0,0,0,0,0,0,0,2039
"Windham School District","=""1630011""","Windham Early Childhood Tuckie Road","=""1631011""",95,0,0,0,0,0,0,0,0,0,0,0,0,0,95
"Windham School District","=""1630011""","Charles H. Barrows STEM Academy","=""1630411""",0,245,248,244,185,125,244,245,183,120,0,0,0,0,1839
"Windham School District","=""1630011""","Natchaug School","=""1630111""",0,534,530,563,555,618,248,0,0,0,0,0,0,0,3048
"Windham School District","=""1630011""","North Windham School","=""1630311""",0,915,863,829,817,792,340,0,0,0,0,0,0,0,4556
"Windham School District","=""1630011""","Sweeney ASD Program","=""1631111""",0,"*","*","*","*",0,0,0,0,0,0,0,0,0,6
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""",0,574,611,603,583,580,227,0,0,0,0,0,0,0,3178
"Windham School District","=""1630011""","Windham Center School","=""1630511""",0,568,533,546,543,523,218,0,0,0,0,0,0,0,2931
"Windham School District","=""1630011""","North Windham ASD Program","=""1630811""",0,0,"*","*","*","*",0,0,0,0,0,0,0,0,10
"Windham School District","=""1630011""","Sweeney Medically Fragile Program","=""1630911""",0,0,"*","*",0,0,"*",0,0,0,0,0,0,0,6
"Windham School District","=""1630011""","Eastern Regional Academy/Windham","=""1639011""",0,0,0,0,0,0,"*","*","*",11,32,27,25,28,133
"Windham School District","=""1630011""","Windham Middle School","=""1635111""",0,0,0,0,0,0,1281,2175,2212,2221,0,0,0,0,7889
"Windham School District","=""1630011""","Partial Day Program","=""1638411""",0,0,0,0,0,0,0,0,0,0,"*",8,"*","*",16
"Windham School District","=""1630011""","Windham High School","=""1636111""",0,0,0,0,0,0,0,0,0,0,2115,1791,1673,1685,7264
"Windham School District","=""1630011""","Assisted Work Program","=""1631211""",0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""",667,1205,1233,1220,0,0,0,0,0,0,0,0,0,0,4325
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""",0,0,0,0,1241,1288,1301,0,0,0,0,0,0,0,3830
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""",0,0,0,0,0,0,0,1231,1270,1323,0,0,0,0,3824
"Windsor Locks School District","=""1650011""","Pine Meadow Academy","=""1650611""",0,0,0,0,0,0,0,0,0,0,9,20,26,39,94
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""",0,0,0,0,0,0,0,0,0,0,1231,1283,1316,1345,5175
"Windsor Locks School District","=""1650011""","RISE Transition Academy","=""1650211""",0,0,0,0,0,0,0,0,0,0,0,0,0,22,22
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""",236,591,1011,1055,407,412,439,0,0,0,0,0,0,0,4151
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""",70,405,729,711,303,306,333,0,0,0,0,0,0,0,2857
"Windsor School District","=""1640011""","Roger Wolcott Early Child Center","=""1641011""",244,976,0,0,0,0,0,0,0,0,0,0,0,0,1220
"Windsor School District","=""1640011""","Clover Street School","=""1640111""",0,0,209,275,735,761,785,0,0,0,0,0,0,0,2765
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""",0,0,255,327,1030,1054,1108,0,0,0,0,0,0,0,3774
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""",0,0,0,0,0,0,0,2437,2590,2754,0,0,0,0,7781
"Windsor School District","=""1640011""","Windsor High School","=""1646111""",0,0,0,0,0,0,0,0,0,"*",3367,3077,3107,"*",12458
"Windsor School District","=""1640011""","Expulsion","=""1640411""",0,0,0,0,0,0,0,0,0,0,"*","*","*",0,8
"Windsor School District","=""1640011""","Spark","=""1640311""",0,0,0,0,0,0,0,0,0,0,"*",10,10,"*",29
"Windsor School District","=""1640011""","Plato Credit Recovery","=""1640611""",0,0,0,0,0,0,0,0,0,0,0,0,"*","*","*"
"Windsor School District","=""1640011""","Community Based Transition Academy","=""1640211""",0,0,0,0,0,0,0,0,0,0,0,0,0,26,26
"Wolcott School District","=""1660011""","Alcott School","=""1660611""",556,406,424,437,452,486,517,0,0,0,0,0,0,0,3278
"Wolcott School District","=""1660011""","ABC Classroom","=""1660311""",0,"*","*","*","*","*","*",0,0,0,0,0,0,0,12
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""",0,509,554,572,625,647,647,0,0,0,0,0,0,0,3554
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""",0,572,607,646,664,713,727,0,0,0,0,0,0,0,3929
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""",0,0,0,0,0,0,0,2149,2241,2281,0,0,0,0,6671
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""",0,0,0,0,0,0,0,0,0,0,2048,2091,2144,2205,8488
"Wolcott School District","=""1660011""","Phoenix Program","=""1660411""",0,0,0,0,0,0,0,0,0,0,0,"*","*","*",11
"Woodbridge School District","=""1670011""","Beecher Road Primary School","=""1670111""",100,460,483,503,0,0,0,0,0,0,0,0,0,0,1546
"Woodbridge School District","=""1670011""","Beecher Road School","=""1670311""",101,519,530,524,542,539,548,550,0,0,0,0,0,0,3853
"Woodbridge School District","=""1670011""","Beecher Road Intermediate School","=""1670211""",0,0,0,0,502,525,574,587,0,0,0,0,0,0,2188
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""",272,831,868,915,943,966,0,0,0,0,0,0,0,0,4795
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""",0,0,0,0,0,0,1011,1044,1051,1056,0,0,0,0,4162
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",0,794,807,724,609,507,1047,814,601,387,227,164,108,61,6850
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",0,904,880,798,689,576,891,870,776,713,507,427,282,206,8519
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""",0,225,164,92,31,0,0,0,0,0,0,0,0,0,512
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",0,642,555,469,371,275,939,805,670,520,320,219,138,86,6009
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",0,88,91,85,84,87,87,98,104,108,0,0,0,0,832
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",0,6,22,32,47,57,61,61,57,63,76,83,91,145,801
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""",0,6,22,32,47,57,61,61,57,63,76,83,91,145,801
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ACT Magnet School (Arts at the Capitol Theater) - Full Time","=""2536014""",0,0,0,0,0,0,0,0,0,0,339,297,246,200,1082
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""",0,0,0,0,0,0,0,0,0,0,339,297,246,200,1082
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""",0,0,0,0,0,0,0,0,0,0,164,356,309,231,1060
"Elm City College Preparatory School","=""2810013""","Elm City College Preparatory School","=""2810113""",0,110,111,107,106,103,116,112,107,84,29,0,0,0,985
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",0,494,498,483,466,442,496,497,448,408,300,220,154,118,5024
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",0,222,226,203,202,358,377,364,361,350,0,0,0,0,2663
"Unified School District #2","=""3470015""","Riverview School","=""3470315""",0,0,"*","*",11,19,15,17,43,65,163,128,74,58,601
"Unified School District #2","=""3470015""","High Meadows","=""3476515""",0,0,0,0,0,0,"*","*",6,6,11,12,15,13,67
"Unified School District #2","=""3470015""","Children''s Place School","=""3470115""",0,0,0,0,0,0,0,"*","*",25,65,97,55,33,290
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""",0,0,0,0,0,0,0,"*","*",25,65,97,55,33,290
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""",0,0,0,0,0,0,0,0,"*","*",196,369,197,101,902
"Unified School District #2","=""3470015""","Virtual Academy","=""3470215""",0,0,0,0,0,0,0,0,0,0,"*","*",0,"*","*"
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",0,0,0,0,0,0,288,869,845,768,0,0,0,0,2770
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""",0,0,0,0,0,0,0,80,86,87,79,82,60,29,503
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""",0,0,0,0,0,0,0,354,214,109,0,0,0,0,677
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",0,0,0,0,0,0,0,731,731,696,0,0,0,0,2158
"Regional School District 07","=""2070012""","FLEX","=""2079012""",0,0,0,0,0,0,0,"*",23,32,"*",0,0,0,65
"Regional School District 07","=""2070012""","LINKS","=""2079212""",0,0,0,0,0,0,0,"*",23,27,24,22,"*",50,167
"Regional School District 07","=""2070012""","Links","=""2079212""",0,0,0,0,0,0,0,"*",23,27,24,22,"*",50,167
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""",0,0,0,0,0,0,0,0,1708,1735,0,0,0,0,3443
"Regional School District 07","=""2070012""","STEP","=""2079312""",0,0,0,0,0,0,0,0,0,"*","*",28,65,90,193
"Regional School District 07","=""2070012""","AIM","=""2079112""",0,0,0,0,0,0,0,0,0,0,29,31,27,24,111
"Regional School District 07","=""2070012""","Intensive Learning Program","=""2079412""",0,0,0,0,0,0,0,0,0,0,13,10,9,7,39
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""",0,0,0,0,0,0,0,0,0,0,1872,1831,1815,1764,7282
"Regional School District 07","=""2070012""","Highlander Transition Academy","=""2070112""",0,0,0,0,0,0,0,0,0,0,0,0,0,19,19
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""",0,0,0,0,0,0,0,480,497,523,0,0,0,0,1500
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""",0,0,0,0,0,0,0,0,1726,1703,0,0,0,0,3429
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""",0,0,0,0,0,0,0,0,0,0,1555,1557,1528,1525,6165
"Regional School District 04","=""2040012""","Region 4 Transition Academy","=""2040112""",0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""",0,0,0,0,0,0,0,0,1922,1980,0,0,0,0,3902
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""",0,0,0,0,0,0,0,0,1985,2017,0,0,0,0,4002
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",0,0,0,0,0,0,0,0,0,0,3879,3936,4015,4072,15902
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",0,0,0,0,0,0,0,0,2966,3071,0,0,0,0,6037
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""",0,0,0,0,0,0,0,0,0,0,2805,2765,2746,2596,10912
"Regional School District 08","=""2080012""","Region Alternative High School","=""2086212""",0,0,0,0,0,0,0,0,0,0,0,"*","*",10,17
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",0,0,0,0,0,0,0,0,607,596,417,398,375,391,2784
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""",0,0,0,0,0,0,0,0,506,499,506,483,399,327,2720
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",0,0,0,0,0,0,0,0,545,568,885,932,942,893,4765
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""",0,0,0,0,0,0,0,0,0,200,1710,936,669,308,3823
"Unified School District #1","=""3360015""","York Correctional Institution","=""3362515""",0,0,0,0,0,0,0,0,0,7,66,63,87,133,356
"Unified School District #1","=""3360015""","Bergin Correctional Institution","=""3361715""",0,0,0,0,0,0,0,0,0,0,"*","*",56,49,128
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","=""3360115""",0,0,0,0,0,0,0,0,0,0,"*","*",40,59,139
"Unified School District #1","=""3360015""","Brooklyn Correctional Institution","=""3360215""",0,0,0,0,0,0,0,0,0,0,"*","*",9,27,41
"Unified School District #1","=""3360015""","Cheshire Correctional Institution","=""3360315""",0,0,0,0,0,0,0,0,0,0,"*","*",87,116,234
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","=""3362415""",0,0,0,0,0,0,0,0,0,0,6,55,118,160,339
"Unified School District #1","=""3360015""","Garner Correctional Institution","=""3361915""",0,0,0,0,0,0,0,0,0,0,"*","*",66,81,184
"Unified School District #1","=""3360015""","Hartford Correctional Center","=""3360615""",0,0,0,0,0,0,0,0,0,0,13,101,105,155,374
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","=""3362215""",0,0,0,0,0,0,0,0,0,0,6,83,157,183,429
"Unified School District #1","=""3360015""","New Haven Correctional Center","=""3360915""",0,0,0,0,0,0,0,0,0,0,"*","*",46,51,136
"Unified School District #1","=""3360015""","Northern Correctional Institution","=""3362615""",0,0,0,0,0,0,0,0,0,0,"*","*",63,65,159
"Unified School District #1","=""3360015""","Osborn Correctional Institution","=""3361215""",0,0,0,0,0,0,0,0,0,0,"*","*",61,103,189
"Unified School District #1","=""3360015""","Willard/Cybulski Correctional Institution","=""3361515""",0,0,0,0,0,0,0,0,0,0,"*","*",46,67,137
"Unified School District #1","=""3360015""","Enfield Correctional Institution","=""3360415""",0,0,0,0,0,0,0,0,0,0,0,12,46,60,118
"Unified School District #1","=""3360015""","Gates Correctional Institution","=""3360515""",0,0,0,0,0,0,0,0,0,0,0,16,30,50,96
"Unified School District #1","=""3360015""","Robinson Correctional Institution","=""3361315""",0,0,0,0,0,0,0,0,0,0,0,24,61,104,189
"Unified School District #1","=""3360015""","Webster Correctional Institution","=""3361415""",0,0,0,0,0,0,0,0,0,0,0,6,14,15,35
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",0,0,0,0,0,0,0,0,0,0,599,445,377,289,1710
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",0,0,0,0,0,0,0,0,0,0,2061,1940,1693,1540,7234
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",0,0,0,0,0,0,0,0,0,0,2261,2173,2023,1926,8383
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",0,0,0,0,0,0,0,0,0,0,1770,1557,1342,1210,5879
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",0,0,0,0,0,0,0,0,0,0,1595,1404,1239,1091,5329
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",0,0,0,0,0,0,0,0,0,0,1455,1416,1352,1337,5560
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",0,0,0,0,0,0,0,0,0,0,1526,1398,1308,1248,5480
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",0,0,0,0,0,0,0,0,0,0,2116,1960,1818,1740,7634
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",0,0,0,0,0,0,0,0,0,0,1659,1492,1371,1275,5797
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""",0,0,0,0,0,0,0,0,0,0,1695,1665,1533,1438,6331
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""",0,0,0,0,0,0,0,0,0,0,1776,1652,1535,1435,6398
"Connecticut Technical High School System","=""9000016""","J. M. Wright Technical High School","=""9002116""",0,0,0,0,0,0,0,0,0,0,508,365,223,98,1194
