"Student Counts by School and Year"
"All Districts, All Schools"
"Trend"

"District","District Code","School","School Code","Count"
"Shelton School District","=""1260011""","Alternative Learning Center 1","=""1260211""",10
"Shelton School District","=""1260011""","Alternative Learning Center 1","=""1260211""",6
"Shelton School District","=""1260011""","Alternative Learning Center 2","=""1261311""","*"
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",494
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",502
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",481
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",359
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",360
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",323
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",296
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",323
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",331
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",343
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",553
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",605
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",590
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",479
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",473
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",460
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",440
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",471
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",433
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",452
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",907
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",875
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",873
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",925
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",931
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",875
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",840
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",878
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",868
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",783
"Shelton School District","=""1260011""","Lafayette School","=""1260411""",386
"Shelton School District","=""1260011""","Lafayette School","=""1260411""",364
"Shelton School District","=""1260011""","Lafayette School","=""1260411""",320
"Shelton School District","=""1260011""","Life Skills","=""1260311""","*"
"Shelton School District","=""1260011""","Life Skills","=""1260311""","*"
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",609
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",618
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",600
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",441
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",441
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",451
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",435
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",432
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",406
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",408
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",629
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",639
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",645
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",421
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",380
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",326
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",312
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",293
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",287
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",269
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""",857
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""",829
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""",862
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""",841
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""",749
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""",739
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""",742
"Shelton School District","=""1260011""","Pre-Kindergarten","=""1260111""",59
"Shelton School District","=""1260011""","Pre-Kindergarten","=""1260111""",54
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",1687
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",1653
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",1631
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",1546
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",1563
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",1578
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",1556
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",1550
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",1513
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",1481
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",379
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",291
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",318
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",263
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",251
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",237
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",239
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",229
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",234
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",219
"Shelton School District","=""1260011""","Therapeutic Learning Center","=""1261211""","*"
"Shelton School District","=""1260011""","Transition Program","=""1260711""",14
"Shelton School District","=""1260011""","Work Experience","=""1260711""",21
"Sherman School District","=""1270011""","Sherman School","=""1270111""",456
"Sherman School District","=""1270011""","Sherman School","=""1270111""",458
"Sherman School District","=""1270011""","Sherman School","=""1270111""",444
"Sherman School District","=""1270011""","Sherman School","=""1270111""",408
"Sherman School District","=""1270011""","Sherman School","=""1270111""",397
"Sherman School District","=""1270011""","Sherman School","=""1270111""",383
"Sherman School District","=""1270011""","Sherman School","=""1270111""",372
"Sherman School District","=""1270011""","Sherman School","=""1270111""",346
"Sherman School District","=""1270011""","Sherman School","=""1270111""",333
"Sherman School District","=""1270011""","Sherman School","=""1270111""",313
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",230
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",229
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",232
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",233
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",232
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",233
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",235
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",235
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",236
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",236
"Simsbury School District","=""1280011""","Central School","=""1280111""",440
"Simsbury School District","=""1280011""","Central School","=""1280111""",443
"Simsbury School District","=""1280011""","Central School","=""1280111""",391
