"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"District Code","District","School Code","School","Special Education Status (SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1530011""","Watertown School District","=""1530411""","Polk School","Special Education",27,"22.2%","61.2%"
"=""1530011""","Watertown School District","=""1530411""","Polk School","Non-Special Education",192,"40.6%","66.5%"
"=""1530011""","Watertown School District","=""1535111""","Swift Middle School","Special Education",82,"30.5%","52.9%"
"=""1530011""","Watertown School District","=""1535111""","Swift Middle School","Non-Special Education",552,"50.7%","70.2%"
"=""1550011""","West Hartford School District","=""1551611""","Aiken School","Special Education",7,"*","*"
"=""1550011""","West Hartford School District","=""1551611""","Aiken School","Non-Special Education",120,"46.7%","68.9%"
"=""1550011""","West Hartford School District","=""1559311""","Braeburn Learning Center","Special Education","*","*","*"
"=""1550011""","West Hartford School District","=""1550211""","Braeburn School","Special Education",11,"*","*"
"=""1550011""","West Hartford School District","=""1550211""","Braeburn School","Non-Special Education",100,"61.0%","78.1%"
"=""1550011""","West Hartford School District","=""1555311""","Bristow Middle School","Special Education",33,"27.3%","49.4%"
"=""1550011""","West Hartford School District","=""1555311""","Bristow Middle School","Non-Special Education",377,"48.0%","63.0%"
"=""1550011""","West Hartford School District","=""1550411""","Bugbee School","Special Education",10,"*","*"
"=""1550011""","West Hartford School District","=""1550411""","Bugbee School","Non-Special Education",147,"59.2%","72.9%"
"=""1550011""","West Hartford School District","=""1550511""","Charter Oak International Academy","Special Education",12,"*","*"
"=""1550011""","West Hartford School District","=""1550511""","Charter Oak International Academy","Non-Special Education",76,"27.6%","61.5%"
"=""1550011""","West Hartford School District","=""1550611""","Duffy School","Special Education",8,"*","*"
"=""1550011""","West Hartford School District","=""1550611""","Duffy School","Non-Special Education",157,"56.1%","79.1%"
"=""1550011""","West Hartford School District","=""1555111""","King Philip Middle School","Special Education",95,"26.3%","44.8%"
"=""1550011""","West Hartford School District","=""1555111""","King Philip Middle School","Non-Special Education",779,"43.5%","60.1%"
"=""1550011""","West Hartford School District","=""1550911""","Morley School","Special Education",20,"35.0%","58.7%"
"=""1550011""","West Hartford School District","=""1550911""","Morley School","Non-Special Education",82,"61.0%","76.1%"
"=""1550011""","West Hartford School District","=""1551011""","Norfeldt School","Special Education",11,"*","*"
"=""1550011""","West Hartford School District","=""1551011""","Norfeldt School","Non-Special Education",106,"45.3%","69.3%"
"=""1550011""","West Hartford School District","=""1555211""","Sedgwick Middle School","Special Education",96,"16.7%","31.1%"
"=""1550011""","West Hartford School District","=""1555211""","Sedgwick Middle School","Non-Special Education",715,"42.9%","57.2%"
"=""1550011""","West Hartford School District","=""1551711""","Smith School","Special Education",8,"*","*"
"=""1550011""","West Hartford School District","=""1551711""","Smith School","Non-Special Education",97,"51.5%","74.3%"
"=""1550011""","West Hartford School District","=""1551211""","Webster Hill School","Special Education",10,"*","*"
"=""1550011""","West Hartford School District","=""1551211""","Webster Hill School","Non-Special Education",123,"48.0%","70.6%"
"=""1550011""","West Hartford School District","=""1551311""","Whiting Lane School","Special Education",9,"*","*"
"=""1550011""","West Hartford School District","=""1551311""","Whiting Lane School","Non-Special Education",122,"60.7%","82.2%"
"=""1550011""","West Hartford School District","=""1551511""","Wolcott School","Special Education",11,"*","*"
"=""1550011""","West Hartford School District","=""1551511""","Wolcott School","Non-Special Education",147,"34.7%","56.0%"
"=""1560011""","West Haven School District","=""1561111""","ASD Lab","Special Education","*","*","*"
"=""1560011""","West Haven School District","=""1560811""","Alma E. Pagels School","Special Education",9,"*","*"
"=""1560011""","West Haven School District","=""1560811""","Alma E. Pagels School","Non-Special Education",41,"48.8%","76.8%"
"=""1560011""","West Haven School District","=""1565311""","Carrigan 5/6 Intermediate School","Special Education",102,"26.5%","56.4%"
"=""1560011""","West Haven School District","=""1565311""","Carrigan 5/6 Intermediate School","Non-Special Education",716,"44.3%","67.4%"
"=""1560011""","West Haven School District","=""1560611""","Edith E. Mackrille School","Special Education","*","*","*"
"=""1560011""","West Haven School District","=""1560611""","Edith E. Mackrille School","Non-Special Education","*","56.8%","81.7%"
"=""1560011""","West Haven School District","=""1560311""","Forest School","Special Education",11,"*","*"
"=""1560011""","West Haven School District","=""1560311""","Forest School","Non-Special Education",58,"32.8%","60.0%"
"=""1560011""","West Haven School District","=""1565111""","Harry M. Bailey Middle School","Special Education",101,"26.7%","51.3%"
"=""1560011""","West Haven School District","=""1565111""","Harry M. Bailey Middle School","Non-Special Education",656,"34.0%","52.3%"
"=""1560011""","West Haven School District","=""1561411""","Savin Rock Community School","Special Education",13,"*","*"
"=""1560011""","West Haven School District","=""1561411""","Savin Rock Community School","Non-Special Education",74,"33.8%","64.0%"
"=""1560011""","West Haven School District","=""1560411""","Seth G. Haley School","Special Education",8,"*","*"
"=""1560011""","West Haven School District","=""1560411""","Seth G. Haley School","Non-Special Education",73,"47.9%","77.3%"
"=""1560011""","West Haven School District","=""1561211""","Washington School","Special Education",14,"*","*"
"=""1560011""","West Haven School District","=""1561211""","Washington School","Non-Special Education",66,"37.9%","60.3%"
"=""1540011""","Westbrook School District","=""1540211""","Daisy Ingraham School","Special Education",8,"*","*"
"=""1540011""","Westbrook School District","=""1540211""","Daisy Ingraham School","Non-Special Education",38,"65.8%","89.4%"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School","Special Education",32,"34.4%","56.5%"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School","Non-Special Education",180,"50.0%","69.5%"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School","Special Education",27,"40.7%","69.7%"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School","Non-Special Education",308,"52.3%","75.1%"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School","Special Education",33,"30.3%","49.1%"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School","Non-Special Education",517,"49.1%","66.6%"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School","Special Education",79,"26.6%","46.0%"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School","Non-Special Education",678,"43.1%","56.2%"
"=""1580011""","Westport School District","=""1580311""","Coleytown Elementary School","Special Education",16,"*","*"
"=""1580011""","Westport School District","=""1580311""","Coleytown Elementary School","Non-Special Education",127,"48.8%","68.5%"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School","Special Education",45,"20.0%","48.5%"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School","Non-Special Education",450,"47.3%","61.5%"
"=""1580011""","Westport School District","=""1580411""","Green's Farms School","Special Education",11,"*","*"
"=""1580011""","Westport School District","=""1580411""","Green's Farms School","Non-Special Education",129,"58.9%","77.5%"
"=""1580011""","Westport School District","=""1580211""","Green's Farms Segregated","Special Education","*","*","*"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School","Special Education",19,"*","*"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School","Non-Special Education",141,"48.9%","72.3%"
"=""1580011""","Westport School District","=""1580611""","King's Highway Segregated","Special Education","*","*","*"
"=""1580011""","Westport School District","=""1580711""","Long Lots School","Special Education",13,"*","*"
"=""1580011""","Westport School District","=""1580711""","Long Lots School","Non-Special Education",182,"63.2%","83.8%"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School","Special Education",25,"36.0%","62.5%"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School","Non-Special Education",139,"57.6%","77.0%"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School","Special Education",13,"*","*"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School","Non-Special Education",136,"69.9%","89.8%"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School","Special Education",17,"*","*"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School","Non-Special Education",121,"60.3%","84.5%"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School","Special Education",27,"51.9%","70.1%"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School","Non-Special Education",137,"55.5%","75.3%"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School","Special Education",23,"47.8%","65.1%"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School","Non-Special Education",157,"47.8%","68.3%"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School","Special Education",23,"39.1%","69.0%"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School","Non-Special Education",109,"46.8%","65.2%"
"=""1590011""","Wethersfield School District","=""1595211""","Silas Deane Middle School","Special Education",73,"46.6%","69.0%"
"=""1590011""","Wethersfield School District","=""1595211""","Silas Deane Middle School","Non-Special Education",439,"55.8%","71.9%"
"=""1600011""","Willington School District","=""1600111""","Center School","Special Education","*","*","*"
"=""1600011""","Willington School District","=""1600111""","Center School","Non-Special Education","*","38.6%","57.9%"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School","Special Education",33,"42.4%","65.7%"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School","Non-Special Education",137,"51.8%","73.2%"
"=""1610011""","Wilton School District","=""1610711""","Cider Mill School","Special Education",93,"48.4%","71.7%"
"=""1610011""","Wilton School District","=""1610711""","Cider Mill School","Non-Special Education",542,"61.8%","81.7%"
"=""1610011""","Wilton School District","=""1615211""","Middlebrook School","Special Education",141,"48.9%","69.7%"
