"Smarter Balanced Growth Report, 2015-16"
"All Districts, All Students"

"District Code","District","School Code","School","Subject","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1550011""","West Hartford School District","=""1559311""","Braeburn Learning Center","Math","*","*","*"
"=""1550011""","West Hartford School District","=""1550211""","Braeburn School","ELA",111,"57.7%","77.6%"
"=""1550011""","West Hartford School District","=""1550211""","Braeburn School","Math",111,"64.0%","88.4%"
"=""1550011""","West Hartford School District","=""1555311""","Bristow Middle School","ELA",410,"46.3%","61.9%"
"=""1550011""","West Hartford School District","=""1555311""","Bristow Middle School","Math",408,"45.1%","62.1%"
"=""1550011""","West Hartford School District","=""1550411""","Bugbee School","ELA",157,"56.7%","71.3%"
"=""1550011""","West Hartford School District","=""1550411""","Bugbee School","Math",157,"59.9%","80.1%"
"=""1550011""","West Hartford School District","=""1550511""","Charter Oak International Academy","ELA","*","23.9%","57.9%"
"=""1550011""","West Hartford School District","=""1550511""","Charter Oak International Academy","Math","*","39.3%","70.0%"
"=""1550011""","West Hartford School District","=""1550611""","Duffy School","ELA",165,"53.9%","76.6%"
"=""1550011""","West Hartford School District","=""1550611""","Duffy School","Math",168,"61.9%","88.5%"
"=""1550011""","West Hartford School District","=""1555111""","King Philip Middle School","ELA",874,"41.6%","58.4%"
"=""1550011""","West Hartford School District","=""1555111""","King Philip Middle School","Math",871,"40.6%","58.6%"
"=""1550011""","West Hartford School District","=""1550911""","Morley School","ELA",102,"55.9%","72.7%"
"=""1550011""","West Hartford School District","=""1550911""","Morley School","Math",102,"65.7%","88.2%"
"=""1550011""","West Hartford School District","=""1551011""","Norfeldt School","ELA",117,"42.7%","66.0%"
"=""1550011""","West Hartford School District","=""1551011""","Norfeldt School","Math",117,"53.8%","76.5%"
"=""1550011""","West Hartford School District","=""1555211""","Sedgwick Middle School","ELA",811,"39.8%","54.1%"
"=""1550011""","West Hartford School District","=""1555211""","Sedgwick Middle School","Math",809,"35.5%","52.1%"
"=""1550011""","West Hartford School District","=""1551711""","Smith School","ELA",105,"51.4%","74.0%"
"=""1550011""","West Hartford School District","=""1551711""","Smith School","Math",107,"51.4%","75.1%"
"=""1550011""","West Hartford School District","=""1551211""","Webster Hill School","ELA",133,"46.6%","70.7%"
"=""1550011""","West Hartford School District","=""1551211""","Webster Hill School","Math",132,"41.7%","67.8%"
"=""1550011""","West Hartford School District","=""1551311""","Whiting Lane School","ELA",131,"57.3%","79.9%"
"=""1550011""","West Hartford School District","=""1551311""","Whiting Lane School","Math",130,"77.7%","94.9%"
"=""1550011""","West Hartford School District","=""1551511""","Wolcott School","ELA",158,"32.9%","55.1%"
"=""1550011""","West Hartford School District","=""1551511""","Wolcott School","Math",158,"37.3%","63.4%"
"=""1560011""","West Haven School District","=""1561111""","ASD Lab","ELA","*","*","*"
"=""1560011""","West Haven School District","=""1561111""","ASD Lab","Math","*","*","*"
"=""1560011""","West Haven School District","=""1560811""","Alma E. Pagels School","ELA",50,"44.0%","72.5%"
"=""1560011""","West Haven School District","=""1560811""","Alma E. Pagels School","Math",51,"68.6%","91.6%"
"=""1560011""","West Haven School District","=""1565311""","Carrigan 5/6 Intermediate School","ELA",818,"42.1%","66.0%"
"=""1560011""","West Haven School District","=""1565311""","Carrigan 5/6 Intermediate School","Math",821,"44.7%","67.8%"
"=""1560011""","West Haven School District","=""1560611""","Edith E. Mackrille School","ELA","*","55.1%","81.4%"
"=""1560011""","West Haven School District","=""1560611""","Edith E. Mackrille School","Math","*","51.0%","79.9%"
"=""1560011""","West Haven School District","=""1560311""","Forest School","ELA",69,"33.3%","60.7%"
"=""1560011""","West Haven School District","=""1560311""","Forest School","Math",70,"30.0%","68.1%"
"=""1560011""","West Haven School District","=""1565111""","Harry M. Bailey Middle School","ELA",757,"33.0%","52.1%"
"=""1560011""","West Haven School District","=""1565111""","Harry M. Bailey Middle School","Math",762,"48.0%","65.4%"
"=""1560011""","West Haven School District","=""1561411""","Savin Rock Community School","ELA",87,"36.8%","66.3%"
"=""1560011""","West Haven School District","=""1561411""","Savin Rock Community School","Math",89,"47.2%","82.0%"
"=""1560011""","West Haven School District","=""1560411""","Seth G. Haley School","ELA",81,"45.7%","75.0%"
"=""1560011""","West Haven School District","=""1560411""","Seth G. Haley School","Math",81,"45.7%","75.7%"
"=""1560011""","West Haven School District","=""1561211""","Washington School","ELA",80,"38.8%","59.8%"
"=""1560011""","West Haven School District","=""1561211""","Washington School","Math",79,"63.3%","90.2%"
"=""1540011""","Westbrook School District","=""1540211""","Daisy Ingraham School","ELA",46,"63.0%","88.0%"
"=""1540011""","Westbrook School District","=""1540211""","Daisy Ingraham School","Math",46,"65.2%","89.4%"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School","ELA",212,"47.6%","67.6%"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School","Math",214,"59.8%","80.8%"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School","ELA",335,"51.3%","74.6%"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School","Math",334,"47.6%","71.1%"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School","ELA",550,"48.0%","65.6%"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School","Math",549,"45.5%","62.9%"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School","ELA",757,"41.3%","55.1%"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School","Math",755,"45.2%","61.5%"
"=""1580011""","Westport School District","=""1580311""","Coleytown Elementary School","ELA",143,"46.9%","65.9%"
"=""1580011""","Westport School District","=""1580311""","Coleytown Elementary School","Math",144,"60.4%","83.7%"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School","ELA",495,"44.8%","60.3%"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School","Math",495,"45.9%","61.8%"
"=""1580011""","Westport School District","=""1580411""","Green's Farms School","ELA",140,"57.9%","77.3%"
"=""1580011""","Westport School District","=""1580411""","Green's Farms School","Math",141,"65.2%","85.6%"
"=""1580011""","Westport School District","=""1580211""","Green's Farms Segregated","ELA","*","*","*"
"=""1580011""","Westport School District","=""1580211""","Green's Farms Segregated","Math","*","*","*"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School","ELA",160,"45.0%","69.1%"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School","Math",161,"50.3%","73.1%"
"=""1580011""","Westport School District","=""1580611""","King's Highway Segregated","ELA","*","*","*"
"=""1580011""","Westport School District","=""1580611""","King's Highway Segregated","Math","*","*","*"
"=""1580011""","Westport School District","=""1580711""","Long Lots School","ELA",195,"61.5%","82.6%"
"=""1580011""","Westport School District","=""1580711""","Long Lots School","Math",196,"64.3%","86.9%"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School","ELA",164,"54.3%","74.8%"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School","Math",164,"51.8%","77.2%"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School","ELA",149,"69.8%","89.1%"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School","Math",149,"77.9%","96.3%"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School","ELA",138,"60.9%","83.3%"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School","Math",139,"51.8%","77.7%"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School","ELA",164,"54.9%","74.4%"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School","Math",164,"69.5%","90.1%"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School","ELA",180,"47.8%","67.9%"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School","Math",180,"64.4%","82.7%"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School","ELA",132,"45.5%","65.8%"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School","Math",132,"32.6%","62.5%"
"=""1590011""","Wethersfield School District","=""1595211""","Silas Deane Middle School","ELA",512,"54.5%","71.5%"
"=""1590011""","Wethersfield School District","=""1595211""","Silas Deane Middle School","Math",511,"59.3%","76.3%"
"=""1600011""","Willington School District","=""1600111""","Center School","ELA",48,"39.6%","60.1%"
"=""1600011""","Willington School District","=""1600111""","Center School","Math",48,"33.3%","60.4%"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School","ELA",170,"50.0%","71.7%"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School","Math",170,"49.4%","73.4%"
"=""1610011""","Wilton School District","=""1610711""","Cider Mill School","ELA",635,"59.8%","80.3%"
"=""1610011""","Wilton School District","=""1610711""","Cider Mill School","Math",635,"52.6%","77.6%"
"=""1610011""","Wilton School District","=""1615211""","Middlebrook School","ELA",955,"53.9%","71.0%"
"=""1610011""","Wilton School District","=""1615211""","Middlebrook School","Math",954,"64.9%","82.4%"
"=""1620011""","Winchester School District","=""1620211""","Mary P. Hinsdale School","ELA",65,"27.7%","49.3%"
"=""1620011""","Winchester School District","=""1620211""","Mary P. Hinsdale School","Math",65,"15.4%","43.3%"
"=""1620011""","Winchester School District","=""1625111""","Pearson Middle School","ELA",151,"45.7%","69.1%"
"=""1620011""","Winchester School District","=""1625111""","Pearson Middle School","Math",153,"44.4%","64.1%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy","ELA",277,"53.8%","76.6%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy","Math",276,"55.1%","77.1%"
"=""1630011""","Windham School District","=""1630111""","Natchaug School","ELA",80,"40.0%","68.1%"
"=""1630011""","Windham School District","=""1630111""","Natchaug School","Math",85,"45.9%","77.2%"
"=""1630011""","Windham School District","=""1630311""","North Windham School","ELA",127,"44.9%","70.0%"
"=""1630011""","Windham School District","=""1630311""","North Windham School","Math",127,"33.9%","67.0%"
"=""1630011""","Windham School District","=""1630611""","W. B. Sweeney School","ELA",73,"58.9%","88.0%"
"=""1630011""","Windham School District","=""1630611""","W. B. Sweeney School","Math",75,"49.3%","84.3%"
"=""1630011""","Windham School District","=""1630511""","Windham Center School","ELA",73,"32.9%","61.8%"
"=""1630011""","Windham School District","=""1630511""","Windham Center School","Math",71,"59.2%","81.3%"
"=""1630011""","Windham School District","=""1635111""","Windham Middle School","ELA",489,"38.2%","58.4%"
"=""1630011""","Windham School District","=""1635111""","Windham Middle School","Math",486,"33.5%","49.6%"
"=""1650011""","Windsor Locks School District","=""1650411""","South Elementary School","ELA",250,"44.0%","70.0%"
"=""1650011""","Windsor Locks School District","=""1650411""","South Elementary School","Math",250,"56.0%","80.1%"
"=""1650011""","Windsor Locks School District","=""1655111""","Windsor Locks Middle School","ELA",330,"42.7%","64.3%"
"=""1650011""","Windsor Locks School District","=""1655111""","Windsor Locks Middle School","Math",316,"37.7%","55.6%"
"=""1640011""","Windsor School District","=""1640111""","Clover Street School","ELA",169,"42.6%","63.2%"
"=""1640011""","Windsor School District","=""1640111""","Clover Street School","Math",169,"32.5%","60.9%"
"=""1640011""","Windsor School District","=""1640811""","John F. Kennedy School","ELA",236,"34.3%","61.0%"
"=""1640011""","Windsor School District","=""1640811""","John F. Kennedy School","Math",238,"34.9%","65.5%"
"=""1640011""","Windsor School District","=""1645311""","Sage Park Middle School","ELA",616,"33.6%","51.8%"
"=""1640011""","Windsor School District","=""1645311""","Sage Park Middle School","Math",615,"43.6%","64.2%"
"=""1660011""","Wolcott School District","=""1660311""","ABC Classroom","ELA","*","*","*"
"=""1660011""","Wolcott School District","=""1660311""","ABC Classroom","Math","*","*","*"
"=""1660011""","Wolcott School District","=""1660611""","Alcott School","ELA","*","53.3%","71.5%"
"=""1660011""","Wolcott School District","=""1660611""","Alcott School","Math","*","53.3%","82.0%"
"=""1660011""","Wolcott School District","=""1660211""","Frisbie School","ELA",115,"61.7%","82.3%"
"=""1660011""","Wolcott School District","=""1660211""","Frisbie School","Math",115,"65.2%","87.1%"
"=""1660011""","Wolcott School District","=""1665111""","Tyrrell Middle School","ELA",579,"41.1%","59.6%"
"=""1660011""","Wolcott School District","=""1665111""","Tyrrell Middle School","Math",579,"48.4%","67.9%"
"=""1660011""","Wolcott School District","=""1660511""","Wakelee School","ELA",109,"38.5%","64.2%"
"=""1660011""","Wolcott School District","=""1660511""","Wakelee School","Math",109,"41.3%","72.6%"
"=""1670011""","Woodbridge School District","=""1670311""","Beecher Road School","ELA",286,"64.3%","82.2%"
