"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (2-level)"

"District Code","District","School Code","School","Subject","Free/Reduced Price Meal Eligibility (2-level)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","Math","Eligible For Lunch",44,"38.6%","57.5%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","Math","Not Eligible For Lunch",161,"39.1%","68.6%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","ELA","Eligible For Lunch",21,"57.1%","74.1%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","ELA","Not Eligible For Lunch",193,"58.0%","81.9%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","Math","Eligible For Lunch",21,"66.7%","87.3%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","Math","Not Eligible For Lunch",193,"58.0%","84.1%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","ELA","Eligible For Lunch",142,"23.2%","49.6%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","ELA","Not Eligible For Lunch",46,"34.8%","57.4%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","Math","Eligible For Lunch",142,"28.2%","55.6%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","Math","Not Eligible For Lunch",46,"23.9%","48.3%"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC","ELA","Eligible For Lunch","*","*","*"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC","ELA","Not Eligible For Lunch","*","*","*"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC","Math","Eligible For Lunch","*","*","*"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC","Math","Not Eligible For Lunch","*","*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","ELA","Eligible For Lunch",83,"16.9%","37.1%"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","ELA","Not Eligible For Lunch",10,"*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","Math","Eligible For Lunch",83,"19.3%","44.7%"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","Math","Not Eligible For Lunch",10,"*","*"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC","ELA","Eligible For Lunch","*","*","*"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC","Math","Eligible For Lunch","*","*","*"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","ELA","Eligible For Lunch",113,"25.7%","60.0%"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","ELA","Not Eligible For Lunch",16,"*","*"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","Math","Eligible For Lunch",115,"22.6%","47.6%"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","Math","Not Eligible For Lunch",17,"*","*"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","ELA","Eligible For Lunch",172,"31.4%","55.7%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","ELA","Not Eligible For Lunch",75,"29.3%","52.3%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","Math","Eligible For Lunch",172,"39.5%","60.7%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","Math","Not Eligible For Lunch",75,"41.3%","63.6%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","ELA","Eligible For Lunch",119,"30.3%","62.5%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","ELA","Not Eligible For Lunch",7,"*","*"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","Math","Eligible For Lunch",120,"24.2%","56.5%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","Math","Not Eligible For Lunch",7,"*","*"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","ELA","Eligible For Lunch",171,"46.2%","69.6%"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","ELA","Not Eligible For Lunch",19,"*","*"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","Math","Eligible For Lunch",172,"32.0%","54.6%"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","Math","Not Eligible For Lunch",19,"*","*"
"=""1510011""","Waterbury School District","=""1519111""","Enlightenment School","ELA","Eligible For Lunch",34,"11.8%","33.0%"
"=""1510011""","Waterbury School District","=""1519111""","Enlightenment School","Math","Eligible For Lunch",36,"19.4%","32.5%"
"=""1510011""","Waterbury School District","=""1513911""","Excel III","ELA","Eligible For Lunch","*","*","*"
"=""1510011""","Waterbury School District","=""1513911""","Excel III","Math","Eligible For Lunch","*","*","*"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","ELA","Eligible For Lunch",133,"37.6%","67.2%"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","ELA","Not Eligible For Lunch",16,"*","*"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","Math","Eligible For Lunch",133,"42.9%","72.0%"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","Math","Not Eligible For Lunch",16,"*","*"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","ELA","Eligible For Lunch",180,"43.9%","68.6%"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","ELA","Not Eligible For Lunch",49,"26.5%","56.0%"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","Math","Eligible For Lunch",180,"28.3%","51.2%"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","Math","Not Eligible For Lunch",48,"14.6%","34.7%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","ELA","Eligible For Lunch",191,"27.2%","53.5%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","ELA","Not Eligible For Lunch",32,"43.8%","74.4%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","Math","Eligible For Lunch",192,"29.7%","53.6%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","Math","Not Eligible For Lunch",32,"43.8%","63.8%"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","ELA","Eligible For Lunch",85,"35.3%","66.9%"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","ELA","Not Eligible For Lunch",8,"*","*"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","Math","Eligible For Lunch",87,"41.4%","66.5%"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","Math","Not Eligible For Lunch",8,"*","*"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","ELA","Eligible For Lunch",91,"22.0%","56.0%"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","ELA","Not Eligible For Lunch",72,"41.7%","59.9%"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","Math","Eligible For Lunch",91,"31.9%","60.1%"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","Math","Not Eligible For Lunch",72,"41.7%","64.6%"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","ELA","Eligible For Lunch",117,"31.6%","58.6%"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","ELA","Not Eligible For Lunch",17,"*","*"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","Math","Eligible For Lunch",117,"21.4%","49.4%"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","Math","Not Eligible For Lunch",17,"*","*"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","ELA","Eligible For Lunch",870,"29.0%","48.5%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","ELA","Not Eligible For Lunch",159,"37.7%","53.9%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","Math","Eligible For Lunch",873,"26.9%","42.7%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","Math","Not Eligible For Lunch",161,"31.1%","50.9%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","ELA","Eligible For Lunch",728,"33.2%","56.0%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","ELA","Not Eligible For Lunch",112,"40.2%","59.7%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","Math","Eligible For Lunch",734,"26.4%","44.3%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","Math","Not Eligible For Lunch",113,"32.7%","46.3%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","ELA","Eligible For Lunch",167,"37.1%","59.5%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","ELA","Not Eligible For Lunch",12,"*","*"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","Math","Eligible For Lunch",167,"35.9%","59.8%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","Math","Not Eligible For Lunch",12,"*","*"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","ELA","Eligible For Lunch",67,"47.8%","74.7%"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","ELA","Not Eligible For Lunch",12,"*","*"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","Math","Eligible For Lunch",67,"32.8%","53.3%"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","Math","Not Eligible For Lunch",12,"*","*"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","ELA","Eligible For Lunch",104,"30.8%","55.6%"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","ELA","Not Eligible For Lunch",81,"30.9%","55.3%"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","Math","Eligible For Lunch",104,"34.6%","58.5%"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","Math","Not Eligible For Lunch",81,"53.1%","73.8%"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","ELA","Eligible For Lunch","*","15.2%","45.4%"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","ELA","Not Eligible For Lunch","*","*","*"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","Math","Eligible For Lunch","*","23.8%","55.7%"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","Math","Not Eligible For Lunch","*","*","*"
"=""1510011""","Waterbury School District","=""1519011""","State Street School","ELA","Eligible For Lunch","*","*","*"
"=""1510011""","Waterbury School District","=""1519011""","State Street School","ELA","Not Eligible For Lunch","*","*","*"
"=""1510011""","Waterbury School District","=""1519011""","State Street School","Math","Eligible For Lunch","*","*","*"
"=""1510011""","Waterbury School District","=""1519011""","State Street School","Math","Not Eligible For Lunch","*","*","*"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","ELA","Eligible For Lunch","*","45.0%","76.8%"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","ELA","Not Eligible For Lunch","*","*","*"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","Math","Eligible For Lunch","*","37.0%","61.9%"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","Math","Not Eligible For Lunch","*","*","*"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","ELA","Eligible For Lunch","*","32.4%","63.9%"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","ELA","Not Eligible For Lunch","*","*","*"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","Math","Eligible For Lunch","*","35.1%","62.6%"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","Math","Not Eligible For Lunch","*","*","*"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","ELA","Eligible For Lunch",183,"32.8%","52.2%"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","ELA","Not Eligible For Lunch",127,"33.9%","51.0%"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","Math","Eligible For Lunch",183,"24.6%","40.8%"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","Math","Not Eligible For Lunch",127,"37.0%","56.4%"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","ELA","Eligible For Lunch",60,"33.3%","61.7%"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","ELA","Not Eligible For Lunch",22,"54.5%","67.6%"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","Math","Eligible For Lunch",60,"20.0%","46.2%"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","Math","Not Eligible For Lunch",22,"22.7%","56.8%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","ELA","Eligible For Lunch",750,"37.6%","59.8%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","ELA","Not Eligible For Lunch",112,"40.2%","60.5%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","Math","Eligible For Lunch",756,"31.0%","48.1%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","Math","Not Eligible For Lunch",113,"36.3%","54.2%"
