"Smarter Balanced Growth Report, 2015-16"
"All Districts, High Needs (F, R, ELL or SWD)"

"District Code","District","School Code","School","High Needs (F/R, EL or SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1550011""","West Hartford School District","=""1551011""","Norfeldt School","High Needs",19,"*","*"
"=""1550011""","West Hartford School District","=""1551011""","Norfeldt School","Non-High Needs",98,"44.9%","67.8%"
"=""1550011""","West Hartford School District","=""1555211""","Sedgwick Middle School","High Needs",262,"29.0%","46.2%"
"=""1550011""","West Hartford School District","=""1555211""","Sedgwick Middle School","Non-High Needs",549,"45.0%","57.9%"
"=""1550011""","West Hartford School District","=""1551711""","Smith School","High Needs",50,"40.0%","67.4%"
"=""1550011""","West Hartford School District","=""1551711""","Smith School","Non-High Needs",55,"61.8%","80.0%"
"=""1550011""","West Hartford School District","=""1551211""","Webster Hill School","High Needs",35,"40.0%","71.6%"
"=""1550011""","West Hartford School District","=""1551211""","Webster Hill School","Non-High Needs",98,"49.0%","70.3%"
"=""1550011""","West Hartford School District","=""1551311""","Whiting Lane School","High Needs",47,"40.4%","74.0%"
"=""1550011""","West Hartford School District","=""1551311""","Whiting Lane School","Non-High Needs",84,"66.7%","83.1%"
"=""1550011""","West Hartford School District","=""1551511""","Wolcott School","High Needs",56,"19.6%","44.7%"
"=""1550011""","West Hartford School District","=""1551511""","Wolcott School","Non-High Needs",102,"40.2%","60.8%"
"=""1560011""","West Haven School District","=""1561111""","ASD Lab","High Needs","*","*","*"
"=""1560011""","West Haven School District","=""1560811""","Alma E. Pagels School","High Needs",29,"34.5%","62.9%"
"=""1560011""","West Haven School District","=""1560811""","Alma E. Pagels School","Non-High Needs",21,"57.1%","85.8%"
"=""1560011""","West Haven School District","=""1565311""","Carrigan 5/6 Intermediate School","High Needs",557,"41.1%","65.4%"
"=""1560011""","West Haven School District","=""1565311""","Carrigan 5/6 Intermediate School","Non-High Needs",261,"44.1%","67.3%"
"=""1560011""","West Haven School District","=""1560611""","Edith E. Mackrille School","High Needs",24,"45.8%","72.4%"
"=""1560011""","West Haven School District","=""1560611""","Edith E. Mackrille School","Non-High Needs",25,"64.0%","89.9%"
"=""1560011""","West Haven School District","=""1560311""","Forest School","High Needs",58,"34.5%","60.3%"
"=""1560011""","West Haven School District","=""1560311""","Forest School","Non-High Needs",11,"*","*"
"=""1560011""","West Haven School District","=""1565111""","Harry M. Bailey Middle School","High Needs",511,"31.3%","51.2%"
"=""1560011""","West Haven School District","=""1565111""","Harry M. Bailey Middle School","Non-High Needs",246,"36.6%","54.0%"
"=""1560011""","West Haven School District","=""1561411""","Savin Rock Community School","High Needs",75,"37.3%","65.6%"
"=""1560011""","West Haven School District","=""1561411""","Savin Rock Community School","Non-High Needs",12,"*","*"
"=""1560011""","West Haven School District","=""1560411""","Seth G. Haley School","High Needs",40,"37.5%","69.6%"
"=""1560011""","West Haven School District","=""1560411""","Seth G. Haley School","Non-High Needs",41,"53.7%","80.2%"
"=""1560011""","West Haven School District","=""1561211""","Washington School","High Needs",63,"33.3%","55.5%"
"=""1560011""","West Haven School District","=""1561211""","Washington School","Non-High Needs",17,"*","*"
"=""1540011""","Westbrook School District","=""1540211""","Daisy Ingraham School","High Needs",14,"*","*"
"=""1540011""","Westbrook School District","=""1540211""","Daisy Ingraham School","Non-High Needs",32,"62.5%","87.9%"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School","High Needs",51,"41.2%","63.6%"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School","Non-High Needs",161,"49.7%","68.8%"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School","High Needs",34,"47.1%","73.5%"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School","Non-High Needs",301,"51.8%","74.8%"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School","High Needs",44,"38.6%","57.0%"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School","Non-High Needs",506,"48.8%","66.3%"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School","High Needs",101,"33.7%","52.6%"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School","Non-High Needs",656,"42.5%","55.5%"
"=""1580011""","Westport School District","=""1580311""","Coleytown Elementary School","High Needs",19,"*","*"
"=""1580011""","Westport School District","=""1580311""","Coleytown Elementary School","Non-High Needs",124,"49.2%","69.4%"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School","High Needs",59,"23.7%","52.1%"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School","Non-High Needs",436,"47.7%","61.4%"
"=""1580011""","Westport School District","=""1580411""","Green's Farms School","High Needs",18,"*","*"
"=""1580011""","Westport School District","=""1580411""","Green's Farms School","Non-High Needs",122,"61.5%","79.1%"
"=""1580011""","Westport School District","=""1580211""","Green's Farms Segregated","High Needs","*","*","*"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School","High Needs",27,"22.2%","49.4%"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School","Non-High Needs",133,"49.6%","73.1%"
"=""1580011""","Westport School District","=""1580611""","King's Highway Segregated","High Needs","*","*","*"
"=""1580011""","Westport School District","=""1580711""","Long Lots School","High Needs",17,"*","*"
"=""1580011""","Westport School District","=""1580711""","Long Lots School","Non-High Needs",178,"62.9%","83.4%"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School","High Needs",27,"40.7%","65.4%"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School","Non-High Needs",137,"56.9%","76.7%"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School","High Needs",35,"65.7%","84.8%"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School","Non-High Needs",114,"71.1%","90.5%"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School","High Needs",51,"64.7%","82.6%"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School","Non-High Needs",87,"58.6%","83.8%"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School","High Needs",54,"42.6%","65.3%"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School","Non-High Needs",110,"60.9%","78.9%"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School","High Needs",44,"50.0%","67.9%"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School","Non-High Needs",136,"47.1%","67.9%"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School","High Needs",41,"36.6%","61.4%"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School","Non-High Needs",91,"49.5%","67.9%"
"=""1590011""","Wethersfield School District","=""1595211""","Silas Deane Middle School","High Needs",141,"44.7%","65.9%"
"=""1590011""","Wethersfield School District","=""1595211""","Silas Deane Middle School","Non-High Needs",371,"58.2%","73.6%"
"=""1600011""","Willington School District","=""1600111""","Center School","High Needs",11,"*","*"
"=""1600011""","Willington School District","=""1600111""","Center School","Non-High Needs",37,"37.8%","57.4%"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School","High Needs",63,"49.2%","73.4%"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School","Non-High Needs",107,"50.5%","70.7%"
"=""1610011""","Wilton School District","=""1610711""","Cider Mill School","High Needs",96,"47.9%","70.8%"
"=""1610011""","Wilton School District","=""1610711""","Cider Mill School","Non-High Needs",539,"62.0%","82.0%"
"=""1610011""","Wilton School District","=""1615211""","Middlebrook School","High Needs",153,"49.0%","69.6%"
"=""1610011""","Wilton School District","=""1615211""","Middlebrook School","Non-High Needs",802,"54.9%","71.3%"
"=""1620011""","Winchester School District","=""1620211""","Mary P. Hinsdale School","High Needs",37,"27.0%","49.7%"
"=""1620011""","Winchester School District","=""1620211""","Mary P. Hinsdale School","Non-High Needs",28,"28.6%","48.7%"
"=""1620011""","Winchester School District","=""1625111""","Pearson Middle School","High Needs",99,"45.5%","69.5%"
"=""1620011""","Winchester School District","=""1625111""","Pearson Middle School","Non-High Needs",52,"46.2%","68.2%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy","High Needs",168,"49.4%","74.4%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy","Non-High Needs",109,"60.6%","79.9%"
"=""1630011""","Windham School District","=""1630111""","Natchaug School","High Needs","*","39.5%","68.7%"
"=""1630011""","Windham School District","=""1630111""","Natchaug School","Non-High Needs","*","*","*"
"=""1630011""","Windham School District","=""1630311""","North Windham School","High Needs",115,"44.3%","69.4%"
"=""1630011""","Windham School District","=""1630311""","North Windham School","Non-High Needs",12,"*","*"
"=""1630011""","Windham School District","=""1630611""","W. B. Sweeney School","High Needs",65,"55.4%","86.8%"
"=""1630011""","Windham School District","=""1630611""","W. B. Sweeney School","Non-High Needs",8,"*","*"
"=""1630011""","Windham School District","=""1630511""","Windham Center School","High Needs",63,"31.7%","60.6%"
"=""1630011""","Windham School District","=""1630511""","Windham Center School","Non-High Needs",10,"*","*"
"=""1630011""","Windham School District","=""1635111""","Windham Middle School","High Needs",437,"35.9%","56.3%"
"=""1630011""","Windham School District","=""1635111""","Windham Middle School","Non-High Needs",52,"57.7%","75.8%"
"=""1650011""","Windsor Locks School District","=""1650411""","South Elementary School","High Needs",119,"38.7%","66.5%"
"=""1650011""","Windsor Locks School District","=""1650411""","South Elementary School","Non-High Needs",131,"48.9%","73.1%"
"=""1650011""","Windsor Locks School District","=""1655111""","Windsor Locks Middle School","High Needs",153,"37.9%","61.0%"
"=""1650011""","Windsor Locks School District","=""1655111""","Windsor Locks Middle School","Non-High Needs",177,"46.9%","67.2%"
"=""1640011""","Windsor School District","=""1640111""","Clover Street School","High Needs",77,"37.7%","56.8%"
"=""1640011""","Windsor School District","=""1640111""","Clover Street School","Non-High Needs",92,"46.7%","68.5%"
"=""1640011""","Windsor School District","=""1640811""","John F. Kennedy School","High Needs",96,"26.0%","56.5%"
"=""1640011""","Windsor School District","=""1640811""","John F. Kennedy School","Non-High Needs",140,"40.0%","64.1%"
"=""1640011""","Windsor School District","=""1645311""","Sage Park Middle School","High Needs",297,"31.6%","49.9%"
"=""1640011""","Windsor School District","=""1645311""","Sage Park Middle School","Non-High Needs",319,"35.4%","53.5%"
"=""1660011""","Wolcott School District","=""1660311""","ABC Classroom","High Needs","*","*","*"
"=""1660011""","Wolcott School District","=""1660611""","Alcott School","High Needs",22,"40.9%","64.3%"
"=""1660011""","Wolcott School District","=""1660611""","Alcott School","Non-High Needs",70,"57.1%","73.8%"
"=""1660011""","Wolcott School District","=""1660211""","Frisbie School","High Needs",38,"52.6%","79.4%"
"=""1660011""","Wolcott School District","=""1660211""","Frisbie School","Non-High Needs",77,"66.2%","83.7%"
"=""1660011""","Wolcott School District","=""1665111""","Tyrrell Middle School","High Needs",136,"33.1%","52.1%"
"=""1660011""","Wolcott School District","=""1665111""","Tyrrell Middle School","Non-High Needs",443,"43.6%","61.8%"
"=""1660011""","Wolcott School District","=""1660511""","Wakelee School","High Needs",39,"33.3%","60.5%"
"=""1660011""","Wolcott School District","=""1660511""","Wakelee School","Non-High Needs",70,"41.4%","66.3%"
"=""1670011""","Woodbridge School District","=""1670311""","Beecher Road School","High Needs",49,"65.3%","87.6%"
"=""1670011""","Woodbridge School District","=""1670311""","Beecher Road School","Non-High Needs",237,"64.1%","81.1%"
"=""1690011""","Woodstock School District","=""1690211""","Woodstock Elementary School","High Needs",18,"*","*"
"=""1690011""","Woodstock School District","=""1690211""","Woodstock Elementary School","Non-High Needs",55,"50.9%","75.9%"
"=""1690011""","Woodstock School District","=""1695111""","Woodstock Middle School","High Needs",79,"35.4%","56.2%"
"=""1690011""","Woodstock School District","=""1695111""","Woodstock Middle School","Non-High Needs",304,"41.8%","58.4%"

