"Smarter Balanced Growth Report, 2015-16"
"All Districts, Race"

"District Code","District","School Code","School","Race/Ethnicity","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Black or African American",57,"43.9%","66.6%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","White",204,"45.6%","67.7%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Asian","*","*","*"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Two or More Races",9,"*","*"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Hispanic/Latino of any race",9,"*","*"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Black or African American","*","*","*"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","White",69,"63.8%","88.1%"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Asian","*","*","*"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Two or More Races","*","*","*"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Hispanic/Latino of any race","*","*","*"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Black or African American","*","*","*"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","American Indian or Alaska Native","*","*","*"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","White",328,"49.7%","67.7%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Asian",13,"*","*"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Two or More Races","*","*","*"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Hispanic/Latino of any race",10,"*","*"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Black or African American","*","*","*"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","American Indian or Alaska Native","*","*","*"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","White",210,"41.4%","63.7%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Asian",6,"*","*"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Two or More Races","*","*","*"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Hispanic/Latino of any race",18,"*","*"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Black or African American","*","*","*"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","White",65,"44.6%","79.8%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Two or More Races","*","*","*"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Hispanic/Latino of any race","*","*","*"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","White",79,"46.8%","77.2%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Asian","*","*","*"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Two or More Races","*","*","*"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Hispanic/Latino of any race",54,"50.0%","74.1%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Black or African American",62,"32.3%","61.1%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","American Indian or Alaska Native","*","*","*"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","White",235,"28.5%","42.1%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Asian",15,"*","*"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Two or More Races","*","*","*"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Hispanic/Latino of any race",139,"25.2%","45.9%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Black or African American",116,"25.9%","40.9%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","White",121,"56.2%","78.9%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Asian","*","*","*"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Two or More Races","*","*","*"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Hispanic/Latino of any race",54,"55.6%","75.8%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Black or African American",33,"57.6%","81.2%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","White",27,"44.4%","66.9%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Asian","*","*","*"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Two or More Races","*","*","*"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Hispanic/Latino of any race",41,"26.8%","47.4%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Black or African American",18,"*","*"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","White",229,"35.8%","54.3%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Asian",21,"66.7%","79.5%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Two or More Races",9,"*","*"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Hispanic/Latino of any race",146,"31.5%","45.5%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Black or African American",120,"27.5%","41.1%"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","Hispanic/Latino of any race","*","*","*"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","Black or African American","*","*","*"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","White",43,"62.8%","82.4%"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Asian","*","*","*"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Two or More Races","*","*","*"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Hispanic/Latino of any race",28,"67.9%","81.9%"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Black or African American",23,"56.5%","80.8%"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","White","*","*","*"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","Black or African American","*","*","*"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","White",71,"67.6%","90.0%"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Asian",8,"*","*"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Two or More Races",6,"*","*"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Hispanic/Latino of any race",58,"55.2%","77.5%"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Black or African American",39,"59.0%","86.1%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","American Indian or Alaska Native","*","*","*"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","White",90,"65.6%","83.2%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Asian","*","*","*"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Two or More Races",9,"*","*"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Hispanic/Latino of any race",82,"58.5%","88.7%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Black or African American",53,"49.1%","77.6%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","White",143,"65.0%","87.4%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Asian",13,"*","*"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Two or More Races",15,"*","*"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Hispanic/Latino of any race",70,"61.4%","86.1%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Black or African American",54,"63.0%","85.6%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","White",57,"47.4%","74.5%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Asian",6,"*","*"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Two or More Races",6,"*","*"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Hispanic/Latino of any race",39,"48.7%","75.1%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Black or African American",36,"50.0%","72.4%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","White",249,"32.1%","60.0%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Asian","*","*","*"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Two or More Races","*","*","*"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Hispanic/Latino of any race",18,"*","*"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Black or African American",13,"*","*"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","American Indian or Alaska Native","*","*","*"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","White",455,"46.2%","64.7%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Asian",16,"*","*"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Two or More Races","*","*","*"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Hispanic/Latino of any race",25,"56.0%","69.6%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Black or African American",15,"*","*"
