"Smarter Balanced Growth Report, 2015-16"
"All Districts, High Needs (F, R, ELL or SWD)"

"District Code","District","School Code","School","Subject","High Needs (F/R, EL or SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","Math","Non-High Needs",94,"33.0%","45.8%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","ELA","High Needs",170,"37.1%","59.7%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","ELA","Non-High Needs",9,"*","*"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","Math","High Needs",170,"35.3%","59.0%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","Math","Non-High Needs",9,"*","*"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","ELA","High Needs",70,"45.7%","73.4%"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","ELA","Non-High Needs",9,"*","*"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","Math","High Needs",70,"31.4%","53.5%"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","Math","Non-High Needs",9,"*","*"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","ELA","High Needs",106,"31.1%","55.5%"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","ELA","Non-High Needs",79,"30.4%","55.3%"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","Math","High Needs",106,"34.0%","58.0%"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","Math","Non-High Needs",79,"54.4%","74.8%"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","ELA","High Needs","*","15.2%","45.4%"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","ELA","Non-High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","Math","High Needs","*","23.8%","55.7%"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","Math","Non-High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1519011""","State Street School","ELA","High Needs",11,"*","*"
"=""1510011""","Waterbury School District","=""1519011""","State Street School","Math","High Needs",11,"*","*"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","ELA","High Needs","*","44.6%","77.0%"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","ELA","Non-High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","Math","High Needs","*","37.6%","62.4%"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","Math","Non-High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","ELA","High Needs","*","31.6%","64.1%"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","ELA","Non-High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","Math","High Needs","*","34.2%","61.5%"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","Math","Non-High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","ELA","High Needs",192,"31.8%","51.7%"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","ELA","Non-High Needs",118,"35.6%","51.7%"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","Math","High Needs",192,"24.0%","40.2%"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","Math","Non-High Needs",118,"39.0%","58.7%"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","ELA","High Needs",64,"34.4%","61.8%"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","ELA","Non-High Needs",18,"*","*"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","Math","High Needs",64,"20.3%","48.3%"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","Math","Non-High Needs",18,"*","*"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","ELA","High Needs",771,"37.2%","59.4%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","ELA","Non-High Needs",91,"44.0%","64.3%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","Math","High Needs",778,"30.8%","48.0%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","Math","Non-High Needs",91,"38.5%","56.7%"
"=""1510011""","Waterbury School District","=""1511211""","Woodrow Wilson BDLC","ELA","High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1511211""","Woodrow Wilson BDLC","Math","High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School","ELA","High Needs","*","44.6%","72.6%"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School","ELA","Non-High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School","Math","High Needs","*","29.8%","62.2%"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School","Math","Non-High Needs","*","*","*"
"=""1520011""","Waterford School District","=""1525111""","Clark Lane Middle School","ELA","High Needs",193,"32.1%","53.8%"
"=""1520011""","Waterford School District","=""1525111""","Clark Lane Middle School","ELA","Non-High Needs",432,"46.1%","63.1%"
"=""1520011""","Waterford School District","=""1525111""","Clark Lane Middle School","Math","High Needs",194,"33.0%","47.5%"
"=""1520011""","Waterford School District","=""1525111""","Clark Lane Middle School","Math","Non-High Needs",432,"50.7%","68.3%"
"=""1520011""","Waterford School District","=""1520211""","Great Neck Elementary School","ELA","High Needs",30,"43.3%","65.0%"
"=""1520011""","Waterford School District","=""1520211""","Great Neck Elementary School","ELA","Non-High Needs",68,"64.7%","82.2%"
"=""1520011""","Waterford School District","=""1520211""","Great Neck Elementary School","Math","High Needs",30,"50.0%","74.4%"
"=""1520011""","Waterford School District","=""1520211""","Great Neck Elementary School","Math","Non-High Needs",68,"58.8%","87.2%"
"=""1520011""","Waterford School District","=""1520611""","Oswegatchie Elementary School","ELA","High Needs",31,"32.3%","61.9%"
"=""1520011""","Waterford School District","=""1520611""","Oswegatchie Elementary School","ELA","Non-High Needs",88,"44.3%","64.1%"
"=""1520011""","Waterford School District","=""1520611""","Oswegatchie Elementary School","Math","High Needs",31,"19.4%","50.9%"
"=""1520011""","Waterford School District","=""1520611""","Oswegatchie Elementary School","Math","Non-High Needs",88,"42.0%","69.3%"
"=""1520011""","Waterford School District","=""1520711""","Quaker Hill Elementary School","ELA","High Needs",44,"36.4%","68.1%"
"=""1520011""","Waterford School District","=""1520711""","Quaker Hill Elementary School","ELA","Non-High Needs",72,"51.4%","71.1%"
"=""1520011""","Waterford School District","=""1520711""","Quaker Hill Elementary School","Math","High Needs",44,"50.0%","80.0%"
"=""1520011""","Waterford School District","=""1520711""","Quaker Hill Elementary School","Math","Non-High Needs",72,"58.3%","79.8%"
"=""1530011""","Watertown School District","=""1530311""","Fletcher W. Judson School","ELA","High Needs",60,"46.7%","71.2%"
"=""1530011""","Watertown School District","=""1530311""","Fletcher W. Judson School","ELA","Non-High Needs",125,"48.0%","71.2%"
"=""1530011""","Watertown School District","=""1530311""","Fletcher W. Judson School","Math","High Needs",60,"25.0%","47.9%"
"=""1530011""","Watertown School District","=""1530311""","Fletcher W. Judson School","Math","Non-High Needs",125,"35.2%","64.1%"
"=""1530011""","Watertown School District","=""1530411""","Polk School","ELA","High Needs",87,"37.9%","65.7%"
"=""1530011""","Watertown School District","=""1530411""","Polk School","ELA","Non-High Needs",132,"38.6%","65.9%"
"=""1530011""","Watertown School District","=""1530411""","Polk School","Math","High Needs",87,"26.4%","51.7%"
"=""1530011""","Watertown School District","=""1530411""","Polk School","Math","Non-High Needs",132,"31.8%","58.6%"
"=""1530011""","Watertown School District","=""1535111""","Swift Middle School","ELA","High Needs",220,"44.5%","64.8%"
"=""1530011""","Watertown School District","=""1535111""","Swift Middle School","ELA","Non-High Needs",414,"50.0%","69.6%"
"=""1530011""","Watertown School District","=""1535111""","Swift Middle School","Math","High Needs",220,"35.9%","55.9%"
"=""1530011""","Watertown School District","=""1535111""","Swift Middle School","Math","Non-High Needs",414,"43.5%","63.9%"
"=""1550011""","West Hartford School District","=""1551611""","Aiken School","ELA","High Needs",15,"*","*"
"=""1550011""","West Hartford School District","=""1551611""","Aiken School","ELA","Non-High Needs",112,"49.1%","71.2%"
"=""1550011""","West Hartford School District","=""1551611""","Aiken School","Math","High Needs",15,"*","*"
"=""1550011""","West Hartford School District","=""1551611""","Aiken School","Math","Non-High Needs",112,"56.3%","77.9%"
"=""1550011""","West Hartford School District","=""1559311""","Braeburn Learning Center","ELA","High Needs","*","*","*"
"=""1550011""","West Hartford School District","=""1559311""","Braeburn Learning Center","Math","High Needs","*","*","*"
"=""1550011""","West Hartford School District","=""1550211""","Braeburn School","ELA","High Needs",20,"40.0%","74.7%"
"=""1550011""","West Hartford School District","=""1550211""","Braeburn School","ELA","Non-High Needs",91,"61.5%","78.2%"
"=""1550011""","West Hartford School District","=""1550211""","Braeburn School","Math","High Needs",20,"40.0%","76.9%"
"=""1550011""","West Hartford School District","=""1550211""","Braeburn School","Math","Non-High Needs",91,"69.2%","91.0%"
"=""1550011""","West Hartford School District","=""1555311""","Bristow Middle School","ELA","High Needs",92,"32.6%","51.9%"
"=""1550011""","West Hartford School District","=""1555311""","Bristow Middle School","ELA","Non-High Needs",318,"50.3%","64.8%"
"=""1550011""","West Hartford School District","=""1555311""","Bristow Middle School","Math","High Needs",92,"37.0%","55.0%"
"=""1550011""","West Hartford School District","=""1555311""","Bristow Middle School","Math","Non-High Needs",316,"47.5%","64.1%"
"=""1550011""","West Hartford School District","=""1550411""","Bugbee School","ELA","High Needs",18,"*","*"
"=""1550011""","West Hartford School District","=""1550411""","Bugbee School","ELA","Non-High Needs",139,"60.4%","73.7%"
"=""1550011""","West Hartford School District","=""1550411""","Bugbee School","Math","High Needs",18,"*","*"
"=""1550011""","West Hartford School District","=""1550411""","Bugbee School","Math","Non-High Needs",139,"64.0%","83.7%"
"=""1550011""","West Hartford School District","=""1550511""","Charter Oak International Academy","ELA","High Needs",52,"21.2%","59.2%"
"=""1550011""","West Hartford School District","=""1550511""","Charter Oak International Academy","ELA","Non-High Needs",36,"27.8%","56.0%"
"=""1550011""","West Hartford School District","=""1550511""","Charter Oak International Academy","Math","High Needs",53,"34.0%","67.8%"
"=""1550011""","West Hartford School District","=""1550511""","Charter Oak International Academy","Math","Non-High Needs",36,"47.2%","73.2%"
"=""1550011""","West Hartford School District","=""1550611""","Duffy School","ELA","High Needs",25,"32.0%","53.0%"
"=""1550011""","West Hartford School District","=""1550611""","Duffy School","ELA","Non-High Needs",140,"57.9%","80.9%"
"=""1550011""","West Hartford School District","=""1550611""","Duffy School","Math","High Needs",28,"60.7%","86.8%"
"=""1550011""","West Hartford School District","=""1550611""","Duffy School","Math","Non-High Needs",140,"62.1%","88.8%"
"=""1550011""","West Hartford School District","=""1555111""","King Philip Middle School","ELA","High Needs",215,"30.7%","51.3%"
"=""1550011""","West Hartford School District","=""1555111""","King Philip Middle School","ELA","Non-High Needs",659,"45.2%","60.8%"
"=""1550011""","West Hartford School District","=""1555111""","King Philip Middle School","Math","High Needs",215,"32.1%","49.9%"
"=""1550011""","West Hartford School District","=""1555111""","King Philip Middle School","Math","Non-High Needs",656,"43.4%","61.5%"
"=""1550011""","West Hartford School District","=""1550911""","Morley School","ELA","High Needs",25,"40.0%","61.8%"
"=""1550011""","West Hartford School District","=""1550911""","Morley School","ELA","Non-High Needs",77,"61.0%","76.3%"
"=""1550011""","West Hartford School District","=""1550911""","Morley School","Math","High Needs",25,"56.0%","77.4%"
"=""1550011""","West Hartford School District","=""1550911""","Morley School","Math","Non-High Needs",77,"68.8%","91.7%"
"=""1550011""","West Hartford School District","=""1551011""","Norfeldt School","ELA","High Needs",19,"*","*"
"=""1550011""","West Hartford School District","=""1551011""","Norfeldt School","ELA","Non-High Needs",98,"44.9%","67.8%"
"=""1550011""","West Hartford School District","=""1551011""","Norfeldt School","Math","High Needs",19,"*","*"
"=""1550011""","West Hartford School District","=""1551011""","Norfeldt School","Math","Non-High Needs",98,"61.2%","80.3%"
"=""1550011""","West Hartford School District","=""1555211""","Sedgwick Middle School","ELA","High Needs",262,"29.0%","46.2%"
"=""1550011""","West Hartford School District","=""1555211""","Sedgwick Middle School","ELA","Non-High Needs",549,"45.0%","57.9%"
"=""1550011""","West Hartford School District","=""1555211""","Sedgwick Middle School","Math","High Needs",260,"21.5%","38.6%"
"=""1550011""","West Hartford School District","=""1555211""","Sedgwick Middle School","Math","Non-High Needs",549,"42.1%","58.5%"
