"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"District Code","District","School Code","School","Subject","Special Education Status (SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","ELA","Special Education",22,"27.3%","54.6%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","ELA","Non-Special Education",140,"38.6%","62.8%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","Math","Special Education",22,"13.6%","35.2%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","Math","Non-Special Education",141,"34.0%","50.9%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","ELA","Special Education","*","*","*"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","ELA","Non-Special Education","*","21.2%","39.1%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","Math","Special Education","*","*","*"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","Math","Non-Special Education","*","19.7%","46.4%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","ELA","Special Education",25,"28.0%","50.1%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","ELA","Non-Special Education",274,"26.3%","45.8%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","Math","Special Education",25,"36.0%","55.5%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","Math","Non-Special Education",272,"28.3%","49.0%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","ELA","Special Education",37,"24.3%","55.1%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","ELA","Non-Special Education",323,"57.0%","75.8%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","Math","Special Education",37,"21.6%","53.3%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","Math","Non-Special Education",321,"45.8%","71.7%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","ELA","Special Education",61,"32.8%","50.5%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","ELA","Non-Special Education",583,"42.4%","60.5%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Math","Special Education",62,"41.9%","56.9%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Math","Non-Special Education",583,"52.8%","71.8%"
"=""1430011""","Torrington School District","=""1430111""","East School","ELA","Special Education",6,"*","*"
"=""1430011""","Torrington School District","=""1430111""","East School","ELA","Non-Special Education",85,"36.5%","60.5%"
"=""1430011""","Torrington School District","=""1430111""","East School","Math","Special Education",6,"*","*"
"=""1430011""","Torrington School District","=""1430111""","East School","Math","Non-Special Education",85,"50.6%","77.0%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","ELA","Special Education",22,"22.7%","56.1%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","ELA","Non-Special Education",86,"33.7%","59.1%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","Math","Special Education",22,"18.2%","36.7%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","Math","Non-Special Education",85,"28.2%","52.7%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","ELA","Special Education",16,"*","*"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","ELA","Non-Special Education",64,"59.4%","84.0%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","Math","Special Education",16,"*","*"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","Math","Non-Special Education",64,"37.5%","69.2%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","ELA","Special Education",33,"18.2%","48.3%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","ELA","Non-Special Education",191,"35.1%","57.4%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Math","Special Education",34,"35.3%","63.8%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Math","Non-Special Education",191,"34.0%","58.1%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","ELA","Special Education",143,"22.4%","44.1%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","ELA","Non-Special Education",715,"27.8%","45.1%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Math","Special Education",143,"28.0%","42.0%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Math","Non-Special Education",714,"30.3%","49.5%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","ELA","Special Education",21,"14.3%","49.6%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","ELA","Non-Special Education",93,"37.6%","59.0%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Math","Special Education",21,"42.9%","58.4%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Math","Non-Special Education",93,"29.0%","55.7%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","ELA","Special Education",33,"9.1%","33.1%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","ELA","Non-Special Education",72,"27.8%","46.0%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","Math","Special Education",31,"12.9%","29.2%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","Math","Non-Special Education",73,"24.7%","38.3%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","ELA","Special Education",16,"*","*"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","ELA","Non-Special Education",148,"71.6%","90.6%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","Math","Special Education",16,"*","*"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","Math","Non-Special Education",148,"67.6%","90.7%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","ELA","Special Education",13,"*","*"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","ELA","Non-Special Education",142,"66.2%","83.6%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","Math","Special Education",13,"*","*"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","Math","Non-Special Education",142,"62.7%","84.0%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","ELA","Special Education",23,"39.1%","74.3%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","ELA","Non-Special Education",176,"58.5%","81.9%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","Math","Special Education",23,"21.7%","44.7%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","Math","Non-Special Education",176,"45.5%","73.1%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","ELA","Special Education",68,"67.6%","85.0%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","ELA","Non-Special Education",618,"80.1%","95.1%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Math","Special Education",68,"63.2%","77.3%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Math","Non-Special Education",619,"80.9%","95.7%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","ELA","Special Education",15,"*","*"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","ELA","Non-Special Education",110,"74.5%","88.6%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","Math","Special Education",15,"*","*"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","Math","Non-Special Education",109,"65.1%","88.0%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","ELA","Special Education",66,"43.9%","67.0%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","ELA","Non-Special Education",648,"65.3%","81.2%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Math","Special Education",66,"56.1%","76.3%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Math","Non-Special Education",650,"76.8%","94.5%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","ELA","Special Education",29,"44.8%","78.9%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","ELA","Non-Special Education",139,"68.3%","90.3%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Math","Special Education",29,"44.8%","69.3%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Math","Non-Special Education",142,"69.7%","92.6%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","ELA","Special Education",22,"63.6%","85.4%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","ELA","Non-Special Education",102,"69.6%","88.6%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Math","Special Education",22,"50.0%","70.8%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Math","Non-Special Education",102,"61.8%","83.5%"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School","ELA","Special Education","*","*","*"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School","Math","Special Education","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","ELA","Special Education",6,"*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","ELA","Non-Special Education",33,"54.5%","74.6%"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","Math","Special Education",6,"*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","Math","Non-Special Education",33,"63.6%","81.0%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","ELA","Special Education",21,"38.1%","54.4%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","ELA","Non-Special Education",138,"42.8%","65.1%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Math","Special Education",21,"66.7%","87.1%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Math","Non-Special Education",134,"60.4%","85.4%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","ELA","Special Education",11,"*","*"
