"Smarter Balanced Growth Report, 2015-16"
"All Districts, Race"

"District Code","District","School Code","School","Race/Ethnicity","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","Two or More Races","*","*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","Hispanic/Latino of any race",18,"*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","Black or African American",14,"*","*"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","White",42,"52.4%","74.8%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","Asian","*","*","*"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","Two or More Races",6,"*","*"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","Hispanic/Latino of any race",18,"*","*"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","Black or African American","*","*","*"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","White",56,"41.1%","62.0%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","Asian",6,"*","*"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","Two or More Races","*","*","*"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","Hispanic/Latino of any race",15,"*","*"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","Black or African American","*","*","*"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","American Indian or Alaska Native","*","*","*"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","White",400,"39.3%","59.0%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","Asian",34,"35.3%","57.0%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","Two or More Races","*","*","*"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","Hispanic/Latino of any race",85,"40.0%","55.7%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","Black or African American",76,"35.5%","51.8%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","American Indian or Alaska Native","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","White",127,"35.4%","58.0%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","Asian","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","Two or More Races","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","Hispanic/Latino of any race","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","Black or African American","*","*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy","White",6,"*","*"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","American Indian or Alaska Native","*","*","*"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","White",514,"40.7%","59.9%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","Asian",28,"46.4%","65.3%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","Hispanic/Latino of any race",125,"40.0%","60.4%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","Black or African American","*","*","*"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park","White","*","*","*"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park","Hispanic/Latino of any race","*","*","*"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","American Indian or Alaska Native","*","*","*"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","White",496,"41.7%","62.3%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","Asian",42,"59.5%","76.9%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","Two or More Races","*","*","*"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","Hispanic/Latino of any race",93,"35.5%","56.6%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","Black or African American",19,"*","*"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","American Indian or Alaska Native","*","*","*"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","White",102,"44.1%","67.7%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","Asian",7,"*","*"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","Two or More Races","*","*","*"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","Hispanic/Latino of any race",47,"38.3%","68.1%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","Black or African American","*","*","*"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","White",169,"59.2%","81.8%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","Asian",10,"*","*"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","Two or More Races","*","*","*"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","Hispanic/Latino of any race",35,"37.1%","70.6%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","Black or African American","*","*","*"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","White",156,"40.4%","66.6%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","Asian","*","*","*"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","Hispanic/Latino of any race",35,"34.3%","62.4%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","Black or African American","*","*","*"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","White",171,"58.5%","83.4%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","Asian",10,"*","*"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","Two or More Races","*","*","*"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","Hispanic/Latino of any race",28,"60.7%","81.2%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","Black or African American","*","*","*"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","White",64,"20.3%","47.6%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","Asian","*","*","*"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","Two or More Races","*","*","*"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","Hispanic/Latino of any race",81,"33.3%","57.5%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","Black or African American",36,"19.4%","47.5%"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC","White","*","*","*"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC","Hispanic/Latino of any race","*","*","*"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC","Black or African American","*","*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","White","*","*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","Asian","*","*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","Two or More Races","*","*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","Hispanic/Latino of any race",70,"17.1%","37.3%"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","Black or African American",14,"*","*"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC","White","*","*","*"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC","Two or More Races","*","*","*"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","American Indian or Alaska Native","*","*","*"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","White",26,"42.3%","70.9%"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","Asian",8,"*","*"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","Two or More Races","*","*","*"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","Hispanic/Latino of any race",54,"27.8%","60.1%"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","Black or African American",37,"21.6%","56.2%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","American Indian or Alaska Native","*","*","*"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","White",82,"28.0%","51.1%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","Asian",7,"*","*"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","Two or More Races","*","*","*"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","Hispanic/Latino of any race",92,"33.7%","56.1%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","Black or African American",61,"27.9%","52.7%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","American Indian or Alaska Native","*","*","*"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","White",16,"*","*"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","Two or More Races","*","*","*"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","Hispanic/Latino of any race",66,"36.4%","64.3%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","Black or African American",38,"23.7%","59.6%"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","American Indian or Alaska Native","*","*","*"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","White",28,"64.3%","78.1%"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","Two or More Races","*","*","*"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","Hispanic/Latino of any race",104,"46.2%","72.3%"
