"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"District Code","District","School Code","School","Special Education Status (SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1550011""","West Hartford School District","=""1551211""","Webster Hill School","Non-Special Education",122,"42.6%","68.1%"
"=""1550011""","West Hartford School District","=""1551311""","Whiting Lane School","Special Education",8,"*","*"
"=""1550011""","West Hartford School District","=""1551311""","Whiting Lane School","Non-Special Education",122,"79.5%","96.4%"
"=""1550011""","West Hartford School District","=""1551511""","Wolcott School","Special Education",11,"*","*"
"=""1550011""","West Hartford School District","=""1551511""","Wolcott School","Non-Special Education",147,"38.8%","65.0%"
"=""1560011""","West Haven School District","=""1561111""","ASD Lab","Special Education","*","*","*"
"=""1560011""","West Haven School District","=""1560811""","Alma E. Pagels School","Special Education",9,"*","*"
"=""1560011""","West Haven School District","=""1560811""","Alma E. Pagels School","Non-Special Education",42,"69.0%","93.3%"
"=""1560011""","West Haven School District","=""1565311""","Carrigan 5/6 Intermediate School","Special Education",101,"29.7%","52.9%"
"=""1560011""","West Haven School District","=""1565311""","Carrigan 5/6 Intermediate School","Non-Special Education",720,"46.8%","69.9%"
"=""1560011""","West Haven School District","=""1560611""","Edith E. Mackrille School","Special Education","*","*","*"
"=""1560011""","West Haven School District","=""1560611""","Edith E. Mackrille School","Non-Special Education","*","47.7%","79.0%"
"=""1560011""","West Haven School District","=""1560311""","Forest School","Special Education",11,"*","*"
"=""1560011""","West Haven School District","=""1560311""","Forest School","Non-Special Education",59,"27.1%","65.6%"
"=""1560011""","West Haven School District","=""1565111""","Harry M. Bailey Middle School","Special Education",101,"32.7%","46.7%"
"=""1560011""","West Haven School District","=""1565111""","Harry M. Bailey Middle School","Non-Special Education",661,"50.4%","68.3%"
"=""1560011""","West Haven School District","=""1561411""","Savin Rock Community School","Special Education",13,"*","*"
"=""1560011""","West Haven School District","=""1561411""","Savin Rock Community School","Non-Special Education",76,"48.7%","82.3%"
"=""1560011""","West Haven School District","=""1560411""","Seth G. Haley School","Special Education",8,"*","*"
"=""1560011""","West Haven School District","=""1560411""","Seth G. Haley School","Non-Special Education",73,"43.8%","74.8%"
"=""1560011""","West Haven School District","=""1561211""","Washington School","Special Education",14,"*","*"
"=""1560011""","West Haven School District","=""1561211""","Washington School","Non-Special Education",65,"58.5%","87.2%"
"=""1540011""","Westbrook School District","=""1540211""","Daisy Ingraham School","Special Education",8,"*","*"
"=""1540011""","Westbrook School District","=""1540211""","Daisy Ingraham School","Non-Special Education",38,"65.8%","86.7%"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School","Special Education",32,"50.0%","64.6%"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School","Non-Special Education",182,"61.5%","83.7%"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School","Special Education",27,"40.7%","56.4%"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School","Non-Special Education",307,"48.2%","72.4%"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School","Special Education",33,"48.5%","63.8%"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School","Non-Special Education",516,"45.3%","62.9%"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School","Special Education",79,"27.8%","47.6%"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School","Non-Special Education",676,"47.2%","63.1%"
"=""1580011""","Westport School District","=""1580311""","Coleytown Elementary School","Special Education",16,"*","*"
"=""1580011""","Westport School District","=""1580311""","Coleytown Elementary School","Non-Special Education",128,"62.5%","84.4%"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School","Special Education",46,"37.0%","53.0%"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School","Non-Special Education",449,"46.8%","62.7%"
"=""1580011""","Westport School District","=""1580411""","Green's Farms School","Special Education",11,"*","*"
"=""1580011""","Westport School District","=""1580411""","Green's Farms School","Non-Special Education",130,"67.7%","88.1%"
"=""1580011""","Westport School District","=""1580211""","Green's Farms Segregated","Special Education","*","*","*"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School","Special Education",19,"*","*"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School","Non-Special Education",142,"51.4%","74.1%"
"=""1580011""","Westport School District","=""1580611""","King's Highway Segregated","Special Education","*","*","*"
"=""1580011""","Westport School District","=""1580711""","Long Lots School","Special Education",13,"*","*"
"=""1580011""","Westport School District","=""1580711""","Long Lots School","Non-Special Education",183,"65.0%","87.1%"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School","Special Education",24,"33.3%","61.2%"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School","Non-Special Education",140,"55.0%","80.0%"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School","Special Education",13,"*","*"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School","Non-Special Education",136,"80.9%","99.6%"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School","Special Education",17,"*","*"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School","Non-Special Education",122,"53.3%","79.6%"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School","Special Education",27,"44.4%","73.8%"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School","Non-Special Education",137,"74.5%","93.3%"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School","Special Education",23,"34.8%","51.6%"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School","Non-Special Education",157,"68.8%","87.2%"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School","Special Education",23,"26.1%","53.6%"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School","Non-Special Education",109,"33.9%","64.3%"
"=""1590011""","Wethersfield School District","=""1595211""","Silas Deane Middle School","Special Education",72,"34.7%","57.0%"
"=""1590011""","Wethersfield School District","=""1595211""","Silas Deane Middle School","Non-Special Education",439,"63.3%","79.5%"
"=""1600011""","Willington School District","=""1600111""","Center School","Special Education","*","*","*"
"=""1600011""","Willington School District","=""1600111""","Center School","Non-Special Education","*","34.1%","59.9%"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School","Special Education",33,"57.6%","80.4%"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School","Non-Special Education",137,"47.4%","71.7%"
"=""1610011""","Wilton School District","=""1610711""","Cider Mill School","Special Education",93,"39.8%","67.4%"
"=""1610011""","Wilton School District","=""1610711""","Cider Mill School","Non-Special Education",542,"54.8%","79.4%"
"=""1610011""","Wilton School District","=""1615211""","Middlebrook School","Special Education",141,"44.0%","62.9%"
"=""1610011""","Wilton School District","=""1615211""","Middlebrook School","Non-Special Education",813,"68.5%","85.8%"
"=""1620011""","Winchester School District","=""1620211""","Mary P. Hinsdale School","Special Education",8,"*","*"
"=""1620011""","Winchester School District","=""1620211""","Mary P. Hinsdale School","Non-Special Education",57,"12.3%","41.6%"
"=""1620011""","Winchester School District","=""1625111""","Pearson Middle School","Special Education",30,"50.0%","63.4%"
"=""1620011""","Winchester School District","=""1625111""","Pearson Middle School","Non-Special Education",123,"43.1%","64.2%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy","Special Education",37,"43.2%","66.0%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy","Non-Special Education",239,"56.9%","78.8%"
"=""1630011""","Windham School District","=""1630111""","Natchaug School","Special Education",18,"*","*"
"=""1630011""","Windham School District","=""1630111""","Natchaug School","Non-Special Education",67,"47.8%","77.7%"
"=""1630011""","Windham School District","=""1630311""","North Windham School","Special Education",19,"*","*"
"=""1630011""","Windham School District","=""1630311""","North Windham School","Non-Special Education",108,"34.3%","69.4%"
"=""1630011""","Windham School District","=""1630611""","W. B. Sweeney School","Special Education",12,"*","*"
"=""1630011""","Windham School District","=""1630611""","W. B. Sweeney School","Non-Special Education",63,"50.8%","85.0%"
"=""1630011""","Windham School District","=""1630511""","Windham Center School","Special Education",8,"*","*"
"=""1630011""","Windham School District","=""1630511""","Windham Center School","Non-Special Education",63,"61.9%","85.2%"
"=""1630011""","Windham School District","=""1635111""","Windham Middle School","Special Education",90,"32.2%","46.9%"
"=""1630011""","Windham School District","=""1635111""","Windham Middle School","Non-Special Education",396,"33.8%","50.2%"
"=""1650011""","Windsor Locks School District","=""1650411""","South Elementary School","Special Education",40,"35.0%","64.6%"
"=""1650011""","Windsor Locks School District","=""1650411""","South Elementary School","Non-Special Education",210,"60.0%","83.0%"
"=""1650011""","Windsor Locks School District","=""1655111""","Windsor Locks Middle School","Special Education",43,"44.2%","57.9%"
"=""1650011""","Windsor Locks School District","=""1655111""","Windsor Locks Middle School","Non-Special Education",273,"36.6%","55.2%"
"=""1640011""","Windsor School District","=""1640111""","Clover Street School","Special Education",30,"30.0%","55.9%"
"=""1640011""","Windsor School District","=""1640111""","Clover Street School","Non-Special Education",139,"33.1%","62.0%"
"=""1640011""","Windsor School District","=""1640811""","John F. Kennedy School","Special Education",31,"22.6%","52.9%"
"=""1640011""","Windsor School District","=""1640811""","John F. Kennedy School","Non-Special Education",207,"36.7%","67.4%"
"=""1640011""","Windsor School District","=""1645311""","Sage Park Middle School","Special Education",103,"30.1%","47.3%"
"=""1640011""","Windsor School District","=""1645311""","Sage Park Middle School","Non-Special Education",512,"46.3%","67.6%"
