"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"District Code","District","School Code","School","Subject","Gender","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","ELA","Female",110,"31.8%","55.1%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Math","Male",115,"33.0%","56.8%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Math","Female",110,"35.5%","61.1%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","ELA","Male",451,"26.4%","45.3%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","ELA","Female",407,"27.5%","44.4%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Math","Male",450,"30.2%","47.7%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Math","Female",407,"29.5%","48.9%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","ELA","Male",60,"26.7%","56.4%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","ELA","Female",54,"40.7%","58.3%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Math","Male",60,"31.7%","58.4%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Math","Female",54,"31.5%","53.7%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","ELA","Male",58,"24.1%","44.3%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","ELA","Female",47,"19.1%","39.0%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","Math","Male",58,"20.7%","31.3%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","Math","Female",46,"21.7%","40.9%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","ELA","Male",86,"74.4%","93.2%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","ELA","Female",78,"69.2%","87.9%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","Math","Male",86,"66.3%","90.8%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","Math","Female",78,"64.1%","89.3%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","ELA","Male",75,"57.3%","77.2%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","ELA","Female",80,"70.0%","87.3%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","Math","Male",75,"58.7%","80.5%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","Math","Female",80,"62.5%","83.7%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","ELA","Male",108,"51.9%","76.7%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","ELA","Female",91,"61.5%","86.1%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","Math","Male",108,"43.5%","72.3%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","Math","Female",91,"41.8%","66.8%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","ELA","Male",345,"76.5%","91.8%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","ELA","Female",341,"81.2%","96.4%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Math","Male",346,"78.0%","92.1%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Math","Female",341,"80.4%","95.8%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","ELA","Male",72,"66.7%","84.0%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","ELA","Female",53,"79.2%","94.0%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","Math","Male",72,"66.7%","87.2%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","Math","Female",52,"57.7%","85.3%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","ELA","Male",354,"59.9%","76.9%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","ELA","Female",360,"66.7%","82.8%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Math","Male",355,"72.7%","91.4%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Math","Female",361,"77.0%","94.3%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","ELA","Male",90,"64.4%","88.5%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","ELA","Female",78,"64.1%","88.2%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Math","Male",92,"65.2%","87.5%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Math","Female",79,"65.8%","89.9%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","ELA","Male",71,"67.6%","87.8%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","ELA","Female",53,"69.8%","88.4%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Math","Male",71,"62.0%","79.9%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Math","Female",53,"56.6%","83.1%"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School","ELA","Female","*","*","*"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School","Math","Female","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","ELA","Male",16,"*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","ELA","Female",23,"47.8%","71.3%"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","Math","Male",16,"*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","Math","Female",23,"65.2%","78.9%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","ELA","Male",78,"44.9%","65.7%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","ELA","Female",81,"39.5%","61.8%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Math","Male",75,"69.3%","90.9%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Math","Female",80,"53.8%","80.7%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","ELA","Male",39,"43.6%","65.2%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","ELA","Female",27,"48.1%","61.6%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","Math","Male",40,"45.0%","77.0%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","Math","Female",27,"59.3%","87.9%"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School","ELA","Male","*","*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School","ELA","Female","*","*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School","Math","Male","*","*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School","Math","Female","*","*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","ELA","Male",43,"39.5%","62.4%"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","ELA","Female",22,"50.0%","83.2%"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","Math","Male",43,"67.4%","91.0%"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","Math","Female",22,"63.6%","97.0%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","ELA","Male",39,"51.3%","78.8%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","ELA","Female",37,"48.6%","72.2%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","Math","Male",39,"53.8%","78.2%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","Math","Female",37,"43.2%","81.2%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","ELA","Male",32,"31.3%","52.5%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","ELA","Female",48,"37.5%","58.4%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","Math","Male",32,"43.8%","77.7%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","Math","Female",49,"49.0%","73.7%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","ELA","Male",317,"37.9%","56.9%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","ELA","Female",299,"39.1%","57.5%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","Math","Male",318,"32.1%","52.7%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","Math","Female",298,"36.2%","55.7%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","ELA","Male",74,"33.8%","51.9%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","ELA","Female",68,"41.2%","66.4%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","Math","Male",74,"50.0%","71.4%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","Math","Female",68,"48.5%","78.4%"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy","ELA","Male","*","*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy","ELA","Female","*","*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy","Math","Male","*","*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy","Math","Female","*","*","*"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","ELA","Male",339,"38.1%","58.1%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","ELA","Female",344,"43.6%","62.2%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","Math","Male",338,"31.1%","48.2%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","Math","Female",345,"37.7%","60.7%"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park","ELA","Male","*","*","*"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park","Math","Male","*","*","*"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","ELA","Male",327,"42.5%","64.6%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","ELA","Female",331,"42.0%","60.5%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","Math","Male",327,"36.4%","55.4%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","Math","Female",333,"31.8%","51.6%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","ELA","Male",89,"40.4%","63.7%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","ELA","Female",73,"46.6%","72.4%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","Math","Male",89,"44.9%","73.3%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","Math","Female",74,"31.1%","65.2%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","ELA","Male",121,"52.9%","77.5%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","ELA","Female",99,"58.6%","81.8%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","Math","Male",121,"40.5%","68.7%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","Math","Female",100,"37.0%","61.2%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","ELA","Male",96,"43.8%","67.0%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","ELA","Female",108,"36.1%","63.7%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","Math","Male",97,"42.3%","67.8%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","Math","Female",108,"36.1%","64.8%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","ELA","Male",111,"53.2%","77.8%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","ELA","Female",103,"63.1%","84.7%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","Math","Male",111,"50.5%","79.4%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","Math","Female",103,"68.0%","89.8%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","ELA","Male",108,"25.9%","50.0%"
