"Smarter Balanced Growth Report, 2015-16"
"All Districts, High Needs (F, R, ELL or SWD)"

"District Code","District","School Code","School","High Needs (F/R, EL or SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1550011""","West Hartford School District","=""1550211""","Braeburn School","Non-High Needs",91,"69.2%","91.0%"
"=""1550011""","West Hartford School District","=""1555311""","Bristow Middle School","High Needs",92,"37.0%","55.0%"
"=""1550011""","West Hartford School District","=""1555311""","Bristow Middle School","Non-High Needs",316,"47.5%","64.1%"
"=""1550011""","West Hartford School District","=""1550411""","Bugbee School","High Needs",18,"*","*"
"=""1550011""","West Hartford School District","=""1550411""","Bugbee School","Non-High Needs",139,"64.0%","83.7%"
"=""1550011""","West Hartford School District","=""1550511""","Charter Oak International Academy","High Needs",53,"34.0%","67.8%"
"=""1550011""","West Hartford School District","=""1550511""","Charter Oak International Academy","Non-High Needs",36,"47.2%","73.2%"
"=""1550011""","West Hartford School District","=""1550611""","Duffy School","High Needs",28,"60.7%","86.8%"
"=""1550011""","West Hartford School District","=""1550611""","Duffy School","Non-High Needs",140,"62.1%","88.8%"
"=""1550011""","West Hartford School District","=""1555111""","King Philip Middle School","High Needs",215,"32.1%","49.9%"
"=""1550011""","West Hartford School District","=""1555111""","King Philip Middle School","Non-High Needs",656,"43.4%","61.5%"
"=""1550011""","West Hartford School District","=""1550911""","Morley School","High Needs",25,"56.0%","77.4%"
"=""1550011""","West Hartford School District","=""1550911""","Morley School","Non-High Needs",77,"68.8%","91.7%"
"=""1550011""","West Hartford School District","=""1551011""","Norfeldt School","High Needs",19,"*","*"
"=""1550011""","West Hartford School District","=""1551011""","Norfeldt School","Non-High Needs",98,"61.2%","80.3%"
"=""1550011""","West Hartford School District","=""1555211""","Sedgwick Middle School","High Needs",260,"21.5%","38.6%"
"=""1550011""","West Hartford School District","=""1555211""","Sedgwick Middle School","Non-High Needs",549,"42.1%","58.5%"
"=""1550011""","West Hartford School District","=""1551711""","Smith School","High Needs",52,"40.4%","71.3%"
"=""1550011""","West Hartford School District","=""1551711""","Smith School","Non-High Needs",55,"61.8%","78.6%"
"=""1550011""","West Hartford School District","=""1551211""","Webster Hill School","High Needs",35,"45.7%","75.1%"
"=""1550011""","West Hartford School District","=""1551211""","Webster Hill School","Non-High Needs",97,"40.2%","65.2%"
"=""1550011""","West Hartford School District","=""1551311""","Whiting Lane School","High Needs",46,"71.7%","93.2%"
"=""1550011""","West Hartford School District","=""1551311""","Whiting Lane School","Non-High Needs",84,"81.0%","95.8%"
"=""1550011""","West Hartford School District","=""1551511""","Wolcott School","High Needs",56,"26.8%","57.1%"
"=""1550011""","West Hartford School District","=""1551511""","Wolcott School","Non-High Needs",102,"43.1%","66.9%"
"=""1560011""","West Haven School District","=""1561111""","ASD Lab","High Needs","*","*","*"
"=""1560011""","West Haven School District","=""1560811""","Alma E. Pagels School","High Needs",30,"63.3%","87.4%"
"=""1560011""","West Haven School District","=""1560811""","Alma E. Pagels School","Non-High Needs",21,"76.2%","97.7%"
"=""1560011""","West Haven School District","=""1565311""","Carrigan 5/6 Intermediate School","High Needs",562,"43.4%","66.6%"
"=""1560011""","West Haven School District","=""1565311""","Carrigan 5/6 Intermediate School","Non-High Needs",259,"47.5%","70.4%"
"=""1560011""","West Haven School District","=""1560611""","Edith E. Mackrille School","High Needs",24,"54.2%","80.9%"
"=""1560011""","West Haven School District","=""1560611""","Edith E. Mackrille School","Non-High Needs",25,"48.0%","78.9%"
"=""1560011""","West Haven School District","=""1560311""","Forest School","High Needs",59,"32.2%","68.7%"
"=""1560011""","West Haven School District","=""1560311""","Forest School","Non-High Needs",11,"*","*"
"=""1560011""","West Haven School District","=""1565111""","Harry M. Bailey Middle School","High Needs",516,"45.0%","61.5%"
"=""1560011""","West Haven School District","=""1565111""","Harry M. Bailey Middle School","Non-High Needs",246,"54.5%","73.7%"
"=""1560011""","West Haven School District","=""1561411""","Savin Rock Community School","High Needs",77,"48.1%","81.1%"
"=""1560011""","West Haven School District","=""1561411""","Savin Rock Community School","Non-High Needs",12,"*","*"
"=""1560011""","West Haven School District","=""1560411""","Seth G. Haley School","High Needs",40,"55.0%","83.2%"
"=""1560011""","West Haven School District","=""1560411""","Seth G. Haley School","Non-High Needs",41,"36.6%","68.4%"
"=""1560011""","West Haven School District","=""1561211""","Washington School","High Needs",62,"62.9%","89.0%"
"=""1560011""","West Haven School District","=""1561211""","Washington School","Non-High Needs",17,"*","*"
"=""1540011""","Westbrook School District","=""1540211""","Daisy Ingraham School","High Needs",14,"*","*"
"=""1540011""","Westbrook School District","=""1540211""","Daisy Ingraham School","Non-High Needs",32,"62.5%","85.8%"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School","High Needs",53,"58.5%","73.7%"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School","Non-High Needs",161,"60.2%","83.2%"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School","High Needs",34,"41.2%","56.0%"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School","Non-High Needs",300,"48.3%","72.9%"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School","High Needs",44,"43.2%","60.5%"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School","Non-High Needs",505,"45.7%","63.1%"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School","High Needs",101,"29.7%","48.5%"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School","Non-High Needs",654,"47.6%","63.5%"
"=""1580011""","Westport School District","=""1580311""","Coleytown Elementary School","High Needs",19,"*","*"
"=""1580011""","Westport School District","=""1580311""","Coleytown Elementary School","Non-High Needs",125,"63.2%","84.8%"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School","High Needs",60,"36.7%","51.8%"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School","Non-High Needs",435,"47.1%","63.2%"
"=""1580011""","Westport School District","=""1580411""","Green's Farms School","High Needs",18,"*","*"
"=""1580011""","Westport School District","=""1580411""","Green's Farms School","Non-High Needs",123,"67.5%","87.4%"
"=""1580011""","Westport School District","=""1580211""","Green's Farms Segregated","High Needs","*","*","*"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School","High Needs",28,"39.3%","58.7%"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School","Non-High Needs",133,"52.6%","76.1%"
"=""1580011""","Westport School District","=""1580611""","King's Highway Segregated","High Needs","*","*","*"
"=""1580011""","Westport School District","=""1580711""","Long Lots School","High Needs",17,"*","*"
"=""1580011""","Westport School District","=""1580711""","Long Lots School","Non-High Needs",179,"65.9%","87.8%"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School","High Needs",26,"30.8%","59.5%"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School","Non-High Needs",138,"55.8%","80.5%"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School","High Needs",35,"60.0%","80.5%"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School","Non-High Needs",114,"83.3%","100.0%"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School","High Needs",52,"51.9%","76.7%"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School","Non-High Needs",87,"51.7%","78.4%"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School","High Needs",54,"59.3%","83.1%"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School","Non-High Needs",110,"74.5%","93.6%"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School","High Needs",44,"45.5%","65.4%"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School","Non-High Needs",136,"70.6%","88.2%"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School","High Needs",41,"29.3%","59.0%"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School","Non-High Needs",91,"34.1%","64.0%"
"=""1590011""","Wethersfield School District","=""1595211""","Silas Deane Middle School","High Needs",140,"42.9%","65.7%"
"=""1590011""","Wethersfield School District","=""1595211""","Silas Deane Middle School","Non-High Needs",371,"65.5%","80.3%"
"=""1600011""","Willington School District","=""1600111""","Center School","High Needs",11,"*","*"
"=""1600011""","Willington School District","=""1600111""","Center School","Non-High Needs",37,"37.8%","61.7%"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School","High Needs",63,"54.0%","76.6%"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School","Non-High Needs",107,"46.7%","71.5%"
"=""1610011""","Wilton School District","=""1610711""","Cider Mill School","High Needs",96,"38.5%","66.5%"
"=""1610011""","Wilton School District","=""1610711""","Cider Mill School","Non-High Needs",539,"55.1%","79.6%"
"=""1610011""","Wilton School District","=""1615211""","Middlebrook School","High Needs",153,"45.1%","64.4%"
"=""1610011""","Wilton School District","=""1615211""","Middlebrook School","Non-High Needs",801,"68.7%","85.9%"
"=""1620011""","Winchester School District","=""1620211""","Mary P. Hinsdale School","High Needs",37,"13.5%","41.9%"
"=""1620011""","Winchester School District","=""1620211""","Mary P. Hinsdale School","Non-High Needs",28,"17.9%","45.0%"
"=""1620011""","Winchester School District","=""1625111""","Pearson Middle School","High Needs",101,"48.5%","67.2%"
"=""1620011""","Winchester School District","=""1625111""","Pearson Middle School","Non-High Needs",52,"36.5%","58.0%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy","High Needs",168,"52.4%","74.8%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy","Non-High Needs",108,"59.3%","80.6%"
"=""1630011""","Windham School District","=""1630111""","Natchaug School","High Needs","*","45.7%","76.2%"
"=""1630011""","Windham School District","=""1630111""","Natchaug School","Non-High Needs","*","*","*"
"=""1630011""","Windham School District","=""1630311""","North Windham School","High Needs",115,"33.9%","67.5%"
"=""1630011""","Windham School District","=""1630311""","North Windham School","Non-High Needs",12,"*","*"
"=""1630011""","Windham School District","=""1630611""","W. B. Sweeney School","High Needs",67,"47.8%","82.4%"
"=""1630011""","Windham School District","=""1630611""","W. B. Sweeney School","Non-High Needs",8,"*","*"
"=""1630011""","Windham School District","=""1630511""","Windham Center School","High Needs",61,"57.4%","79.0%"
"=""1630011""","Windham School District","=""1630511""","Windham Center School","Non-High Needs",10,"*","*"
"=""1630011""","Windham School District","=""1635111""","Windham Middle School","High Needs",435,"32.4%","48.4%"
"=""1630011""","Windham School District","=""1635111""","Windham Middle School","Non-High Needs",51,"43.1%","59.5%"
"=""1650011""","Windsor Locks School District","=""1650411""","South Elementary School","High Needs",119,"47.9%","73.3%"
"=""1650011""","Windsor Locks School District","=""1650411""","South Elementary School","Non-High Needs",131,"63.4%","86.2%"
"=""1650011""","Windsor Locks School District","=""1655111""","Windsor Locks Middle School","High Needs",144,"31.9%","48.3%"
"=""1650011""","Windsor Locks School District","=""1655111""","Windsor Locks Middle School","Non-High Needs",172,"42.4%","61.7%"
"=""1640011""","Windsor School District","=""1640111""","Clover Street School","High Needs",77,"29.9%","58.8%"
"=""1640011""","Windsor School District","=""1640111""","Clover Street School","Non-High Needs",92,"34.8%","62.7%"
"=""1640011""","Windsor School District","=""1640811""","John F. Kennedy School","High Needs",98,"29.6%","62.4%"
"=""1640011""","Windsor School District","=""1640811""","John F. Kennedy School","Non-High Needs",140,"38.6%","67.6%"
"=""1640011""","Windsor School District","=""1645311""","Sage Park Middle School","High Needs",296,"37.5%","58.1%"
"=""1640011""","Windsor School District","=""1645311""","Sage Park Middle School","Non-High Needs",319,"49.2%","69.9%"
"=""1660011""","Wolcott School District","=""1660311""","ABC Classroom","High Needs","*","*","*"
"=""1660011""","Wolcott School District","=""1660611""","Alcott School","High Needs",22,"36.4%","78.4%"
"=""1660011""","Wolcott School District","=""1660611""","Alcott School","Non-High Needs",70,"58.6%","83.1%"
