"Smarter Balanced Growth Report, 2015-16"
"All Districts, Race"

"District Code","District","School Code","School","Subject","Race/Ethnicity","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Math","Asian",15,"*","*"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Math","Two or More Races",8,"*","*"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Math","Hispanic/Latino of any race",89,"48.3%","75.8%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Math","Black or African American",26,"42.3%","66.0%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","ELA","White",28,"46.4%","72.8%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","ELA","Asian","*","52.2%","83.6%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","ELA","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","ELA","Hispanic/Latino of any race",100,"44.0%","67.8%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","ELA","Black or African American",30,"40.0%","63.9%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Math","White",28,"53.6%","72.0%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Math","Asian","*","54.2%","89.2%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Math","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Math","Hispanic/Latino of any race",101,"32.7%","68.1%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Math","Black or African American",30,"46.7%","69.6%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","ELA","White",185,"43.2%","56.6%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","ELA","Asian",33,"36.4%","50.2%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","ELA","Two or More Races",11,"*","*"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","ELA","Hispanic/Latino of any race",186,"31.2%","48.3%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","ELA","Black or African American",70,"22.9%","37.8%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Math","White",187,"48.7%","64.2%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Math","Asian",33,"57.6%","72.9%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Math","Two or More Races",11,"*","*"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Math","Hispanic/Latino of any race",214,"33.2%","53.2%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Math","Black or African American",72,"25.0%","45.8%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","ELA","White",49,"63.3%","81.3%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","ELA","Asian","*","58.8%","84.0%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","ELA","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1351411""","Westover School","ELA","Hispanic/Latino of any race",45,"48.9%","71.0%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","ELA","Black or African American",57,"31.6%","64.5%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Math","White",49,"65.3%","89.0%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Math","Asian","*","73.5%","88.1%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Math","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Math","Hispanic/Latino of any race",47,"42.6%","75.9%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Math","Black or African American",57,"43.9%","66.6%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","ELA","White",205,"42.4%","65.2%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","ELA","Asian","*","*","*"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","ELA","Two or More Races",9,"*","*"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","ELA","Hispanic/Latino of any race",9,"*","*"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","ELA","Black or African American","*","*","*"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Math","White",204,"45.6%","67.7%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Math","Asian","*","*","*"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Math","Two or More Races",9,"*","*"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Math","Hispanic/Latino of any race",9,"*","*"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Math","Black or African American","*","*","*"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","ELA","White",69,"65.2%","78.1%"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","ELA","Asian","*","*","*"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","ELA","Two or More Races","*","*","*"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","ELA","Hispanic/Latino of any race","*","*","*"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","ELA","Black or African American","*","*","*"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Math","White",69,"63.8%","88.1%"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Math","Asian","*","*","*"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Math","Two or More Races","*","*","*"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Math","Hispanic/Latino of any race","*","*","*"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Math","Black or African American","*","*","*"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","ELA","American Indian or Alaska Native","*","*","*"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","ELA","White",328,"39.6%","54.2%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","ELA","Asian",13,"*","*"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","ELA","Two or More Races","*","*","*"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","ELA","Hispanic/Latino of any race",10,"*","*"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","ELA","Black or African American","*","*","*"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Math","American Indian or Alaska Native","*","*","*"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Math","White",328,"49.7%","67.7%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Math","Asian",13,"*","*"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Math","Two or More Races","*","*","*"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Math","Hispanic/Latino of any race",10,"*","*"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Math","Black or African American","*","*","*"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","ELA","American Indian or Alaska Native","*","*","*"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","ELA","White",210,"48.6%","64.7%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","ELA","Asian",6,"*","*"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","ELA","Two or More Races","*","*","*"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","ELA","Hispanic/Latino of any race",18,"*","*"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","ELA","Black or African American","*","*","*"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Math","American Indian or Alaska Native","*","*","*"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Math","White",210,"41.4%","63.7%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Math","Asian",6,"*","*"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Math","Two or More Races","*","*","*"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Math","Hispanic/Latino of any race",18,"*","*"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Math","Black or African American","*","*","*"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","ELA","White",65,"36.9%","64.0%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","ELA","Two or More Races","*","*","*"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","ELA","Hispanic/Latino of any race","*","*","*"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Math","White",65,"44.6%","79.8%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Math","Two or More Races","*","*","*"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Math","Hispanic/Latino of any race","*","*","*"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","ELA","White",80,"51.3%","78.2%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","ELA","Asian","*","*","*"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","ELA","Two or More Races","*","*","*"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","ELA","Hispanic/Latino of any race",54,"31.5%","56.8%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","ELA","Black or African American",62,"37.1%","61.4%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Math","White",79,"46.8%","77.2%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Math","Asian","*","*","*"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Math","Two or More Races","*","*","*"
