"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"",,,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",8,"Math","Special Education","*","*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",8,"Math","Non-Special Education","*",2587,2616,29,"44.0%","66.9%"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy",6,"ELA","Special Education","*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy",6,"Math","Special Education","*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy",7,"ELA","Special Education","*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy",7,"Math","Special Education","*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy",8,"ELA","Special Education","*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy",8,"Math","Special Education","*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School",6,"ELA","Special Education",32,2422,2452,29,"34.4%","55.6%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School",6,"ELA","Non-Special Education",203,2523,2542,19,"35.0%","54.7%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School",6,"Math","Special Education",32,2435,2426,-9,"12.5%","29.1%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School",6,"Math","Non-Special Education",204,2513,2530,17,"27.9%","51.0%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School",7,"ELA","Special Education",20,2432,2450,18,"30.0%","47.9%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School",7,"ELA","Non-Special Education",201,2543,2578,35,"46.3%","66.1%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School",7,"Math","Special Education",20,2410,2422,11,"20.0%","44.7%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School",7,"Math","Non-Special Education",200,2539,2561,22,"38.0%","57.2%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School",8,"ELA","Special Education",30,2454,2484,30,"36.7%","53.4%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School",8,"ELA","Non-Special Education",197,2582,2610,27,"44.2%","62.6%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School",8,"Math","Special Education",30,2447,2445,-2,"33.3%","49.2%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School",8,"Math","Non-Special Education",197,2572,2592,20,"42.6%","61.4%"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park",4,"ELA","Special Education","*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park",4,"Math","Special Education","*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park",5,"ELA","Special Education","*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park",5,"Math","Special Education","*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School",6,"ELA","Special Education",23,2415,2446,31,"26.1%","53.0%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School",6,"ELA","Non-Special Education",204,2524,2535,11,"29.4%","47.0%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School",6,"Math","Special Education",23,2422,2439,17,"21.7%","43.9%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School",6,"Math","Non-Special Education",206,2515,2532,17,"29.6%","49.1%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School",7,"ELA","Special Education",21,2412,2449,37,"38.1%","64.3%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School",7,"ELA","Non-Special Education",185,2526,2575,49,"51.4%","70.3%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School",7,"Math","Special Education",21,2413,2440,27,"23.8%","57.1%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School",7,"Math","Non-Special Education",186,2546,2572,26,"44.1%","63.8%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School",8,"ELA","Special Education",20,2454,2483,29,"25.0%","60.9%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School",8,"ELA","Non-Special Education",205,2548,2590,42,"50.7%","71.9%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School",8,"Math","Special Education",20,2492,2482,-10,"20.0%","29.9%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School",8,"Math","Non-Special Education",204,2558,2567,9,"33.3%","51.5%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School",4,"ELA","Special Education",7,"*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School",4,"ELA","Non-Special Education",67,2442,2488,47,"46.3%","72.7%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School",4,"Math","Special Education",7,"*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School",4,"Math","Non-Special Education",67,2459,2503,43,"40.3%","69.3%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School",5,"ELA","Special Education",8,"*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School",5,"ELA","Non-Special Education",80,2482,2527,45,"43.8%","65.8%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School",5,"Math","Special Education",8,"*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School",5,"Math","Non-Special Education",81,2487,2522,36,"37.0%","70.4%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School",4,"ELA","Special Education",7,"*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School",4,"ELA","Non-Special Education",94,2429,2496,67,"56.4%","78.1%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School",4,"Math","Special Education",7,"*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School",4,"Math","Non-Special Education",94,2454,2493,39,"33.0%","62.4%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School",5,"ELA","Special Education","*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School",5,"ELA","Non-Special Education","*",2468,2531,63,"56.1%","81.5%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School",5,"Math","Special Education","*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School",5,"Math","Non-Special Education","*",2482,2517,35,"44.3%","68.2%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School",4,"ELA","Special Education",12,"*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School",4,"ELA","Non-Special Education",88,2440,2490,50,"40.9%","66.7%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School",4,"Math","Special Education",13,"*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School",4,"Math","Non-Special Education",88,2444,2493,49,"43.2%","73.5%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School",5,"ELA","Special Education",10,"*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School",5,"ELA","Non-Special Education",94,2482,2528,46,"42.6%","67.4%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School",5,"Math","Special Education",10,"*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School",5,"Math","Non-Special Education",94,2479,2506,28,"37.2%","60.6%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School",4,"ELA","Special Education",11,"*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School",4,"ELA","Non-Special Education",88,2455,2514,59,"56.8%","76.9%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School",4,"Math","Special Education",11,"*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School",4,"Math","Non-Special Education",88,2450,2511,61,"55.7%","86.7%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School",5,"ELA","Special Education","*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School",5,"ELA","Non-Special Education","*",2499,2562,63,"61.8%","84.3%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School",5,"Math","Special Education","*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School",5,"Math","Non-Special Education","*",2496,2549,53,"62.7%","83.8%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School",4,"ELA","Special Education",15,"*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School",4,"ELA","Non-Special Education",76,2405,2429,24,"22.4%","45.5%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School",4,"Math","Special Education",15,"*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School",4,"Math","Non-Special Education",76,2416,2449,33,"27.6%","59.2%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School",5,"ELA","Special Education",12,"*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School",5,"ELA","Non-Special Education",85,2436,2469,33,"28.2%","53.2%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School",5,"Math","Special Education",12,"*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School",5,"Math","Non-Special Education",85,2463,2474,11,"20.0%","43.9%"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC",4,"ELA","Special Education","*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC",4,"Math","Special Education","*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC",5,"ELA","Special Education","*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC",5,"Math","Special Education","*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School",4,"ELA","Special Education","*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School",4,"ELA","Non-Special Education","*",2366,2405,39,"27.3%","52.8%"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School",4,"Math","Special Education","*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School",4,"Math","Non-Special Education","*",2358,2414,56,"27.3%","67.6%"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School",5,"ELA","Special Education",7,"*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School",5,"ELA","Non-Special Education",37,2421,2416,-5,"10.8%","18.8%"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School",5,"Math","Special Education",7,"*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School",5,"Math","Non-Special Education",37,2414,2391,-24,"0.0%","12.0%"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC",4,"ELA","Special Education","*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC",4,"Math","Special Education","*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC",5,"ELA","Special Education","*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC",5,"Math","Special Education","*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School",4,"ELA","Special Education",15,"*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School",4,"ELA","Non-Special Education",51,2397,2446,49,"33.3%","65.8%"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School",4,"Math","Special Education",15,"*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School",4,"Math","Non-Special Education",52,2388,2437,49,"28.8%","64.5%"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School",5,"ELA","Special Education",16,"*","*","*","*","*"
