"Chronic Absenteeism, 2013-14"
", All Schools, Race/Ethnicity"

"District","District Code","School","School Code","Race/Ethnicity","% Chronically Absent"
"South Windsor School District","=""1320011""","Project Worth Young Adult Academy","=""1329011""","White","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","American Indian or Alaska Native","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Asian","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Black or African American","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Hispanic/Latino of any race","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Native Hawaiian or Other Pacific Islander","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Two or More Races","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","White",0.8
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""","American Indian or Alaska Native","*"
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""","Asian","*"
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""","Black or African American","*"
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""","Hispanic/Latino of any race","*"
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""","Native Hawaiian or Other Pacific Islander","*"
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""","Two or More Races","*"
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""","White",4.6
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""","Asian","*"
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""","Black or African American","*"
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""","Hispanic/Latino of any race","*"
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""","Two or More Races","*"
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""","White",3.1
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""","Asian",0.0
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""","Black or African American","*"
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""","Hispanic/Latino of any race","*"
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""","Native Hawaiian or Other Pacific Islander","*"
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""","Two or More Races","*"
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""","White",7.6
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""","American Indian or Alaska Native","*"
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""","Asian","*"
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""","Black or African American","*"
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""","Hispanic/Latino of any race",17.5
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""","Two or More Races","*"
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""","White",5.5
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""","Asian","*"
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""","Black or African American","*"
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""","Hispanic/Latino of any race","*"
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""","Two or More Races","*"
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""","White","*"
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""","American Indian or Alaska Native","*"
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""","Asian","*"
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""","Black or African American","*"
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""","Hispanic/Latino of any race","*"
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""","Two or More Races","*"
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""","White","*"
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""","Asian",0.0
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""","Black or African American","*"
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""","Hispanic/Latino of any race","*"
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""","Two or More Races","*"
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""","White",6.7
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","Asian","*"
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","Black or African American","*"
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","Hispanic/Latino of any race","*"
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","Two or More Races","*"
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","White","*"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","American Indian or Alaska Native","*"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Asian","*"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Black or African American","*"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Hispanic/Latino of any race","*"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Two or More Races","*"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","White",4.4
"Southington School District","=""1310011""","Southington High School","=""1316211""","American Indian or Alaska Native","*"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Asian","*"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Black or African American","*"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Hispanic/Latino of any race",15.0
"Southington School District","=""1310011""","Southington High School","=""1316211""","Two or More Races","*"
"Southington School District","=""1310011""","Southington High School","=""1316211""","White",9.2
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Asian","*"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Black or African American","*"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Hispanic/Latino of any race","*"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Native Hawaiian or Other Pacific Islander","*"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Two or More Races","*"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","White",2.5
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","American Indian or Alaska Native","*"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Asian","*"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Black or African American","*"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Hispanic/Latino of any race",20.7
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Two or More Races","*"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","White",2.3
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Asian","*"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Black or African American","*"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Hispanic/Latino of any race","*"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Native Hawaiian or Other Pacific Islander","*"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Two or More Races","*"
