"Chronic Absenteeism, 2011-12"
"State of Connecticut, All Schools, Gender"

"Organization","School","School Code","Gender","% Chronically Absent"
"Westbrook School District","Westbrook Middle School","=""1545111""","Female","*"
"Westbrook School District","Westbrook Middle School","=""1545111""","Male","*"
"Weston School District","Hurlbutt Elementary School","=""1570111""","Female",6.4
"Weston School District","Hurlbutt Elementary School","=""1570111""","Male",6.2
"Weston School District","Weston High School","=""1576111""","Female",25.5
"Weston School District","Weston High School","=""1576111""","Male",11.9
"Weston School District","Weston Intermediate School","=""1570211""","Female",7.7
"Weston School District","Weston Intermediate School","=""1570211""","Male",4.8
"Weston School District","Weston Middle School","=""1575111""","Female",10.1
"Weston School District","Weston Middle School","=""1575111""","Male",10.3
"Westport School District","Bedford Middle School","=""1585111""","Female",2.9
"Westport School District","Bedford Middle School","=""1585111""","Male",3.8
"Westport School District","Coleytown Elementary School","=""1580311""","Female","*"
"Westport School District","Coleytown Elementary School","=""1580311""","Male","*"
"Westport School District","Coleytown Middle School","=""1585311""","Female",2.4
"Westport School District","Coleytown Middle School","=""1585311""","Male",2.8
"Westport School District","Green's Farms School","=""1580411""","Female","*"
"Westport School District","Green's Farms School","=""1580411""","Male","*"
"Westport School District","King's Highway Elementary School","=""1580511""","Female","*"
"Westport School District","King's Highway Elementary School","=""1580511""","Male","*"
"Westport School District","Long Lots School","=""1580711""","Female","*"
"Westport School District","Long Lots School","=""1580711""","Male","*"
"Westport School District","Saugatuck Elementary School","=""1580811""","Female","*"
"Westport School District","Saugatuck Elementary School","=""1580811""","Male","*"
"Westport School District","Staples High School","=""1586111""","Female",2.2
"Westport School District","Staples High School","=""1586111""","Male",1.5
"Wethersfield School District","Alfred W. Hanmer School","=""1590811""","Female",4.4
"Wethersfield School District","Alfred W. Hanmer School","=""1590811""","Male",3.5
"Wethersfield School District","Charles Wright School","=""1591011""","Female","*"
"Wethersfield School District","Charles Wright School","=""1591011""","Male","*"
"Wethersfield School District","Emerson-Williams School","=""1590211""","Female","*"
"Wethersfield School District","Emerson-Williams School","=""1590211""","Male","*"
"Wethersfield School District","Highcrest School","=""1591111""","Female","*"
"Wethersfield School District","Highcrest School","=""1591111""","Male","*"
"Wethersfield School District","Samuel B. Webb Elementary School","=""1591211""","Female","*"
"Wethersfield School District","Samuel B. Webb Elementary School","=""1591211""","Male","*"
"Wethersfield School District","Silas Deane Middle School","=""1595211""","Female",5.0
"Wethersfield School District","Silas Deane Middle School","=""1595211""","Male",8.2
"Wethersfield School District","Wethersfield High School","=""1596111""","Female",6.4
"Wethersfield School District","Wethersfield High School","=""1596111""","Male",6.8
"Willington School District","Center School","=""1600111""","Female","*"
"Willington School District","Center School","=""1600111""","Male",6.8
"Willington School District","Hall Memorial School","=""1605111""","Female","*"
"Willington School District","Hall Memorial School","=""1605111""","Male","*"
"Wilton School District","Middlebrook School","=""1615211""","Female",6.2
"Wilton School District","Middlebrook School","=""1615211""","Male",7.0
"Wilton School District","Cider Mill School","=""1610711""","Female",2.9
"Wilton School District","Cider Mill School","=""1610711""","Male",4.0
"Wilton School District","Miller-Driscoll School","=""1610511""","Female",2.7
"Wilton School District","Miller-Driscoll School","=""1610511""","Male",2.5
"Wilton School District","Wilton High School","=""1616111""","Female",47.8
"Wilton School District","Wilton High School","=""1616111""","Male",34.8
"Winchester School District","Batcheller Early Education Center","=""1620411""","Female",18.6
"Winchester School District","Batcheller Early Education Center","=""1620411""","Male",11.5
"Winchester School District","Mary P. Hinsdale School","=""1620211""","Female",8.2
"Winchester School District","Mary P. Hinsdale School","=""1620211""","Male",8.8
"Winchester School District","Pearson Middle School","=""1625111""","Female",10.4
"Winchester School District","Pearson Middle School","=""1625111""","Male",10.7
"Windham School District","Natchaug School","=""1630111""","Female",22.5
"Windham School District","Natchaug School","=""1630111""","Male",21.7
"Windham School District","North Windham School","=""1630311""","Female",8.4
"Windham School District","North Windham School","=""1630311""","Male",9.9
"Windham School District","Partial Day Program","=""1638411""","Female","*"
"Windham School District","Partial Day Program","=""1638411""","Male","*"
"Windham School District","W. B. Sweeney School","=""1630611""","Female",12.7
"Windham School District","W. B. Sweeney School","=""1630611""","Male",8.1
"Windham School District","Windham Center School","=""1630511""","Female",13.8
"Windham School District","Windham Center School","=""1630511""","Male",10.2
"Windham School District","Windham High School","=""1636111""","Female",34.0
"Windham School District","Windham High School","=""1636111""","Male",32.0
"Windham School District","Windham Middle School","=""1635111""","Female",14.0
"Windham School District","Windham Middle School","=""1635111""","Male",15.8
"Windsor Locks School District","North Street School","=""1650111""","Female",9.0
"Windsor Locks School District","North Street School","=""1650111""","Male",6.8
"Windsor Locks School District","South Elementary School","=""1650411""","Female",5.3
"Windsor Locks School District","South Elementary School","=""1650411""","Male",5.0
"Windsor Locks School District","Windsor Locks High School","=""1656111""","Female",19.5
"Windsor Locks School District","Windsor Locks High School","=""1656111""","Male",15.9
"Windsor Locks School District","Windsor Locks Middle School","=""1655111""","Female",13.3
"Windsor Locks School District","Windsor Locks Middle School","=""1655111""","Male",9.4
"Windsor School District","Clover Street School","=""1640111""","Female","*"
"Windsor School District","Clover Street School","=""1640111""","Male","*"
"Windsor School District","John F. Kennedy School","=""1640811""","Female","*"
"Windsor School District","John F. Kennedy School","=""1640811""","Male","*"
"Windsor School District","Oliver Ellsworth School","=""1640911""","Female",5.2
"Windsor School District","Oliver Ellsworth School","=""1640911""","Male",2.8
"Windsor School District","Poquonock Elementary School","=""1640511""","Female",5.1
"Windsor School District","Poquonock Elementary School","=""1640511""","Male",8.8
"Windsor School District","Roger Wolcott Early Child Center","=""1641011""","Female",10.3
"Windsor School District","Roger Wolcott Early Child Center","=""1641011""","Male",9.2
"Windsor School District","Sage Park Middle School","=""1645311""","Female",7.3
"Windsor School District","Sage Park Middle School","=""1645311""","Male",5.4
"Windsor School District","Windsor High School","=""1646111""","Female",13.0
"Windsor School District","Windsor High School","=""1646111""","Male",11.8
"Wolcott School District","Alcott School","=""1660611""","Female","*"
"Wolcott School District","Alcott School","=""1660611""","Male","*"
"Wolcott School District","Frisbie School","=""1660211""","Female","*"
"Wolcott School District","Frisbie School","=""1660211""","Male","*"
"Wolcott School District","Tyrrell Middle School","=""1665111""","Female",1.9
"Wolcott School District","Tyrrell Middle School","=""1665111""","Male",3.2
"Wolcott School District","Wakelee School","=""1660511""","Female","*"
"Wolcott School District","Wakelee School","=""1660511""","Male","*"
"Wolcott School District","Wolcott High School","=""1666111""","Female",4.5
"Wolcott School District","Wolcott High School","=""1666111""","Male",6.7
"Woodbridge School District","Beecher Road Intermediate School","=""1670211""","Female",4.4
"Woodbridge School District","Beecher Road Intermediate School","=""1670211""","Male",2.6
"Woodbridge School District","Beecher Road Primary School","=""1670111""","Female",3.9
"Woodbridge School District","Beecher Road Primary School","=""1670111""","Male",4.2
"Woodstock Academy District","Woodstock Academy","=""9036122""","Female",5.9
"Woodstock Academy District","Woodstock Academy","=""9036122""","Male",6.2
"Woodstock School District","Woodstock Elementary School","=""1690211""","Female",6.0
"Woodstock School District","Woodstock Elementary School","=""1690211""","Male",5.8
