"Chronic Absenteeism, Trend"
", All Schools, English Learner Status"

"",,,,,"% Chronically Absent",,,,
"Stamford School District","=""1350011""","Newfield School","=""1350611""","Special Education",18.0,15.4,10.1,11.3,8.3
"Stamford School District","=""1350011""","Newfield School","=""1350611""","Two or More Races","*","*","*","*","*"
"Stamford School District","=""1350011""","Newfield School","=""1350611""","Not Eligible For Lunch",9.3,9.6,9.0,5.8,6.3
"Stamford School District","=""1350011""","Newfield School","=""1350611""","White",6.2,5.6,4.1,"*","*"
"Stamford School District","=""1350011""","Newfield School","=""1350611""","Eligible For Reduced Lunch","*","*","*","*","*"
"Stamford School District","=""1350011""","Northeast School","=""1351811""","Kindergarten",11.4,13.8,11.3,11.1,6.9
"Stamford School District","=""1350011""","Northeast School","=""1351811""","American Indian or Alaska Native","*","*","N/A","N/A","*"
"Stamford School District","=""1350011""","Northeast School","=""1351811""","Asian","*","*","*","*",0.0
"Stamford School District","=""1350011""","Northeast School","=""1351811""","Black or African American","*",8.7,8.6,6.4,"*"
"Stamford School District","=""1350011""","Northeast School","=""1351811""","ELL",11.3,14.7,10.4,10.1,7.1
"Stamford School District","=""1350011""","Northeast School","=""1351811""","Eligible For Free Lunch",10.8,15.7,14.1,12.6,7.5
"Stamford School District","=""1350011""","Northeast School","=""1351811""","Female",5.9,8.1,6.9,8.4,6.3
"Stamford School District","=""1350011""","Northeast School","=""1351811""","Grade   1",6.3,11.6,7.8,5.5,"*"
"Stamford School District","=""1350011""","Northeast School","=""1351811""","Grade   2","*",6.6,9.6,5.9,6.9
"Stamford School District","=""1350011""","Northeast School","=""1351811""","Grade   3","*","*",6.1,11.3,4.9
"Stamford School District","=""1350011""","Northeast School","=""1351811""","Grade   4",6.5,8.9,"*",6.9,5.9
"Stamford School District","=""1350011""","Northeast School","=""1351811""","Grade   5","*",11.4,5.6,"*",6.2
"Stamford School District","=""1350011""","Northeast School","=""1351811""","Hispanic/Latino of any race",9.3,13.9,11.5,12.5,8.3
"Stamford School District","=""1350011""","Northeast School","=""1351811""","Male",5.7,10.2,7.1,6.3,5.5
"Stamford School District","=""1350011""","Northeast School","=""1351811""","Non-ELL",4.2,7.7,6.1,6.5,5.5
"Stamford School District","=""1350011""","Northeast School","=""1351811""","Non-Special Education",5.3,8.9,6.3,6.6,5.9
"Stamford School District","=""1350011""","Northeast School","=""1351811""","School",5.8,9.2,7.0,7.3,5.9
"Stamford School District","=""1350011""","Northeast School","=""1351811""","Special Education",14.0,12.5,14.3,13.5,"*"
"Stamford School District","=""1350011""","Northeast School","=""1351811""","Two or More Races","*","*","*","*","*"
"Stamford School District","=""1350011""","Northeast School","=""1351811""","Not Eligible For Lunch",2.7,5.3,2.2,3.2,4.5
"Stamford School District","=""1350011""","Northeast School","=""1351811""","White",3.0,4.7,3.0,3.6,4.6
"Stamford School District","=""1350011""","Northeast School","=""1351811""","Eligible For Reduced Lunch","*",0.0,"*",0.0,"*"
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","Asian","*","*","*",14.1,14.6
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","Black or African American",19.0,20.0,9.1,9.0,13.5
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","ELL",12.1,34.3,23.3,15.4,18.0
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","Eligible For Free Lunch",22.8,28.4,17.2,18.5,16.4
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","Female",15.9,20.9,7.6,13.3,8.7
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","Grade   5","N/A","N/A","N/A",0.0,0.0
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","Grade   6",13.4,15.5,9.8,14.2,10.9
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","Grade   7",17.4,24.3,10.4,11.5,11.2
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","Grade   8",16.5,23.6,8.3,14.0,10.0
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","Hispanic/Latino of any race",21.2,32.9,18.4,19.8,10.4
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","Male",15.8,21.2,11.9,11.3,11.6
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","Native Hawaiian or Other Pacific Islander","N/A","N/A","*","*","*"
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","Non-ELL",16.2,19.5,7.6,11.9,8.8
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","Non-Special Education",14.6,20.1,8.3,11.6,8.2
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","School",15.8,21.0,9.6,12.4,10.0
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","Special Education",25.3,28.2,17.8,18.7,22.8
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","Two or More Races","*","*","*","*","*"
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","Not Eligible For Lunch",10.8,15.0,2.7,6.2,4.9
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","White",10.9,13.9,"*",6.3,5.3
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","Eligible For Reduced Lunch","*",18.5,"*","*","*"
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","Kindergarten","*",14.3,"*",19.4,16.0
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","American Indian or Alaska Native","*","*","*","*","*"
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","Asian","*","*",0.0,17.0,"*"
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","Black or African American",7.0,9.4,"*",23.8,19.5
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","ELL","*","*","*",23.7,17.2
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","Eligible For Free Lunch",5.0,10.5,4.3,23.0,16.6
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","Female",3.0,6.2,2.4,17.1,10.4
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","Grade   1","*",7.3,"*","*",13.3
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","Grade   2","*",10.6,"*",16.1,"*"
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","Grade   3",6.5,"*","*",22.3,"*"
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","Grade   4","*",7.5,"*",27.5,16.3
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","Grade   5","*",6.3,6.5,22.5,11.2
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","Grade   6",11.3,9.9,7.5,24.2,10.8
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","Grade   7","*","*","*",11.2,"*"
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","Grade   8",9.0,13.8,"*",19.3,7.1
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","Hispanic/Latino of any race",3.8,8.8,4.1,23.1,12.8
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","Male",6.2,10.9,5.2,20.8,10.0
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","Non-ELL",4.9,9.0,4.1,18.4,9.6
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","Non-Special Education",4.6,7.9,3.6,17.9,9.5
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","School",4.6,8.5,3.8,18.9,10.2
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","Special Education","*",15.4,"*",29.2,16.7
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","Two or More Races","*","*","*","*","*"
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","Not Eligible For Lunch",4.6,7.8,3.5,16.2,7.3
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","White",4.4,7.5,4.3,14.6,5.8
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","Eligible For Reduced Lunch","*","*","*",20.5,0.0
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","Kindergarten",18.6,26.3,18.0,23.0,15.0
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","Asian","*","*","*","*","*"
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","Black or African American",12.1,22.9,12.8,17.2,16.0
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","ELL",12.6,19.0,12.4,8.9,"*"
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","Eligible For Free Lunch",14.3,21.8,14.5,16.1,14.6
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","Female",9.7,18.2,8.3,12.6,10.8
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","Grade   1",13.9,15.4,9.1,9.5,14.3
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","Grade   2",8.2,13.9,12.0,10.5,9.3
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","Grade   3","*",11.8,7.1,12.2,14.2
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","Grade   4",8.0,6.5,12.1,9.5,8.8
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","Grade   5",6.8,14.6,"*",7.2,7.9
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","Hispanic/Latino of any race",11.6,15.7,10.4,11.5,10.9
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","Male",9.6,12.5,11.3,11.6,12.5
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","Non-ELL",9.1,14.5,9.5,12.6,12.5
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","Non-Special Education",10.1,14.6,8.9,11.9,11.1
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","School",9.7,15.2,9.9,12.1,11.7
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","Special Education","*",19.8,15.6,13.2,16.0
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","Two or More Races","*","*","*","*","*"
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","Not Eligible For Lunch",5.3,9.1,5.1,6.3,7.0
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","White",3.5,8.2,5.7,7.9,6.7
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","Eligible For Reduced Lunch","*","*","*",14.9,16.3
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","American Indian or Alaska Native","*","*","*","N/A","N/A"
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","Asian","*","*","*","*","*"
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","Black or African American","*","*",7.3,15.4,8.2
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","ELL","*","*",0.0,"*","*"
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","Eligible For Free Lunch",3.6,5.9,7.2,12.7,7.9
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","Female",3.7,8.7,8.3,10.5,7.4
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","Grade   5","N/A","N/A","N/A",8.8,"*"
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","Grade   6","*",3.3,3.3,5.1,3.8
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","Grade   7",4.4,9.1,3.9,10.4,5.6
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","Grade   8",4.9,7.3,10.0,12.1,8.1
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","Hispanic/Latino of any race",3.4,6.3,4.3,9.0,3.0
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","Male",3.8,4.4,3.0,7.6,3.6
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","Non-ELL",3.7,6.3,6.3,9.5,5.5
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","Non-Special Education",3.4,6.2,5.7,8.8,5.1
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","School",3.7,6.5,5.8,9.1,5.5
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","Special Education","*","*","*",13.3,11.3
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","Two or More Races","*","*","*","*","*"
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","Not Eligible For Lunch",4.4,7.1,4.1,6.0,3.9
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","White",3.9,8.6,6.7,7.3,6.7
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","Eligible For Reduced Lunch",0.0,"*",8.6,11.6,"*"
"Stamford School District","=""1350011""","Springdale School","=""1351111""","Kindergarten",17.5,14.7,9.0,"*",7.3
"Stamford School District","=""1350011""","Springdale School","=""1351111""","American Indian or Alaska Native","N/A","N/A","*","*","*"
"Stamford School District","=""1350011""","Springdale School","=""1351111""","Asian","*","*","*","*","*"
"Stamford School District","=""1350011""","Springdale School","=""1351111""","Black or African American",9.6,14.7,"*","*",7.3
"Stamford School District","=""1350011""","Springdale School","=""1351111""","ELL",8.5,11.5,7.9,4.8,"*"
"Stamford School District","=""1350011""","Springdale School","=""1351111""","Eligible For Free Lunch",10.7,13.2,7.1,8.5,4.9
"Stamford School District","=""1350011""","Springdale School","=""1351111""","Female",9.2,8.0,7.3,5.5,3.1
"Stamford School District","=""1350011""","Springdale School","=""1351111""","Grade   1",8.5,11.9,8.6,6.4,"*"
