"Chronic Absenteeism, 2012-13"
"State of Connecticut, All Schools, Special Education Status"

"Organization","School","School Code","Special Education Status","% Chronically Absent"
"Weston School District","Weston High School","=""1576111""","Special Education",13.7
"Weston School District","Weston Intermediate School","=""1570211""","Non-Special Education","*"
"Weston School District","Weston Intermediate School","=""1570211""","Special Education","*"
"Weston School District","Weston Middle School","=""1575111""","Non-Special Education",8.2
"Weston School District","Weston Middle School","=""1575111""","Special Education",11.8
"Westport School District","Bedford Middle School","=""1585111""","Non-Special Education",3.3
"Westport School District","Bedford Middle School","=""1585111""","Special Education",11.0
"Westport School District","Coleytown Elementary School","=""1580311""","Non-Special Education","*"
"Westport School District","Coleytown Elementary School","=""1580311""","Special Education","*"
"Westport School District","Coleytown Middle School","=""1585311""","Non-Special Education",3.5
"Westport School District","Coleytown Middle School","=""1585311""","Special Education",11.3
"Westport School District","Green's Farms School","=""1580411""","Non-Special Education","*"
"Westport School District","Green's Farms School","=""1580411""","Special Education","*"
"Westport School District","King's Highway Elementary School","=""1580511""","Non-Special Education","*"
"Westport School District","King's Highway Elementary School","=""1580511""","Special Education","*"
"Westport School District","Long Lots School","=""1580711""","Non-Special Education",3.7
"Westport School District","Long Lots School","=""1580711""","Special Education",0.0
"Westport School District","Saugatuck Elementary School","=""1580811""","Non-Special Education","*"
"Westport School District","Saugatuck Elementary School","=""1580811""","Special Education","*"
"Westport School District","Staples High School","=""1586111""","Non-Special Education",0.9
"Westport School District","Staples High School","=""1586111""","Special Education",4.7
"Wethersfield School District","Alfred W. Hanmer School","=""1590811""","Non-Special Education","*"
"Wethersfield School District","Alfred W. Hanmer School","=""1590811""","Special Education","*"
"Wethersfield School District","Charles Wright School","=""1591011""","Non-Special Education","*"
"Wethersfield School District","Charles Wright School","=""1591011""","Special Education","*"
"Wethersfield School District","Emerson-Williams School","=""1590211""","Non-Special Education","*"
"Wethersfield School District","Emerson-Williams School","=""1590211""","Special Education","*"
"Wethersfield School District","Highcrest School","=""1591111""","Non-Special Education","*"
"Wethersfield School District","Highcrest School","=""1591111""","Special Education","*"
"Wethersfield School District","Samuel B. Webb Elementary School","=""1591211""","Non-Special Education",3.6
"Wethersfield School District","Samuel B. Webb Elementary School","=""1591211""","Special Education",14.6
"Wethersfield School District","Silas Deane Middle School","=""1595211""","Non-Special Education",7.4
"Wethersfield School District","Silas Deane Middle School","=""1595211""","Special Education",15.9
"Wethersfield School District","Wethersfield High School","=""1596111""","Non-Special Education",16.3
"Wethersfield School District","Wethersfield High School","=""1596111""","Special Education",31.8
"Willington School District","Center School","=""1600111""","Non-Special Education",4.8
"Willington School District","Center School","=""1600111""","Special Education","*"
"Willington School District","Hall Memorial School","=""1605111""","Non-Special Education","*"
"Willington School District","Hall Memorial School","=""1605111""","Special Education","*"
"Wilton School District","Middlebrook School","=""1615211""","Non-Special Education",3.1
"Wilton School District","Middlebrook School","=""1615211""","Special Education","*"
"Wilton School District","Cider Mill School","=""1610711""","Non-Special Education",1.5
"Wilton School District","Cider Mill School","=""1610711""","Special Education",6.5
"Wilton School District","Miller-Driscoll School","=""1610511""","Non-Special Education",2.6
"Wilton School District","Miller-Driscoll School","=""1610511""","Special Education",6.7
"Wilton School District","Wilton High School","=""1616111""","Non-Special Education",47.9
"Wilton School District","Wilton High School","=""1616111""","Special Education",50.8
"Winchester School District","Batcheller Early Education Center","=""1620411""","Non-Special Education","*"
"Winchester School District","Batcheller Early Education Center","=""1620411""","Special Education","*"
"Winchester School District","Mary P. Hinsdale School","=""1620211""","Non-Special Education","*"
"Winchester School District","Mary P. Hinsdale School","=""1620211""","Special Education","*"
"Winchester School District","Pearson Middle School","=""1625111""","Non-Special Education","*"
"Winchester School District","Pearson Middle School","=""1625111""","Special Education",0.0
"Winchester School District","WISE Academy","=""1620111""","Non-Special Education","*"
"Winchester School District","WISE Academy","=""1620111""","Special Education","*"
"Windham School District","Natchaug School","=""1630111""","Non-Special Education",19.5
"Windham School District","Natchaug School","=""1630111""","Special Education",37.3
"Windham School District","North Windham School","=""1630311""","Non-Special Education",10.7
"Windham School District","North Windham School","=""1630311""","Special Education",11.5
"Windham School District","W. B. Sweeney School","=""1630611""","Non-Special Education",17.3
"Windham School District","W. B. Sweeney School","=""1630611""","Special Education",25.0
"Windham School District","Windham Center School","=""1630511""","Non-Special Education",8.9
"Windham School District","Windham Center School","=""1630511""","Special Education",24.3
"Windham School District","Windham High School","=""1636111""","Non-Special Education",28.0
"Windham School District","Windham High School","=""1636111""","Special Education",40.7
"Windham School District","Windham Middle School","=""1635111""","Non-Special Education",14.7
"Windham School District","Windham Middle School","=""1635111""","Special Education",21.2
"Windsor Locks School District","North Street School","=""1650111""","Non-Special Education",9.2
"Windsor Locks School District","North Street School","=""1650111""","Special Education","*"
"Windsor Locks School District","South Elementary School","=""1650411""","Non-Special Education",4.5
"Windsor Locks School District","South Elementary School","=""1650411""","Special Education",15.7
