"Chronic Absenteeism, 2014-15"
", All Schools, Gender"

"District","District Code","School","School Code","Gender","% Chronically Absent"
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""","Male",2.8
"Weston School District","=""1570011""","Weston Middle School","=""1575111""","Female",11.5
"Weston School District","=""1570011""","Weston Middle School","=""1575111""","Male",6.6
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""","Female",2.2
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""","Male",2.7
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""","Female","*"
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""","Male","*"
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""","Female",2.6
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""","Male",2.9
"Westport School District","=""1580011""","Green's Farms School","=""1580411""","Female",3.0
"Westport School District","=""1580011""","Green's Farms School","=""1580411""","Male",0.0
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""","Female","*"
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""","Male","*"
"Westport School District","=""1580011""","Long Lots School","=""1580711""","Female","*"
"Westport School District","=""1580011""","Long Lots School","=""1580711""","Male","*"
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""","Female","*"
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""","Male","*"
"Westport School District","=""1580011""","Staples High School","=""1586111""","Female",1.5
"Westport School District","=""1580011""","Staples High School","=""1586111""","Male",1.3
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""","Female","*"
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""","Male","*"
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""","Female","*"
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""","Male","*"
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""","Female","*"
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""","Male","*"
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""","Female","*"
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""","Male","*"
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""","Female",0.0
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""","Male","*"
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""","Female",3.6
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""","Male",3.9
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","Female",6.4
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","Male",5.5
"Willington School District","=""1600011""","Center School","=""1600111""","Female","*"
"Willington School District","=""1600011""","Center School","=""1600111""","Male",7.0
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""","Female",9.4
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""","Male",6.7
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""","Female",1.6
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""","Male",1.9
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""","Female",1.6
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""","Male",2.1
"Wilton School District","=""1610011""","Miller-Driscoll School","=""1610511""","Female",3.8
"Wilton School District","=""1610011""","Miller-Driscoll School","=""1610511""","Male",3.8
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","Female",7.8
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","Male",6.6
"Wilton School District","=""1610011""","Wilton-Westport Evening School","=""1610111""","Female","*"
"Wilton School District","=""1610011""","Wilton-Westport Evening School","=""1610111""","Male","*"
"Winchester School District","=""1620011""","Batcheller Early Education Center","=""1620411""","Female",13.6
"Winchester School District","=""1620011""","Batcheller Early Education Center","=""1620411""","Male",10.8
"Winchester School District","=""1620011""","Mary P. Hinsdale School","=""1620211""","Female",0.0
"Winchester School District","=""1620011""","Mary P. Hinsdale School","=""1620211""","Male",5.3
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""","Female","*"
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""","Male","*"
"Winchester School District","=""1620011""","WISE Academy","=""1620111""","Female","*"
"Winchester School District","=""1620011""","WISE Academy","=""1620111""","Male","*"
"Windham School District","=""1630011""","Charles H. Barrows STEM Academy","=""1630411""","Female",4.7
"Windham School District","=""1630011""","Charles H. Barrows STEM Academy","=""1630411""","Male",6.3
"Windham School District","=""1630011""","Natchaug School","=""1630111""","Female",10.1
"Windham School District","=""1630011""","Natchaug School","=""1630111""","Male",6.3
"Windham School District","=""1630011""","North Windham ASD Program","=""1630811""","Female","*"
"Windham School District","=""1630011""","North Windham ASD Program","=""1630811""","Male","*"
"Windham School District","=""1630011""","North Windham School","=""1630311""","Female",14.0
"Windham School District","=""1630011""","North Windham School","=""1630311""","Male",9.6
"Windham School District","=""1630011""","Sweeney Medically Fragile Program","=""1630911""","Female","*"
"Windham School District","=""1630011""","Sweeney Medically Fragile Program","=""1630911""","Male","*"
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""","Female",13.3
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""","Male",13.7
"Windham School District","=""1630011""","Windham Center School","=""1630511""","Female",19.5
"Windham School District","=""1630011""","Windham Center School","=""1630511""","Male",16.6
"Windham School District","=""1630011""","Windham High School","=""1636111""","Female",26.2
"Windham School District","=""1630011""","Windham High School","=""1636111""","Male",21.9
"Windham School District","=""1630011""","Windham Middle School","=""1635111""","Female",18.9
"Windham School District","=""1630011""","Windham Middle School","=""1635111""","Male",20.8
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""","Female","*"
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""","Male",11.4
"Windsor Locks School District","=""1650011""","Pine Meadow Academy","=""1650611""","Female","*"
"Windsor Locks School District","=""1650011""","Pine Meadow Academy","=""1650611""","Male","*"
"Windsor Locks School District","=""1650011""","RISE Transition Academy","=""1650211""","Female","*"
"Windsor Locks School District","=""1650011""","RISE Transition Academy","=""1650211""","Male","*"
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""","Female",6.3
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""","Male",5.4
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","Female",23.9
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","Male",16.6
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""","Female",12.8
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""","Male",9.3
"Windsor School District","=""1640011""","Clover Street School","=""1640111""","Female",5.2
"Windsor School District","=""1640011""","Clover Street School","=""1640111""","Male",5.2
"Windsor School District","=""1640011""","Community Based Transition Academy","=""1640211""","Female","*"
"Windsor School District","=""1640011""","Community Based Transition Academy","=""1640211""","Male","*"
"Windsor School District","=""1640011""","Expulsion","=""1640411""","Female","*"
"Windsor School District","=""1640011""","Expulsion","=""1640411""","Male","*"
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""","Female",5.3
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""","Male",3.6
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""","Female",7.9
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""","Male",6.8
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""","Female",6.5
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""","Male",10.2
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""","Female",6.3
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""","Male",7.4
"Windsor School District","=""1640011""","Spark","=""1640311""","Female","*"
"Windsor School District","=""1640011""","Spark","=""1640311""","Male","*"
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","Female",10.4
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","Male",9.1
"Wolcott School District","=""1660011""","ABC Classroom","=""1660311""","Female","*"
"Wolcott School District","=""1660011""","ABC Classroom","=""1660311""","Male","*"
"Wolcott School District","=""1660011""","Alcott School","=""1660611""","Female","*"
"Wolcott School District","=""1660011""","Alcott School","=""1660611""","Male","*"
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""","Female","*"
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""","Male","*"
