"Chronic Absenteeism, 2011-12"
"State of Connecticut, All Schools, Special Education Status"

"Organization","School","School Code","Special Education Status","% Chronically Absent"
"West Haven School District","West Haven High School","=""1566111""","Non-Special Education",18.9
"West Haven School District","West Haven High School","=""1566111""","Special Education",25.7
"Westbrook School District","Daisy Ingraham School","=""1540211""","Non-Special Education","*"
"Westbrook School District","Daisy Ingraham School","=""1540211""","Special Education","*"
"Westbrook School District","Westbrook High School","=""1546111""","Non-Special Education","*"
"Westbrook School District","Westbrook High School","=""1546111""","Special Education","*"
"Westbrook School District","Westbrook Middle School","=""1545111""","Non-Special Education","*"
"Westbrook School District","Westbrook Middle School","=""1545111""","Special Education","*"
"Weston School District","Hurlbutt Elementary School","=""1570111""","Non-Special Education","*"
"Weston School District","Hurlbutt Elementary School","=""1570111""","Special Education","*"
"Weston School District","Weston High School","=""1576111""","Non-Special Education","*"
"Weston School District","Weston High School","=""1576111""","Special Education","*"
"Weston School District","Weston Intermediate School","=""1570211""","Non-Special Education","*"
"Weston School District","Weston Intermediate School","=""1570211""","Special Education","*"
"Weston School District","Weston Middle School","=""1575111""","Non-Special Education",9.9
"Weston School District","Weston Middle School","=""1575111""","Special Education",14.3
"Westport School District","Bedford Middle School","=""1585111""","Non-Special Education",2.8
"Westport School District","Bedford Middle School","=""1585111""","Special Education",6.7
"Westport School District","Coleytown Elementary School","=""1580311""","Non-Special Education","*"
"Westport School District","Coleytown Elementary School","=""1580311""","Special Education","*"
"Westport School District","Coleytown Middle School","=""1585311""","Non-Special Education",2.9
"Westport School District","Coleytown Middle School","=""1585311""","Special Education",0.0
"Westport School District","Green's Farms School","=""1580411""","Non-Special Education","*"
"Westport School District","Green's Farms School","=""1580411""","Special Education","*"
"Westport School District","King's Highway Elementary School","=""1580511""","Non-Special Education","*"
"Westport School District","King's Highway Elementary School","=""1580511""","Special Education","*"
"Westport School District","Long Lots School","=""1580711""","Non-Special Education","*"
"Westport School District","Long Lots School","=""1580711""","Special Education","*"
"Westport School District","Saugatuck Elementary School","=""1580811""","Non-Special Education","*"
"Westport School District","Saugatuck Elementary School","=""1580811""","Special Education",0.0
"Westport School District","Staples High School","=""1586111""","Non-Special Education",1.6
"Westport School District","Staples High School","=""1586111""","Special Education",4.2
"Wethersfield School District","Alfred W. Hanmer School","=""1590811""","Non-Special Education","*"
"Wethersfield School District","Alfred W. Hanmer School","=""1590811""","Special Education","*"
"Wethersfield School District","Charles Wright School","=""1591011""","Non-Special Education","*"
"Wethersfield School District","Charles Wright School","=""1591011""","Special Education","*"
"Wethersfield School District","Emerson-Williams School","=""1590211""","Non-Special Education","*"
"Wethersfield School District","Emerson-Williams School","=""1590211""","Special Education",0.0
"Wethersfield School District","Highcrest School","=""1591111""","Non-Special Education","*"
"Wethersfield School District","Highcrest School","=""1591111""","Special Education","*"
"Wethersfield School District","Samuel B. Webb Elementary School","=""1591211""","Non-Special Education","*"
"Wethersfield School District","Samuel B. Webb Elementary School","=""1591211""","Special Education","*"
"Wethersfield School District","Silas Deane Middle School","=""1595211""","Non-Special Education",6.1
"Wethersfield School District","Silas Deane Middle School","=""1595211""","Special Education",11.3
"Wethersfield School District","Wethersfield High School","=""1596111""","Non-Special Education",5.8
"Wethersfield School District","Wethersfield High School","=""1596111""","Special Education",15.2
"Willington School District","Center School","=""1600111""","Non-Special Education",4.1
"Willington School District","Center School","=""1600111""","Special Education","*"
"Willington School District","Hall Memorial School","=""1605111""","Non-Special Education","*"
"Willington School District","Hall Memorial School","=""1605111""","Special Education","*"
"Wilton School District","Middlebrook School","=""1615211""","Non-Special Education",5.9
"Wilton School District","Middlebrook School","=""1615211""","Special Education","*"
"Wilton School District","Cider Mill School","=""1610711""","Non-Special Education",3.0
"Wilton School District","Cider Mill School","=""1610711""","Special Education",7.0
"Wilton School District","Miller-Driscoll School","=""1610511""","Non-Special Education","*"
"Wilton School District","Miller-Driscoll School","=""1610511""","Special Education","*"
"Wilton School District","Wilton High School","=""1616111""","Non-Special Education",41.6
"Wilton School District","Wilton High School","=""1616111""","Special Education",35.8
"Winchester School District","Batcheller Early Education Center","=""1620411""","Non-Special Education",11.0
"Winchester School District","Batcheller Early Education Center","=""1620411""","Special Education",31.4
"Winchester School District","Mary P. Hinsdale School","=""1620211""","Non-Special Education",6.9
"Winchester School District","Mary P. Hinsdale School","=""1620211""","Special Education",15.7
"Winchester School District","Pearson Middle School","=""1625111""","Non-Special Education",10.1
"Winchester School District","Pearson Middle School","=""1625111""","Special Education",12.2
"Windham School District","Natchaug School","=""1630111""","Non-Special Education",20.7
"Windham School District","Natchaug School","=""1630111""","Special Education",28.9
"Windham School District","North Windham School","=""1630311""","Non-Special Education",8.6
"Windham School District","North Windham School","=""1630311""","Special Education",14.0
"Windham School District","Partial Day Program","=""1638411""","Non-Special Education","*"
"Windham School District","Partial Day Program","=""1638411""","Special Education","*"
"Windham School District","W. B. Sweeney School","=""1630611""","Non-Special Education",9.8
