"Chronic Absenteeism, 2015-16"
"State of Connecticut, All Schools, Special Education Status"

"Organization","School","School Code","Special Education Status","% Chronically Absent"
"West Hartford School District","Charter Oak International Academy","=""1550511""","Special Education","*"
"West Hartford School District","Conard High School","=""1556111""","Non-Special Education",4.6
"West Hartford School District","Conard High School","=""1556111""","Special Education",16.9
"West Hartford School District","Duffy School","=""1550611""","Non-Special Education","*"
"West Hartford School District","Duffy School","=""1550611""","Special Education","*"
"West Hartford School District","Hall High School","=""1556211""","Non-Special Education",5.6
"West Hartford School District","Hall High School","=""1556211""","Special Education",10.3
"West Hartford School District","King Philip Middle School","=""1555111""","Non-Special Education",3.7
"West Hartford School District","King Philip Middle School","=""1555111""","Special Education",6.6
"West Hartford School District","Morley School","=""1550911""","Non-Special Education","*"
"West Hartford School District","Morley School","=""1550911""","Special Education","*"
"West Hartford School District","Norfeldt School","=""1551011""","Non-Special Education","*"
"West Hartford School District","Norfeldt School","=""1551011""","Special Education","*"
"West Hartford School District","Sedgwick Middle School","=""1555211""","Non-Special Education",4.0
"West Hartford School District","Sedgwick Middle School","=""1555211""","Special Education",19.3
"West Hartford School District","Webster Hill School","=""1551211""","Non-Special Education","*"
"West Hartford School District","Webster Hill School","=""1551211""","Special Education","*"
"West Hartford School District","Whiting Lane School","=""1551311""","Non-Special Education","*"
"West Hartford School District","Whiting Lane School","=""1551311""","Special Education","*"
"West Hartford School District","Wolcott School","=""1551511""","Non-Special Education","*"
"West Hartford School District","Wolcott School","=""1551511""","Special Education","*"
"West Hartford School District","Braeburn Learning Center","=""1559311""","Special Education","*"
"West Hartford School District","Norfeldt Learning Center","=""1559411""","Special Education","*"
"West Hartford School District","Strive-West Hartford","=""1559211""","Special Education",68.8
"West Hartford School District","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""","Special Education","*"
"West Hartford School District","Whiting Lane Learning Center","=""1559511""","Special Education","*"
"West Hartford School District","Wolcott Learning Center","=""1559611""","Special Education","*"
"West Haven School District","Washington School","=""1561211""","Non-Special Education",10.8
"West Haven School District","Washington School","=""1561211""","Special Education",14.0
"West Haven School District","Life Skills","=""1560111""","Special Education","*"
"West Haven School District","Alma E. Pagels School","=""1560811""","Non-Special Education",7.9
"West Haven School District","Alma E. Pagels School","=""1560811""","Special Education",20.0
"West Haven School District","Blended (Molloy)","=""1560511""","Non-Special Education","*"
"West Haven School District","Blended (Molloy)","=""1560511""","Special Education","*"
"West Haven School District","Blended","=""1560711""","Non-Special Education","*"
"West Haven School District","Blended","=""1560711""","Special Education","*"
"West Haven School District","Carrigan 5/6 Intermediate School","=""1565311""","Non-Special Education",10.0
"West Haven School District","Carrigan 5/6 Intermediate School","=""1565311""","Special Education",16.7
"West Haven School District","Edith E. Mackrille School","=""1560611""","Non-Special Education","*"
"West Haven School District","Edith E. Mackrille School","=""1560611""","Special Education","*"
"West Haven School District","Forest School","=""1560311""","Non-Special Education","*"
"West Haven School District","Forest School","=""1560311""","Special Education","*"
"West Haven School District","Harry M. Bailey Middle School","=""1565111""","Non-Special Education",12.7
"West Haven School District","Harry M. Bailey Middle School","=""1565111""","Special Education",23.1
"West Haven School District","PACE","=""1560211""","Non-Special Education","*"
"West Haven School District","PACE","=""1560211""","Special Education","*"
"West Haven School District","Savin Rock Community School","=""1561411""","Non-Special Education",8.2
"West Haven School District","Savin Rock Community School","=""1561411""","Special Education",10.7
"West Haven School District","Seth G. Haley School","=""1560411""","Non-Special Education",7.5
"West Haven School District","Seth G. Haley School","=""1560411""","Special Education",13.8
"West Haven School District","West Haven High School","=""1566111""","Non-Special Education",9.2
"West Haven School District","West Haven High School","=""1566111""","Special Education",24.0
"West Haven School District","ASD Lab","=""1561111""","Special Education","*"
"Westbrook School District","Daisy Ingraham School","=""1540211""","Non-Special Education","*"
"Westbrook School District","Daisy Ingraham School","=""1540211""","Special Education","*"
"Westbrook School District","Westbrook High School","=""1546111""","Non-Special Education",6.3
"Westbrook School District","Westbrook High School","=""1546111""","Special Education",19.4
"Westbrook School District","Westbrook Middle School","=""1545111""","Non-Special Education","*"
"Westbrook School District","Westbrook Middle School","=""1545111""","Special Education","*"
"Weston School District","Hurlbutt Elementary School","=""1570111""","Non-Special Education","*"
"Weston School District","Hurlbutt Elementary School","=""1570111""","Special Education","*"
"Weston School District","Weston High School","=""1576111""","Non-Special Education",4.7
"Weston School District","Weston High School","=""1576111""","Special Education",13.2
"Weston School District","Weston Intermediate School","=""1570211""","Non-Special Education","*"
"Weston School District","Weston Intermediate School","=""1570211""","Special Education","*"
"Weston School District","Weston Middle School","=""1575111""","Non-Special Education","*"
"Weston School District","Weston Middle School","=""1575111""","Special Education","*"
"Westport School District","Bedford Middle School","=""1585111""","Non-Special Education",3.8
"Westport School District","Bedford Middle School","=""1585111""","Special Education",7.2
"Westport School District","Coleytown Elementary School","=""1580311""","Non-Special Education","*"
"Westport School District","Coleytown Elementary School","=""1580311""","Special Education","*"
"Westport School District","Coleytown Middle School","=""1585311""","Non-Special Education","*"
"Westport School District","Coleytown Middle School","=""1585311""","Special Education","*"
"Westport School District","Green's Farms School","=""1580411""","Non-Special Education","*"
