"Chronic Absenteeism, Trend"
"State of Connecticut, All Schools, Gender"

"",,,,"% Chronically Absent",,,,
"Voluntown School District","Voluntown Elementary School","=""1470111""","Male",8.6,8.5,8.5,"*","*"
"Wallingford School District","Highland School","=""1480211""","Female",13.5,12.7,"*","*","*"
"Wallingford School District","Highland School","=""1480211""","Male",7.4,11.0,"*","*","*"
"Wallingford School District","A.R.T.S. Academy","=""1489011""","Female","*","*","*","*","*"
"Wallingford School District","A.R.T.S. Academy","=""1489011""","Male","*","*","*","*","*"
"Wallingford School District","Cook Hill School","=""1481011""","Female",8.6,12.6,"*","*","*"
"Wallingford School District","Cook Hill School","=""1481011""","Male",6.2,13.9,"*","*","*"
"Wallingford School District","Dag  Hammarskjold Middle School","=""1485211""","Female",9.5,9.7,4.3,3.8,"N/A"
"Wallingford School District","Dag  Hammarskjold Middle School","=""1485211""","Male",8.4,8.0,3.7,3.2,"N/A"
"Wallingford School District","Evarts C. Stevens School","=""1480911""","Female",9.6,9.5,4.7,4.3,"*"
"Wallingford School District","Evarts C. Stevens School","=""1480911""","Male",11.2,8.3,4.3,4.8,"*"
"Wallingford School District","James H. Moran Middle School","=""1485311""","Female",9.7,10.0,5.0,3.7,3.7
"Wallingford School District","James H. Moran Middle School","=""1485311""","Male",9.1,10.6,5.9,5.2,4.7
"Wallingford School District","Lyman Hall High School","=""1486111""","Female",12.7,8.7,7.4,7.7,6.9
"Wallingford School District","Lyman Hall High School","=""1486111""","Male",11.4,8.3,7.1,6.4,6.9
"Wallingford School District","Mark T. Sheehan High School","=""1486211""","Female",7.5,6.8,7.7,6.6,6.0
"Wallingford School District","Mark T. Sheehan High School","=""1486211""","Male",9.7,7.1,8.7,8.9,7.3
"Wallingford School District","Moses Y. Beach School","=""1480111""","Female",16.1,5.6,"*","*","*"
"Wallingford School District","Moses Y. Beach School","=""1480111""","Male",17.3,6.8,"*","*","*"
"Wallingford School District","Multi-Vocational Life Skills Program","=""1489111""","Female","*","*","*","*","*"
"Wallingford School District","Multi-Vocational Life Skills Program","=""1489111""","Male","*","*","*","*","*"
"Wallingford School District","Parker Farms School","=""1480311""","Female",12.7,12.4,4.3,4.5,"*"
"Wallingford School District","Parker Farms School","=""1480311""","Male",13.8,13.6,5.7,4.5,"*"
"Wallingford School District","Pond Hill School","=""1481211""","Female",12.3,17.6,4.3,"*","*"
"Wallingford School District","Pond Hill School","=""1481211""","Male",14.7,15.6,3.3,"*","*"
"Wallingford School District","Rock Hill School","=""1480411""","Female",13.2,12.8,"*",4.5,"*"
"Wallingford School District","Rock Hill School","=""1480411""","Male",7.7,13.1,"*",4.4,"*"
"Wallingford School District","Yalesville School","=""1480811""","Female","*","*","*","*","*"
"Wallingford School District","Yalesville School","=""1480811""","Male","*","*","*","*","*"
"Wallingford School District","Harvest Park","=""1489211""","Female","N/A","N/A","N/A","*","N/A"
"Wallingford School District","Harvest Park","=""1489211""","Male","*","*","*","*","*"
"Wallingford School District","Education Enhancement Program","=""1480511""","Female","N/A","N/A","N/A","*","*"
"Wallingford School District","Education Enhancement Program","=""1480511""","Male","N/A","N/A","N/A","*","*"
"Wallingford School District","Dag Hammarskjold Middle School","=""1485211""","Female","N/A","N/A","N/A","N/A",5.4
"Wallingford School District","Dag Hammarskjold Middle School","=""1485211""","Male","N/A","N/A","N/A","N/A",5.9
"Waterbury School District","SAGE","=""3480415""","Male","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Bridgeport Detention Center","=""3480115""","Female","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Bridgeport Detention Center","=""3480115""","Male","N/A","N/A","N/A","N/A","*"
"Waterbury School District","West Side Middle School","=""1515211""","Female",19.9,18.6,17.8,13.9,16.5
"Waterbury School District","West Side Middle School","=""1515211""","Male",23.6,25.1,24.8,22.1,22.7
"Waterbury School District","Washington School","=""1512311""","Female","*",13.3,11.7,8.9,11.0
"Waterbury School District","Washington School","=""1512311""","Male",9.5,13.5,15.3,15.0,14.8
"Waterbury School District","B. W. Tinker School","=""1512111""","Female",4.7,8.7,10.6,8.2,6.1
"Waterbury School District","B. W. Tinker School","=""1512111""","Male",5.4,8.5,10.6,10.2,8.5
"Waterbury School District","Bucks Hill School","=""1510511""","Female",15.2,12.1,13.9,17.2,11.9
"Waterbury School District","Bucks Hill School","=""1510511""","Male",15.3,12.9,14.6,15.5,11.9
"Waterbury School District","Bunker Hill School","=""1510611""","Female",15.5,18.3,21.6,18.2,8.6
"Waterbury School District","Bunker Hill School","=""1510611""","Male",15.7,20.0,19.9,23.2,12.7
"Waterbury School District","Carrington School","=""1512711""","Female",12.1,15.2,9.6,10.5,5.9
"Waterbury School District","Carrington School","=""1512711""","Male",11.5,8.7,7.8,7.8,7.0
"Waterbury School District","Crosby High School","=""1516211""","Female",28.8,33.0,33.9,35.6,31.0
"Waterbury School District","Crosby High School","=""1516211""","Male",29.4,30.4,28.2,33.7,32.9
"Waterbury School District","Driggs School","=""1510911""","Female",26.6,21.7,23.1,15.2,18.9
"Waterbury School District","Driggs School","=""1510911""","Male",21.5,15.7,29.9,17.7,22.1
"Waterbury School District","Duggan School","=""1511611""","Female",11.1,9.7,16.7,7.6,7.6
"Waterbury School District","Duggan School","=""1511611""","Male",16.4,13.5,18.8,11.1,11.3
"Waterbury School District","Enlightenment School","=""1519111""","Female",90.4,98.7,93.2,95.9,97.1
"Waterbury School District","Enlightenment School","=""1519111""","Male",83.6,90.8,90.4,92.5,93.7
"Waterbury School District","F. J. Kingsbury School","=""1511411""","Female",12.9,13.9,17.8,9.6,6.0
"Waterbury School District","F. J. Kingsbury School","=""1511411""","Male",10.6,17.5,10.8,16.4,8.1
"Waterbury School District","Gilmartin School","=""1512611""","Female",11.4,11.8,9.3,7.6,6.9
"Waterbury School District","Gilmartin School","=""1512611""","Male",9.2,10.5,12.7,16.6,11.4
"Waterbury School District","H. S. Chase School","=""1510711""","Female",8.3,10.0,8.4,7.3,4.9
"Waterbury School District","H. S. Chase School","=""1510711""","Male",7.7,8.7,8.0,8.3,4.9
"Waterbury School District","Hopeville School","=""1511311""","Female",11.7,12.9,19.5,16.9,14.2
"Waterbury School District","Hopeville School","=""1511311""","Male",18.6,16.0,22.2,17.7,13.2
"Waterbury School District","John F. Kennedy High School","=""1516411""","Female",24.4,27.8,29.9,25.2,30.2
"Waterbury School District","John F. Kennedy High School","=""1516411""","Male",23.6,26.7,29.8,28.7,31.6
"Waterbury School District","Maloney Interdistrict Magnet School","=""1513111""","Female",4.0,"*",3.0,"*",2.7
"Waterbury School District","Maloney Interdistrict Magnet School","=""1513111""","Male",2.5,"*",2.4,"*",3.5
"Waterbury School District","Margaret M. Generali Elementary School","=""1511111""","Female",7.8,8.4,9.2,12.2,6.0
"Waterbury School District","Margaret M. Generali Elementary School","=""1511111""","Male",6.1,12.6,9.9,13.2,4.6
"Waterbury School District","Michael F. Wallace Middle School","=""1515111""","Female",20.0,20.0,19.8,16.6,13.0
"Waterbury School District","Michael F. Wallace Middle School","=""1515111""","Male",22.1,20.5,25.5,21.6,17.8
"Waterbury School District","North End Middle School","=""1515311""","Female",22.3,23.7,20.4,15.0,16.7
"Waterbury School District","North End Middle School","=""1515311""","Male",19.4,21.4,21.6,19.5,22.1
"Waterbury School District","Regan School","=""1512811""","Female",12.1,6.2,11.5,7.4,4.5
"Waterbury School District","Regan School","=""1512811""","Male",7.3,7.4,10.4,13.4,4.5
"Waterbury School District","Rotella Interdistrict Magnet School","=""1513311""","Female","*",3.4,3.5,"*","*"
"Waterbury School District","Rotella Interdistrict Magnet School","=""1513311""","Male","*",2.8,2.3,"*","*"
"Waterbury School District","Sprague School","=""1512011""","Female",14.0,16.2,17.8,17.5,6.0
"Waterbury School District","Sprague School","=""1512011""","Male",12.4,25.5,20.5,13.4,6.4
"Waterbury School District","State Street School","=""1519011""","Female","*","*","*",87.0,81.8
"Waterbury School District","State Street School","=""1519011""","Male","*","*","*",79.5,80.5
"Waterbury School District","Walsh School","=""1512211""","Female",19.8,12.8,22.3,17.3,11.8
"Waterbury School District","Walsh School","=""1512211""","Male",19.9,22.8,25.4,25.8,13.9
"Waterbury School District","Waterbury Arts Magnet School (High)","=""1516011""","Female",18.6,16.8,16.4,15.3,10.1
"Waterbury School District","Waterbury Arts Magnet School (High)","=""1516011""","Male",10.0,19.8,15.6,8.8,11.2
"Waterbury School District","Waterbury Arts Magnet School (Middle)","=""1515011""","Female",9.7,8.3,7.0,"*",5.9
"Waterbury School District","Waterbury Arts Magnet School (Middle)","=""1515011""","Male",7.8,9.4,7.8,"*",7.8
"Waterbury School District","Wendell L. Cross School","=""1510811""","Female",4.3,5.7,7.8,7.9,4.5
"Waterbury School District","Wendell L. Cross School","=""1510811""","Male",8.8,8.9,5.9,10.3,3.6
"Waterbury School District","Wilby High School","=""1516311""","Female",30.9,40.5,45.9,42.5,37.3
"Waterbury School District","Wilby High School","=""1516311""","Male",29.5,34.0,42.2,37.3,31.6
"Waterbury School District","Woodrow Wilson School","=""1513211""","Female",10.5,17.7,20.6,19.8,9.2
"Waterbury School District","Woodrow Wilson School","=""1513211""","Male",13.3,20.1,19.3,17.9,11.4
"Waterbury School District","Reed School","=""1513411""","Female","N/A",16.4,10.0,13.1,7.2
"Waterbury School District","Reed School","=""1513411""","Male","N/A",14.7,13.6,16.2,12.4
"Waterbury School District","Waterbury Career Academy","=""1516711""","Female","N/A","N/A",10.8,5.1,6.0
"Waterbury School District","Waterbury Career Academy","=""1516711""","Male","N/A","N/A",7.3,3.5,4.1
"Waterbury School District","B.W. Tinker BDLC","=""1510411""","Female","N/A","N/A","N/A","N/A","*"
"Waterbury School District","B.W. Tinker BDLC","=""1510411""","Male","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Bucks Hill Bilingual","=""1514311""","Female","N/A","N/A","N/A","N/A",16.0
"Waterbury School District","Bucks Hill Bilingual","=""1514311""","Male","N/A","N/A","N/A","N/A",7.2
"Waterbury School District","Bunker Hill BDLC","=""1510111""","Female","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Bunker Hill BDLC","=""1510111""","Male","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Carrington ESC","=""1511911""","Female","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Carrington ESC","=""1511911""","Male","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Chase Bilingual","=""1514111""","Female","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Chase Bilingual","=""1514111""","Male","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Crosby Autism","=""1514511""","Female","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Crosby Autism","=""1514511""","Male","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Crosby NVCC (Waterbury Transition Learning Center)","=""1514011""","Female","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Crosby NVCC (Waterbury Transition Learning Center)","=""1514011""","Male","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Duggan CBL","=""1513611""","Female","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Duggan CBL","=""1513611""","Male","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Excel III","=""1513911""","Female","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Excel III","=""1513911""","Male","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Hopeville Bilingual","=""1514211""","Female","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Hopeville Bilingual","=""1514211""","Male","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Margaret M. Generali Autism","=""1513511""","Female","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Margaret M. Generali Autism","=""1513511""","Male","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Michael F. Wallace Autism","=""1512911""","Female","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Michael F. Wallace Autism","=""1512911""","Male","N/A","N/A","N/A","N/A","*"
"Waterbury School District","North End ESC","=""1511811""","Female","N/A","N/A","N/A","N/A","*"
"Waterbury School District","North End ESC","=""1511811""","Male","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Reed ESC","=""1512411""","Female","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Reed ESC","=""1512411""","Male","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Wilby ESC","=""1511711""","Female","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Wilby ESC","=""1511711""","Male","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Woodrow Wilson BDLC","=""1511211""","Male","N/A","N/A","N/A","N/A",42.9
"Waterford School District","Clark Lane Middle School","=""1525111""","Female",6.8,5.5,6.9,6.2,5.5
"Waterford School District","Clark Lane Middle School","=""1525111""","Male",5.0,7.0,7.6,6.5,6.1
"Waterford School District","Great Neck Elementary School","=""1520211""","Female","*",5.4,"*","*","*"
"Waterford School District","Great Neck Elementary School","=""1520211""","Male","*",0.0,"*","*","*"
"Waterford School District","Oswegatchie Elementary School","=""1520611""","Female",3.2,3.6,3.8,4.5,"*"
"Waterford School District","Oswegatchie Elementary School","=""1520611""","Male",5.7,3.5,3.7,4.1,"*"
"Waterford School District","Quaker Hill Elementary School","=""1520711""","Female",5.1,3.8,7.0,8.4,7.0
"Waterford School District","Quaker Hill Elementary School","=""1520711""","Male",5.0,5.0,3.5,4.5,3.7
"Waterford School District","Waterford High School","=""1526111""","Female",11.4,12.9,9.4,10.1,9.9
"Waterford School District","Waterford High School","=""1526111""","Male",11.3,13.8,4.6,5.3,7.5
"Waterford School District","Waterford High School Tutor Center","=""1521211""","Female","N/A","N/A","N/A","*","*"
"Waterford School District","Waterford High School Tutor Center","=""1521211""","Male","N/A","N/A","N/A","N/A","*"
"Waterford School District","Autism Class","=""1521111""","Male","N/A","N/A","N/A","*","*"
"Waterford School District","Avery Point Transition Program","=""1520311""","Female","N/A","N/A","N/A","N/A","*"
