"Chronic Absenteeism, 2014-15"
", All Schools, Free/Reduced Price Meal Eligibility"

"District","District Code","School","School Code","Free/Reduced Price Meal Eligibility","% Chronically Absent"
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","Eligible For Reduced Lunch",21.1
"West Hartford School District","=""1550011""","Smith School","=""1551711""","Eligible For Free Lunch",9.2
"West Hartford School District","=""1550011""","Smith School","=""1551711""","Not Eligible For Lunch",4.4
"West Hartford School District","=""1550011""","Smith School","=""1551711""","Eligible For Reduced Lunch","*"
"West Hartford School District","=""1550011""","Achieve","=""1559111""","Eligible For Free Lunch","*"
"West Hartford School District","=""1550011""","Achieve","=""1559111""","Not Eligible For Lunch","*"
"West Hartford School District","=""1550011""","REACH","=""1557311""","Eligible For Free Lunch","*"
"West Hartford School District","=""1550011""","REACH","=""1557311""","Not Eligible For Lunch","*"
"West Hartford School District","=""1550011""","REACH","=""1557311""","Eligible For Reduced Lunch","*"
"West Hartford School District","=""1550011""","Aiken School","=""1551611""","Eligible For Free Lunch","*"
"West Hartford School District","=""1550011""","Aiken School","=""1551611""","Not Eligible For Lunch",4.0
"West Hartford School District","=""1550011""","Aiken School","=""1551611""","Eligible For Reduced Lunch","*"
"West Hartford School District","=""1550011""","Braeburn Learning Center","=""1559311""","Eligible For Free Lunch","*"
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""","Eligible For Free Lunch","*"
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""","Not Eligible For Lunch",3.2
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""","Eligible For Reduced Lunch","*"
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""","Eligible For Free Lunch","*"
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""","Not Eligible For Lunch","*"
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""","Eligible For Reduced Lunch","*"
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""","Eligible For Free Lunch","*"
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""","Not Eligible For Lunch","*"
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""","Eligible For Reduced Lunch","*"
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""","Eligible For Free Lunch",4.5
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""","Not Eligible For Lunch",6.0
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""","Eligible For Reduced Lunch",0.0
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","Eligible For Free Lunch","*"
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","Not Eligible For Lunch",4.2
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","Eligible For Reduced Lunch","*"
"West Hartford School District","=""1550011""","Duffy School","=""1550611""","Eligible For Free Lunch","*"
"West Hartford School District","=""1550011""","Duffy School","=""1550611""","Not Eligible For Lunch",1.6
"West Hartford School District","=""1550011""","Duffy School","=""1550611""","Eligible For Reduced Lunch","*"
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","Eligible For Free Lunch",11.7
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","Not Eligible For Lunch",4.1
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","Eligible For Reduced Lunch",10.3
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""","Eligible For Free Lunch",9.8
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""","Not Eligible For Lunch",3.4
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""","Eligible For Reduced Lunch",0.0
"West Hartford School District","=""1550011""","Morley School","=""1550911""","Eligible For Free Lunch","*"
"West Hartford School District","=""1550011""","Morley School","=""1550911""","Not Eligible For Lunch","*"
"West Hartford School District","=""1550011""","Morley School","=""1550911""","Eligible For Reduced Lunch","*"
"West Hartford School District","=""1550011""","Norfeldt Learning Center","=""1559411""","Not Eligible For Lunch","*"
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""","Eligible For Free Lunch","*"
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""","Not Eligible For Lunch","*"
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""","Eligible For Reduced Lunch","*"
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""","Eligible For Free Lunch","*"
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""","Not Eligible For Lunch","*"
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""","Eligible For Reduced Lunch","*"
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""","Eligible For Free Lunch",16.8
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""","Not Eligible For Lunch","*"
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""","Eligible For Reduced Lunch","*"
"West Hartford School District","=""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""","Not Eligible For Lunch","*"
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""","Eligible For Free Lunch",13.8
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""","Not Eligible For Lunch","*"
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""","Eligible For Reduced Lunch","*"
"West Hartford School District","=""1550011""","Whiting Lane Learning Center","=""1559511""","Eligible For Free Lunch","*"
"West Hartford School District","=""1550011""","Whiting Lane Learning Center","=""1559511""","Not Eligible For Lunch","*"
"West Hartford School District","=""1550011""","Whiting Lane Learning Center","=""1559511""","Eligible For Reduced Lunch","*"
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""","Eligible For Free Lunch","*"
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""","Not Eligible For Lunch","*"
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""","Eligible For Reduced Lunch","*"
"West Hartford School District","=""1550011""","Wolcott Learning Center","=""1559611""","Not Eligible For Lunch","*"
"West Hartford School District","=""1550011""","Wolcott Learning Center","=""1559611""","Eligible For Reduced Lunch","*"
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""","Eligible For Free Lunch",8.3
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""","Not Eligible For Lunch",4.1
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""","Eligible For Reduced Lunch",0.0
"West Haven School District","=""1560011""","Washington School","=""1561211""","Eligible For Free Lunch",18.7
"West Haven School District","=""1560011""","Washington School","=""1561211""","Not Eligible For Lunch",12.6
"West Haven School District","=""1560011""","Washington School","=""1561211""","Eligible For Reduced Lunch","*"
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""","Eligible For Free Lunch",17.8
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""","Not Eligible For Lunch",8.4
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""","Eligible For Reduced Lunch",0.0
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""","Eligible For Free Lunch",18.2
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""","Not Eligible For Lunch",9.9
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""","Eligible For Reduced Lunch",8.2
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""","Eligible For Free Lunch","*"
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""","Not Eligible For Lunch","*"
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""","Eligible For Reduced Lunch","*"
"West Haven School District","=""1560011""","Forest School","=""1560311""","Eligible For Free Lunch",14.7
"West Haven School District","=""1560011""","Forest School","=""1560311""","Not Eligible For Lunch",8.9
"West Haven School District","=""1560011""","Forest School","=""1560311""","Eligible For Reduced Lunch",15.0
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""","Eligible For Free Lunch",25.7
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""","Not Eligible For Lunch",18.4
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""","Eligible For Reduced Lunch",16.9
"West Haven School District","=""1560011""","Life Skills","=""1560111""","Eligible For Free Lunch","*"
"West Haven School District","=""1560011""","Life Skills","=""1560111""","Not Eligible For Lunch","*"
"West Haven School District","=""1560011""","PACE","=""1560211""","Eligible For Free Lunch","*"
"West Haven School District","=""1560011""","PACE","=""1560211""","Not Eligible For Lunch","*"
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""","Eligible For Free Lunch",14.5
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""","Not Eligible For Lunch","*"
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""","Eligible For Reduced Lunch","*"
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""","Eligible For Free Lunch",16.4
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""","Not Eligible For Lunch","*"
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""","Eligible For Reduced Lunch","*"
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","Eligible For Free Lunch",22.2
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","Not Eligible For Lunch",13.4
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","Eligible For Reduced Lunch",14.7
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""","Eligible For Free Lunch","*"
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""","Not Eligible For Lunch","*"
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""","Eligible For Reduced Lunch","*"
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","Eligible For Free Lunch","*"
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","Not Eligible For Lunch",3.5
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","Eligible For Reduced Lunch","*"
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""","Eligible For Free Lunch","*"
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""","Not Eligible For Lunch","*"
