"Chronic Absenteeism, 2012-13"
", All Schools, Grade"

"District","District Code","School","School Code","Grade","% Chronically Absent"
"Vernon School District","=""1460011""","Center Road School","=""1461411""","Grade   5",0.0
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","Kindergarten","*"
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","Grade   1","*"
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","Grade   2","*"
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","Grade   3",0.0
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","Grade   4",0.0
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","Grade   5",0.0
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","Kindergarten",16.1
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","Grade   1","*"
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","Grade   2","*"
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","Grade   3","*"
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","Grade   4","*"
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","Grade   5","*"
"Vernon School District","=""1460011""","Next Step Program (AACBP)","=""1469011""","Grade 12","*"
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","Grade   9",12.7
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","Grade 10",11.2
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","Grade 11",12.2
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","Grade 12",22.6
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""","Kindergarten","*"
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""","Grade   1","*"
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""","Grade   2","*"
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""","Grade   3","*"
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""","Grade   4","*"
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""","Grade   5","*"
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""","Grade   6",2.8
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""","Grade   7",3.7
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""","Grade   8",8.7
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""","Kindergarten","*"
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""","Grade   1","*"
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""","Grade   2",0.0
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""","Grade   3","*"
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""","Grade   4","*"
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""","Grade   5","*"
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""","Grade   6","*"
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""","Grade   7","*"
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""","Grade   8","*"
"Wallingford School District","=""1480011""","Highland School","=""1480211""","Kindergarten",12.2
"Wallingford School District","=""1480011""","Highland School","=""1480211""","Grade   1",14.9
"Wallingford School District","=""1480011""","Highland School","=""1480211""","Grade   2",9.1
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","Grade   7","*"
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","Grade   8","*"
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","Grade   9","*"
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","Grade 10","*"
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","Grade 12","*"
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""","Kindergarten",13.5
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""","Grade   1",14.4
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""","Grade   2",11.6
"Wallingford School District","=""1480011""","Dag  Hammarskjold Middle School","=""1485211""","Grade   6",5.4
"Wallingford School District","=""1480011""","Dag  Hammarskjold Middle School","=""1485211""","Grade   7",11.0
"Wallingford School District","=""1480011""","Dag  Hammarskjold Middle School","=""1485211""","Grade   8",10.1
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""","Kindergarten",9.5
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""","Grade   1",5.4
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""","Grade   2",11.6
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""","Grade   3","*"
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""","Grade   4","*"
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""","Grade   5","*"
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""","Grade   6",9.7
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""","Grade   7",10.4
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""","Grade   8",10.8
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","Grade   9",8.6
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","Grade 10",11.1
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","Grade 11",6.0
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","Grade 12",8.1
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","Grade   9","*"
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","Grade 10",10.7
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","Grade 11",8.6
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","Grade 12","*"
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""","Kindergarten",6.3
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""","Grade   1",7.8
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""","Grade   2",4.9
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","=""1489111""","Grade 12","*"
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""","Grade   3",13.1
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""","Grade   4",16.5
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""","Grade   5",10.3
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""","Grade   3",13.8
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""","Grade   4",16.7
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""","Grade   5",20.0
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""","Grade   3",15.0
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""","Grade   4",10.7
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""","Grade   5",13.3
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""","Grade   3","*"
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""","Grade   4","*"
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""","Grade   5","*"
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""","Grade   6",18.2
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""","Grade   7",23.6
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""","Grade   8",23.4
"Waterbury School District","=""1510011""","Washington School","=""1512311""","Kindergarten",22.0
"Waterbury School District","=""1510011""","Washington School","=""1512311""","Grade   1",13.6
"Waterbury School District","=""1510011""","Washington School","=""1512311""","Grade   2",21.7
"Waterbury School District","=""1510011""","Washington School","=""1512311""","Grade   3",11.1
"Waterbury School District","=""1510011""","Washington School","=""1512311""","Grade   4","*"
"Waterbury School District","=""1510011""","Washington School","=""1512311""","Grade   5","*"
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""","Kindergarten",12.5
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""","Grade   1","*"
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""","Grade   2",7.9
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""","Grade   3","*"
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""","Grade   4",12.5
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""","Grade   5",7.1
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""","Kindergarten",16.4
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""","Grade   1",13.4
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""","Grade   2",14.3
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""","Grade   3","*"
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""","Grade   4","*"
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""","Grade   5",13.2
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""","Kindergarten",32.7
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""","Grade   1",20.0
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""","Grade   2",13.3
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""","Grade   3",15.7
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""","Grade   4",14.5
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""","Grade   5",14.3
"Waterbury School District","=""1510011""","Carrington School","=""1512711""","Kindergarten",19.8
"Waterbury School District","=""1510011""","Carrington School","=""1512711""","Grade   1",16.0
