"Chronic Absenteeism, Trend"
"State of Connecticut, All Schools, Race/Ethnicity"

"",,,,"% Chronically Absent",,,,
"Stamford School District","Roxbury School","=""1350911""","Asian","*","*","*","*","*"
"Stamford School District","Roxbury School","=""1350911""","Black or African American",12.1,22.9,12.8,17.2,16.0
"Stamford School District","Roxbury School","=""1350911""","Hispanic/Latino of any race",11.6,15.7,10.4,11.5,10.9
"Stamford School District","Roxbury School","=""1350911""","Two or More Races","*","*","*","*","*"
"Stamford School District","Roxbury School","=""1350911""","White",3.5,8.2,5.7,7.9,6.7
"Stamford School District","Springdale School","=""1351111""","American Indian or Alaska Native","N/A","N/A","*","*","*"
"Stamford School District","Springdale School","=""1351111""","Asian","*","*","*","*","*"
"Stamford School District","Springdale School","=""1351111""","Black or African American",9.6,14.7,"*","*",7.3
"Stamford School District","Springdale School","=""1351111""","Hispanic/Latino of any race",10.6,10.1,6.8,8.0,3.8
"Stamford School District","Springdale School","=""1351111""","Two or More Races","*","*","*","*","*"
"Stamford School District","Springdale School","=""1351111""","White",5.0,3.7,6.3,"*","*"
"Stamford School District","Stamford High School","=""1356111""","Asian","*","*","*","*","*"
"Stamford School District","Stamford High School","=""1356111""","Black or African American",8.4,14.7,13.8,13.4,11.3
"Stamford School District","Stamford High School","=""1356111""","Hispanic/Latino of any race",14.4,19.0,21.3,16.6,14.8
"Stamford School District","Stamford High School","=""1356111""","Two or More Races","*","*","*","*","*"
"Stamford School District","Stamford High School","=""1356111""","White","*",9.7,10.6,10.0,8.8
"Stamford School District","The Academy of Information Technology","=""1356411""","Asian","*","*","*","*","*"
"Stamford School District","The Academy of Information Technology","=""1356411""","Black or African American","*",20.2,"*","*",4.8
"Stamford School District","The Academy of Information Technology","=""1356411""","Hispanic/Latino of any race",5.1,19.2,5.9,6.3,4.1
"Stamford School District","The Academy of Information Technology","=""1356411""","Two or More Races","*","*","*","*","*"
"Stamford School District","The Academy of Information Technology","=""1356411""","White",3.4,19.5,7.6,8.8,11.2
"Stamford School District","Turn of River School","=""1355511""","Asian","*","*","*","*","*"
"Stamford School District","Turn of River School","=""1355511""","Black or African American",8.7,15.1,19.1,44.1,39.1
"Stamford School District","Turn of River School","=""1355511""","Hispanic/Latino of any race",15.5,19.7,14.7,32.8,26.0
"Stamford School District","Turn of River School","=""1355511""","Two or More Races","*","*","*","*","*"
"Stamford School District","Turn of River School","=""1355511""","White",14.0,12.2,10.5,24.2,24.3
"Stamford School District","Westhill High School","=""1356311""","American Indian or Alaska Native","N/A","N/A","*","*","*"
"Stamford School District","Westhill High School","=""1356311""","Asian","*","*","*","*","*"
"Stamford School District","Westhill High School","=""1356311""","Black or African American",16.6,26.9,18.2,17.8,17.4
"Stamford School District","Westhill High School","=""1356311""","Hispanic/Latino of any race",19.3,31.0,25.1,23.0,22.4
"Stamford School District","Westhill High School","=""1356311""","Two or More Races","*","*","*","*","*"
"Stamford School District","Westhill High School","=""1356311""","White",9.6,18.7,11.5,13.3,10.3
"Stamford School District","Westover School","=""1351411""","Asian","*","*",5.4,"*",5.6
"Stamford School District","Westover School","=""1351411""","Black or African American",5.7,10.6,"*",6.2,4.4
"Stamford School District","Westover School","=""1351411""","Hispanic/Latino of any race","*",11.8,8.0,7.5,5.1
"Stamford School District","Westover School","=""1351411""","Two or More Races","*","*","*","*","*"
"Stamford School District","Westover School","=""1351411""","White","*","*","*",5.0,"*"
"Stamford School District","Alternate Routes To Success","=""1350411""","American Indian or Alaska Native","N/A","N/A","N/A","N/A","*"
"Stamford School District","Alternate Routes To Success","=""1350411""","Asian","N/A","N/A","N/A","*","N/A"
"Stamford School District","Alternate Routes To Success","=""1350411""","Black or African American","N/A","N/A","N/A","*","*"
"Stamford School District","Alternate Routes To Success","=""1350411""","Hispanic/Latino of any race","N/A","N/A","N/A","*",24.1
"Stamford School District","Alternate Routes To Success","=""1350411""","Two or More Races","N/A","N/A","N/A","*","*"
"Stamford School District","Alternate Routes To Success","=""1350411""","White","N/A","N/A","N/A",0.0,"*"
"Stamford School District","Individuals Achieving Independence","=""1350211""","Black or African American","N/A","N/A","N/A","*","*"
"Stamford School District","Individuals Achieving Independence","=""1350211""","Hispanic/Latino of any race","N/A","N/A","N/A","*","*"
"Stamford School District","Individuals Achieving Independence","=""1350211""","White","N/A","N/A","N/A","*","*"
"Sterling School District","Sterling Community School","=""1360311""","American Indian or Alaska Native","*","*","*","*","*"
"Sterling School District","Sterling Community School","=""1360311""","Asian","*","*","*","*","*"
"Sterling School District","Sterling Community School","=""1360311""","Black or African American","*","*","*","*","*"
"Sterling School District","Sterling Community School","=""1360311""","Hispanic/Latino of any race","*","*","*","*","*"
"Sterling School District","Sterling Community School","=""1360311""","Two or More Races","*","*","*","*","*"
"Sterling School District","Sterling Community School","=""1360311""","White",8.4,4.6,6.7,6.6,7.9
"Stonington School District","Stonington High School","=""1376111""","American Indian or Alaska Native","*","*","*","*","*"
"Stonington School District","Stonington High School","=""1376111""","Asian",0.0,0.0,0.0,0.0,"*"
"Stonington School District","Stonington High School","=""1376111""","Black or African American",0.0,"*","*","*","*"
"Stonington School District","Stonington High School","=""1376111""","Hispanic/Latino of any race","*","*","*","*","*"
"Stonington School District","Stonington High School","=""1376111""","Two or More Races","N/A","*","*","*","*"
"Stonington School District","Stonington High School","=""1376111""","White","*",5.6,"*",3.9,2.6
"Stonington School District","West Vine Street School","=""1370611""","American Indian or Alaska Native","*","*","N/A","*","*"
"Stonington School District","West Vine Street School","=""1370611""","Asian","*","*","N/A","*","*"
"Stonington School District","West Vine Street School","=""1370611""","Black or African American","*","*","*","*","*"
"Stonington School District","West Vine Street School","=""1370611""","Hispanic/Latino of any race","*","*","*","*","*"
"Stonington School District","West Vine Street School","=""1370611""","Two or More Races","N/A","*","*","*","*"
"Stonington School District","West Vine Street School","=""1370611""","White",6.9,8.1,11.4,13.5,14.5
"Stonington School District","Deans Mill School","=""1370511""","American Indian or Alaska Native","N/A","N/A","N/A","*","*"
"Stonington School District","Deans Mill School","=""1370511""","Asian","*","*","*","*","*"
"Stonington School District","Deans Mill School","=""1370511""","Black or African American","*","*","*","*","*"
"Stonington School District","Deans Mill School","=""1370511""","Hispanic/Latino of any race","*","*","*","*","*"
"Stonington School District","Deans Mill School","=""1370511""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","*","*"
"Stonington School District","Deans Mill School","=""1370511""","Two or More Races","*","*","*","*","*"
"Stonington School District","Deans Mill School","=""1370511""","White",4.2,5.8,4.2,3.5,2.1
"Stonington School District","Mystic Middle School","=""1375211""","American Indian or Alaska Native","N/A","N/A","N/A","*","*"
"Stonington School District","Mystic Middle School","=""1375211""","Asian","*","*","*","*","*"
"Stonington School District","Mystic Middle School","=""1375211""","Black or African American","*","*","*","*","*"
"Stonington School District","Mystic Middle School","=""1375211""","Hispanic/Latino of any race","*","*","*","*","*"
"Stonington School District","Mystic Middle School","=""1375211""","Two or More Races","*","*","*","*","*"
"Stonington School District","Mystic Middle School","=""1375211""","White",2.9,7.5,9.7,8.1,8.5
"Stonington School District","Pawcatuck Middle School","=""1375111""","American Indian or Alaska Native","N/A","N/A","*","*","*"
"Stonington School District","Pawcatuck Middle School","=""1375111""","Asian","*","*","*","*","*"
"Stonington School District","Pawcatuck Middle School","=""1375111""","Black or African American","*","*","*","*","*"
"Stonington School District","Pawcatuck Middle School","=""1375111""","Hispanic/Latino of any race","*","*","*","*","*"
"Stonington School District","Pawcatuck Middle School","=""1375111""","Two or More Races","N/A","*","*","*","*"
"Stonington School District","Pawcatuck Middle School","=""1375111""","White",97.1,5.2,22.1,18.3,2.7
"Stonington School District","West Broad Street School","=""1370411""","American Indian or Alaska Native","N/A","*","*","N/A","N/A"
"Stonington School District","West Broad Street School","=""1370411""","Asian","*","*","*","*","N/A"
"Stonington School District","West Broad Street School","=""1370411""","Black or African American","*","*","*","N/A","N/A"
"Stonington School District","West Broad Street School","=""1370411""","Hispanic/Latino of any race","*","*","*","*","*"
"Stonington School District","West Broad Street School","=""1370411""","Two or More Races","*","*","*","*","*"
"Stonington School District","West Broad Street School","=""1370411""","White","*",7.3,7.6,"*","*"
"Stonington School District","Community Classroom","=""1370811""","Black or African American","N/A","N/A","N/A","*","N/A"
"Stonington School District","Community Classroom","=""1370811""","White","N/A","N/A","N/A","*","*"
"Stonington School District","SAILS","=""1370711""","White","N/A","N/A","N/A","N/A","*"
"Stratford School District","Eli Whitney School","=""1381311""","Asian","*",0.0,0.0,"*","*"
"Stratford School District","Eli Whitney School","=""1381311""","Black or African American",0.0,"*",9.0,"*","*"
"Stratford School District","Eli Whitney School","=""1381311""","Hispanic/Latino of any race",15.0,13.0,10.4,12.5,14.3
"Stratford School District","Eli Whitney School","=""1381311""","Two or More Races","*","*","*","*","*"
"Stratford School District","Eli Whitney School","=""1381311""","White",3.7,7.1,3.3,2.0,4.3
"Stratford School District","Bunnell High School","=""1386211""","American Indian or Alaska Native","*","*","*","*","*"
"Stratford School District","Bunnell High School","=""1386211""","Asian",0.0,"*","*","*","*"
"Stratford School District","Bunnell High School","=""1386211""","Black or African American",9.8,9.8,10.8,10.2,16.7
"Stratford School District","Bunnell High School","=""1386211""","Hispanic/Latino of any race",19.7,22.4,20.5,14.7,16.0
"Stratford School District","Bunnell High School","=""1386211""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*"
