"Chronic Absenteeism, 2014-15"
", All Schools, English Learner Status"

"District","District Code","School","School Code","English Learner Status","% Chronically Absent"
"Waterbury School District","=""1510011""","Duggan School","=""1511611""","Non-ELL","*"
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""","ELL","*"
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""","Non-ELL","*"
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""","ELL",21.1
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""","Non-ELL",12.5
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""","ELL",18.0
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""","Non-ELL",11.5
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""","ELL",13.0
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""","Non-ELL",6.2
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""","ELL",21.5
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""","Non-ELL",14.9
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","ELL",37.0
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","Non-ELL",25.5
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""","ELL","*"
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""","Non-ELL","*"
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""","ELL",11.4
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""","Non-ELL",12.9
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""","ELL",31.0
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""","Non-ELL",17.7
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""","ELL",21.6
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""","Non-ELL",17.0
"Waterbury School District","=""1510011""","Reed School","=""1513411""","ELL",18.4
"Waterbury School District","=""1510011""","Reed School","=""1513411""","Non-ELL",14.4
"Waterbury School District","=""1510011""","Regan School","=""1512811""","ELL",42.9
"Waterbury School District","=""1510011""","Regan School","=""1512811""","Non-ELL",8.0
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""","ELL","*"
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""","Non-ELL","*"
"Waterbury School District","=""1510011""","Sprague School","=""1512011""","ELL",17.0
"Waterbury School District","=""1510011""","Sprague School","=""1512011""","Non-ELL",15.2
"Waterbury School District","=""1510011""","State Street School","=""1519011""","ELL","*"
"Waterbury School District","=""1510011""","State Street School","=""1519011""","Non-ELL","*"
"Waterbury School District","=""1510011""","Walsh School","=""1512211""","ELL",26.4
"Waterbury School District","=""1510011""","Walsh School","=""1512211""","Non-ELL",20.7
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","ELL","*"
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","Non-ELL","*"
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""","ELL","*"
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""","Non-ELL","*"
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""","ELL","*"
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""","Non-ELL","*"
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""","ELL","*"
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""","Non-ELL","*"
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","ELL",38.7
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","Non-ELL",39.9
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""","ELL",17.0
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""","Non-ELL",19.1
"Waterford School District","=""1520011""","Autism Class","=""1521111""","Non-ELL","*"
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""","ELL","*"
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""","Non-ELL","*"
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""","ELL","*"
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""","Non-ELL","*"
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""","ELL","*"
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""","Non-ELL","*"
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""","ELL","*"
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""","Non-ELL","*"
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","ELL","*"
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","Non-ELL","*"
"Waterford School District","=""1520011""","Waterford High School Tutor Center","=""1521211""","Non-ELL","*"
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""","ELL","*"
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""","Non-ELL","*"
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""","ELL","*"
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""","Non-ELL","*"
"Watertown School District","=""1530011""","Polk School","=""1530411""","ELL","*"
"Watertown School District","=""1530011""","Polk School","=""1530411""","Non-ELL","*"
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""","ELL","*"
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""","Non-ELL","*"
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","ELL","*"
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","Non-ELL","*"
"West Hartford School District","=""1550011""","Smith School","=""1551711""","ELL","*"
"West Hartford School District","=""1550011""","Smith School","=""1551711""","Non-ELL",7.5
"West Hartford School District","=""1550011""","Achieve","=""1559111""","ELL","*"
"West Hartford School District","=""1550011""","Achieve","=""1559111""","Non-ELL","*"
"West Hartford School District","=""1550011""","REACH","=""1557311""","Non-ELL","*"
"West Hartford School District","=""1550011""","Aiken School","=""1551611""","ELL","*"
"West Hartford School District","=""1550011""","Aiken School","=""1551611""","Non-ELL","*"
"West Hartford School District","=""1550011""","Braeburn Learning Center","=""1559311""","Non-ELL","*"
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""","ELL","*"
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""","Non-ELL","*"
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""","ELL","*"
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""","Non-ELL","*"
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""","ELL","*"
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""","Non-ELL","*"
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""","ELL","*"
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""","Non-ELL","*"
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","ELL",11.5
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","Non-ELL",5.9
"West Hartford School District","=""1550011""","Duffy School","=""1550611""","ELL",0.0
"West Hartford School District","=""1550011""","Duffy School","=""1550611""","Non-ELL",2.7
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","ELL","*"
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","Non-ELL","*"
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""","ELL","*"
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""","Non-ELL","*"
"West Hartford School District","=""1550011""","Morley School","=""1550911""","ELL","*"
"West Hartford School District","=""1550011""","Morley School","=""1550911""","Non-ELL","*"
"West Hartford School District","=""1550011""","Norfeldt Learning Center","=""1559411""","Non-ELL","*"
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""","ELL","*"
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""","Non-ELL","*"
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""","ELL","*"
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""","Non-ELL","*"
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""","ELL",17.5
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""","Non-ELL",6.2
"West Hartford School District","=""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""","Non-ELL","*"
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""","ELL","*"
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""","Non-ELL","*"
"West Hartford School District","=""1550011""","Whiting Lane Learning Center","=""1559511""","ELL","*"
"West Hartford School District","=""1550011""","Whiting Lane Learning Center","=""1559511""","Non-ELL","*"
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""","ELL","*"
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""","Non-ELL","*"
"West Hartford School District","=""1550011""","Wolcott Learning Center","=""1559611""","Non-ELL","*"
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""","ELL","*"
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""","Non-ELL","*"
"West Haven School District","=""1560011""","Washington School","=""1561211""","ELL",12.7
"West Haven School District","=""1560011""","Washington School","=""1561211""","Non-ELL",17.9
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""","ELL","*"
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""","Non-ELL","*"
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""","ELL",13.6
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""","Non-ELL",14.7
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""","ELL","*"
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""","Non-ELL","*"
"West Haven School District","=""1560011""","Forest School","=""1560311""","ELL",11.0
"West Haven School District","=""1560011""","Forest School","=""1560311""","Non-ELL",14.0
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""","ELL",16.2
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""","Non-ELL",22.9
"West Haven School District","=""1560011""","Life Skills","=""1560111""","Non-ELL","*"
"West Haven School District","=""1560011""","PACE","=""1560211""","ELL","*"
